Cenário;Canal;q;h(q);tau(q);alpha;f(alpha);R2
cenario03_min16_mx4_res30_q10_ord1;O2;-3.0;1.08;-4.23;1.29;0.37;0.9
cenario03_min16_mx4_res30_q10_ord1;O2;-2.0;1.0;-2.99;1.16;0.68;0.92
cenario03_min16_mx4_res30_q10_ord1;O2;-1.0;0.92;-1.92;1.01;0.91;0.94
cenario03_min16_mx4_res30_q10_ord1;O2;1.0;0.83;-0.17;0.81;0.98;0.95
cenario03_min16_mx4_res30_q10_ord1;O2;2.0;0.81;0.61;0.77;0.92;0.95
cenario03_min16_mx4_res30_q10_ord1;O2;3.0;0.79;1.36;0.74;0.84;0.95
cenario03_min16_mx4_res30_q10_ord1;O2;4.0;0.77;2.09;0.71;0.76;0.95
cenario03_min16_mx4_res30_q10_ord1;O2;5.0;0.76;2.79;0.69;0.67;0.94
cenario03_min16_mx4_res30_q10_ord1;O2;6.0;0.75;3.47;0.67;0.57;0.94
cenario03_min16_mx4_res30_q10_ord1;O2;7.0;0.73;4.14;0.66;0.48;0.93
cenario03_min16_mx4_res30_q10_ord1;O2;8.0;0.72;4.79;0.65;0.4;0.93
cenario03_min16_mx4_res30_q10_ord1;O2;9.0;0.71;5.43;0.64;0.33;0.93
cenario03_min16_mx4_res30_q10_ord1;O2;10.0;0.71;6.07;0.64;0.3;0.92
cenario04_min16_mx4_res30_q10_ord2;O2;-10.0;1.58;-16.82;1.7;-0.18;0.86
cenario04_min16_mx4_res30_q10_ord2;O2;-9.0;1.57;-15.12;1.7;-0.18;0.85
cenario04_min16_mx4_res30_q10_ord2;O2;-8.0;1.55;-13.42;1.7;-0.18;0.85
cenario04_min16_mx4_res30_q10_ord2;O2;-7.0;1.53;-11.72;1.7;-0.18;0.85
cenario04_min16_mx4_res30_q10_ord2;O2;-6.0;1.5;-10.02;1.7;-0.16;0.85
cenario04_min16_mx4_res30_q10_ord2;O2;-5.0;1.47;-8.33;1.69;-0.11;0.85
cenario04_min16_mx4_res30_q10_ord2;O2;-4.0;1.41;-6.64;1.66;-0.01;0.85
cenario04_min16_mx4_res30_q10_ord2;O2;-3.0;1.33;-5.0;1.59;0.22;0.85
cenario04_min16_mx4_res30_q10_ord2;O2;-2.0;1.23;-3.46;1.43;0.59;0.87
cenario04_min16_mx4_res30_q10_ord2;O2;-1.0;1.13;-2.13;1.24;0.89;0.88
cenario04_min16_mx4_res30_q10_ord2;O2;1.0;1.02;0.02;0.99;0.97;0.9
cenario04_min16_mx4_res30_q10_ord2;O2;2.0;0.98;0.97;0.92;0.87;0.91
cenario04_min16_mx4_res30_q10_ord2;O2;3.0;0.95;1.86;0.87;0.76;0.91
cenario04_min16_mx4_res30_q10_ord2;O2;4.0;0.93;2.71;0.84;0.65;0.91
cenario04_min16_mx4_res30_q10_ord2;O2;5.0;0.91;3.54;0.82;0.56;0.91
cenario04_min16_mx4_res30_q10_ord2;O2;6.0;0.89;4.35;0.81;0.49;0.91
cenario04_min16_mx4_res30_q10_ord2;O2;7.0;0.88;5.16;0.8;0.43;0.91
cenario04_min16_mx4_res30_q10_ord2;O2;8.0;0.87;5.95;0.79;0.37;0.91
cenario04_min16_mx4_res30_q10_ord2;O2;9.0;0.86;6.74;0.78;0.33;0.9
cenario04_min16_mx4_res30_q10_ord2;O2;10.0;0.85;7.52;0.78;0.31;0.9
cenario05_min16_mx4_res50_q5_ord1;O2;-5.0;1.16;-6.82;1.35;0.09;0.89
cenario05_min16_mx4_res50_q5_ord1;O2;-4.5;1.14;-6.15;1.34;0.11;0.89
cenario05_min16_mx4_res50_q5_ord1;O2;-4.0;1.12;-5.48;1.33;0.17;0.89
cenario05_min16_mx4_res50_q5_ord1;O2;-3.5;1.09;-4.82;1.31;0.25;0.89
cenario05_min16_mx4_res50_q5_ord1;O2;-3.0;1.06;-4.18;1.27;0.37;0.9
cenario05_min16_mx4_res50_q5_ord1;O2;-2.5;1.02;-3.55;1.22;0.51;0.91
cenario05_min16_mx4_res50_q5_ord1;O2;-2.0;0.98;-2.96;1.14;0.68;0.92
cenario05_min16_mx4_res50_q5_ord1;O2;-1.5;0.94;-2.41;1.05;0.83;0.93
cenario05_min16_mx4_res50_q5_ord1;O2;-1.0;0.91;-1.91;0.97;0.94;0.93
cenario05_min16_mx4_res50_q5_ord1;O2;-0.5;0.88;-1.44;0.91;0.98;0.94
cenario05_min16_mx4_res50_q5_ord1;O2;0.5;0.84;-0.58;0.82;0.99;0.95
cenario05_min16_mx4_res50_q5_ord1;O2;1.0;0.82;-0.18;0.8;0.97;0.95
cenario05_min16_mx4_res50_q5_ord1;O2;1.5;0.81;0.22;0.77;0.95;0.95
cenario05_min16_mx4_res50_q5_ord1;O2;2.0;0.8;0.6;0.76;0.92;0.95
cenario05_min16_mx4_res50_q5_ord1;O2;2.5;0.79;0.97;0.74;0.88;0.95
cenario05_min16_mx4_res50_q5_ord1;O2;3.0;0.78;1.34;0.73;0.85;0.95
cenario05_min16_mx4_res50_q5_ord1;O2;3.5;0.77;1.7;0.72;0.81;0.95
cenario05_min16_mx4_res50_q5_ord1;O2;4.0;0.76;2.06;0.71;0.78;0.95
cenario05_min16_mx4_res50_q5_ord1;O2;4.5;0.76;2.41;0.7;0.73;0.95
cenario05_min16_mx4_res50_q5_ord1;O2;5.0;0.75;2.76;0.69;0.71;0.95
cenario06_min16_mx4_res50_q5_ord2;O2;-5.0;1.45;-8.24;1.66;-0.04;0.84
cenario06_min16_mx4_res50_q5_ord2;O2;-4.5;1.43;-7.41;1.65;-0.02;0.84
cenario06_min16_mx4_res50_q5_ord2;O2;-4.0;1.4;-6.59;1.64;0.02;0.84
cenario06_min16_mx4_res50_q5_ord2;O2;-3.5;1.36;-5.77;1.62;0.1;0.85
cenario06_min16_mx4_res50_q5_ord2;O2;-3.0;1.32;-4.97;1.59;0.2;0.85
cenario06_min16_mx4_res50_q5_ord2;O2;-2.5;1.27;-4.18;1.53;0.36;0.85
cenario06_min16_mx4_res50_q5_ord2;O2;-2.0;1.22;-3.44;1.44;0.56;0.86
cenario06_min16_mx4_res50_q5_ord2;O2;-1.5;1.16;-2.75;1.32;0.77;0.87
cenario06_min16_mx4_res50_q5_ord2;O2;-1.0;1.12;-2.12;1.21;0.91;0.88
cenario06_min16_mx4_res50_q5_ord2;O2;-0.5;1.08;-1.54;1.12;0.98;0.89
cenario06_min16_mx4_res50_q5_ord2;O2;0.5;1.03;-0.49;1.01;0.99;0.9
cenario06_min16_mx4_res50_q5_ord2;O2;1.0;1.01;0.01;0.97;0.96;0.9
cenario06_min16_mx4_res50_q5_ord2;O2;1.5;0.99;0.48;0.93;0.92;0.9
cenario06_min16_mx4_res50_q5_ord2;O2;2.0;0.97;0.94;0.9;0.87;0.91
cenario06_min16_mx4_res50_q5_ord2;O2;2.5;0.95;1.39;0.88;0.81;0.91
cenario06_min16_mx4_res50_q5_ord2;O2;3.0;0.94;1.82;0.86;0.75;0.91
cenario06_min16_mx4_res50_q5_ord2;O2;3.5;0.93;2.24;0.84;0.7;0.91
cenario06_min16_mx4_res50_q5_ord2;O2;4.0;0.92;2.66;0.83;0.64;0.91
cenario06_min16_mx4_res50_q5_ord2;O2;4.5;0.9;3.07;0.82;0.6;0.91
cenario06_min16_mx4_res50_q5_ord2;O2;5.0;0.9;3.48;0.81;0.58;0.91
cenario07_min16_mx4_res50_q10_ord1;O2;-10.0;1.27;-13.65;1.37;-0.05;0.89
cenario07_min16_mx4_res50_q10_ord1;O2;-9.0;1.25;-12.28;1.37;-0.05;0.89
cenario07_min16_mx4_res50_q10_ord1;O2;-8.0;1.24;-10.91;1.37;-0.04;0.89
cenario07_min16_mx4_res50_q10_ord1;O2;-7.0;1.22;-9.55;1.37;-0.02;0.89
cenario07_min16_mx4_res50_q10_ord1;O2;-6.0;1.2;-8.18;1.36;0.01;0.89
cenario07_min16_mx4_res50_q10_ord1;O2;-5.0;1.16;-6.82;1.35;0.08;0.89
cenario07_min16_mx4_res50_q10_ord1;O2;-4.0;1.12;-5.48;1.32;0.19;0.89
cenario07_min16_mx4_res50_q10_ord1;O2;-3.0;1.06;-4.18;1.26;0.4;0.9
cenario07_min16_mx4_res50_q10_ord1;O2;-2.0;0.98;-2.96;1.13;0.69;0.92
cenario07_min16_mx4_res50_q10_ord1;O2;-1.0;0.91;-1.91;0.99;0.92;0.93
cenario07_min16_mx4_res50_q10_ord1;O2;1.0;0.82;-0.18;0.8;0.98;0.95
cenario07_min16_mx4_res50_q10_ord1;O2;2.0;0.8;0.6;0.76;0.92;0.95
cenario07_min16_mx4_res50_q10_ord1;O2;3.0;0.78;1.34;0.73;0.85;0.95
cenario07_min16_mx4_res50_q10_ord1;O2;4.0;0.76;2.06;0.71;0.78;0.95
cenario07_min16_mx4_res50_q10_ord1;O2;5.0;0.75;2.76;0.69;0.69;0.95
cenario07_min16_mx4_res50_q10_ord1;O2;6.0;0.74;3.44;0.67;0.61;0.94
cenario07_min16_mx4_res50_q10_ord1;O2;7.0;0.73;4.11;0.66;0.53;0.94
cenario07_min16_mx4_res50_q10_ord1;O2;8.0;0.72;4.76;0.65;0.45;0.93
cenario07_min16_mx4_res50_q10_ord1;O2;9.0;0.71;5.41;0.64;0.38;0.93
cenario07_min16_mx4_res50_q10_ord1;O2;10.0;0.71;6.05;0.64;0.36;0.93
cenario08_min16_mx4_res50_q10_ord2;O2;-10.0;1.56;-16.58;1.67;-0.11;0.85
cenario08_min16_mx4_res50_q10_ord2;O2;-9.0;1.55;-14.91;1.67;-0.11;0.85
cenario08_min16_mx4_res50_q10_ord2;O2;-8.0;1.53;-13.24;1.67;-0.11;0.85
cenario08_min16_mx4_res50_q10_ord2;O2;-7.0;1.51;-11.57;1.67;-0.11;0.85
cenario08_min16_mx4_res50_q10_ord2;O2;-6.0;1.48;-9.91;1.67;-0.09;0.84
cenario08_min16_mx4_res50_q10_ord2;O2;-5.0;1.45;-8.24;1.66;-0.05;0.84
cenario08_min16_mx4_res50_q10_ord2;O2;-4.0;1.4;-6.59;1.64;0.04;0.84
cenario08_min16_mx4_res50_q10_ord2;O2;-3.0;1.32;-4.97;1.58;0.24;0.85
cenario08_min16_mx4_res50_q10_ord2;O2;-2.0;1.22;-3.44;1.42;0.59;0.86
cenario08_min16_mx4_res50_q10_ord2;O2;-1.0;1.12;-2.12;1.23;0.89;0.88
cenario08_min16_mx4_res50_q10_ord2;O2;1.0;1.01;0.01;0.98;0.97;0.9
cenario08_min16_mx4_res50_q10_ord2;O2;2.0;0.97;0.94;0.91;0.87;0.91
cenario08_min16_mx4_res50_q10_ord2;O2;3.0;0.94;1.82;0.86;0.76;0.91
cenario08_min16_mx4_res50_q10_ord2;O2;4.0;0.92;2.66;0.83;0.65;0.91
cenario08_min16_mx4_res50_q10_ord2;O2;5.0;0.9;3.48;0.81;0.56;0.91
cenario08_min16_mx4_res50_q10_ord2;O2;6.0;0.88;4.28;0.79;0.49;0.91
cenario08_min16_mx4_res50_q10_ord2;O2;7.0;0.87;5.06;0.78;0.43;0.9
cenario08_min16_mx4_res50_q10_ord2;O2;8.0;0.86;5.85;0.78;0.38;0.9
cenario08_min16_mx4_res50_q10_ord2;O2;9.0;0.85;6.62;0.77;0.34;0.9
cenario08_min16_mx4_res50_q10_ord2;O2;10.0;0.84;7.39;0.77;0.32;0.9
cenario09_min16_mx8_res30_q5_ord1;O2;-5.0;1.29;-7.44;1.5;-0.07;0.89
cenario09_min16_mx8_res30_q5_ord1;O2;-4.5;1.26;-6.69;1.5;-0.05;0.89
cenario09_min16_mx8_res30_q5_ord1;O2;-4.0;1.23;-5.94;1.48;0.0;0.89
cenario09_min16_mx8_res30_q5_ord1;O2;-3.5;1.2;-5.2;1.46;0.09;0.9
cenario09_min16_mx8_res30_q5_ord1;O2;-3.0;1.16;-4.48;1.42;0.22;0.9
cenario09_min16_mx8_res30_q5_ord1;O2;-2.5;1.11;-3.78;1.36;0.39;0.91
cenario09_min16_mx8_res30_q5_ord1;O2;-2.0;1.06;-3.12;1.26;0.6;0.92
cenario09_min16_mx8_res30_q5_ord1;O2;-1.5;1.01;-2.52;1.15;0.79;0.93
cenario09_min16_mx8_res30_q5_ord1;O2;-1.0;0.97;-1.97;1.05;0.92;0.94
cenario09_min16_mx8_res30_q5_ord1;O2;-0.5;0.94;-1.47;0.98;0.98;0.94
cenario09_min16_mx8_res30_q5_ord1;O2;0.5;0.89;-0.55;0.88;0.99;0.95
cenario09_min16_mx8_res30_q5_ord1;O2;1.0;0.87;-0.13;0.84;0.97;0.95
cenario09_min16_mx8_res30_q5_ord1;O2;1.5;0.86;0.29;0.82;0.94;0.95
cenario09_min16_mx8_res30_q5_ord1;O2;2.0;0.85;0.69;0.8;0.91;0.95
cenario09_min16_mx8_res30_q5_ord1;O2;2.5;0.83;1.09;0.78;0.87;0.95
cenario09_min16_mx8_res30_q5_ord1;O2;3.0;0.83;1.48;0.77;0.84;0.95
cenario09_min16_mx8_res30_q5_ord1;O2;3.5;0.82;1.86;0.76;0.8;0.95
cenario09_min16_mx8_res30_q5_ord1;O2;4.0;0.81;2.24;0.75;0.76;0.95
cenario09_min16_mx8_res30_q5_ord1;O2;4.5;0.8;2.61;0.74;0.71;0.94
cenario09_min16_mx8_res30_q5_ord1;O2;5.0;0.79;2.97;0.73;0.69;0.94
cenario10_min16_mx8_res30_q5_ord2;O2;-5.0;1.6;-9.01;1.85;-0.26;0.85
cenario10_min16_mx8_res30_q5_ord2;O2;-4.5;1.57;-8.08;1.85;-0.24;0.85
cenario10_min16_mx8_res30_q5_ord2;O2;-4.0;1.54;-7.16;1.84;-0.18;0.85
cenario10_min16_mx8_res30_q5_ord2;O2;-3.5;1.5;-6.25;1.81;-0.1;0.85
cenario10_min16_mx8_res30_q5_ord2;O2;-3.0;1.45;-5.35;1.77;0.03;0.86
cenario10_min16_mx8_res30_q5_ord2;O2;-2.5;1.39;-4.48;1.7;0.23;0.86
cenario10_min16_mx8_res30_q5_ord2;O2;-2.0;1.33;-3.65;1.58;0.49;0.87
cenario10_min16_mx8_res30_q5_ord2;O2;-1.5;1.26;-2.89;1.44;0.74;0.88
cenario10_min16_mx8_res30_q5_ord2;O2;-1.0;1.21;-2.21;1.31;0.9;0.88
cenario10_min16_mx8_res30_q5_ord2;O2;-0.5;1.17;-1.58;1.21;0.98;0.89
cenario10_min16_mx8_res30_q5_ord2;O2;0.5;1.11;-0.45;1.09;0.99;0.89
cenario10_min16_mx8_res30_q5_ord2;O2;1.0;1.08;0.08;1.04;0.95;0.9
cenario10_min16_mx8_res30_q5_ord2;O2;1.5;1.06;0.59;1.0;0.91;0.9
cenario10_min16_mx8_res30_q5_ord2;O2;2.0;1.04;1.08;0.96;0.85;0.9
cenario10_min16_mx8_res30_q5_ord2;O2;2.5;1.02;1.56;0.94;0.78;0.9
cenario10_min16_mx8_res30_q5_ord2;O2;3.0;1.01;2.02;0.91;0.72;0.91
cenario10_min16_mx8_res30_q5_ord2;O2;3.5;0.99;2.47;0.89;0.66;0.91
cenario10_min16_mx8_res30_q5_ord2;O2;4.0;0.98;2.91;0.88;0.61;0.91
cenario10_min16_mx8_res30_q5_ord2;O2;4.5;0.97;3.35;0.87;0.56;0.91
cenario10_min16_mx8_res30_q5_ord2;O2;5.0;0.96;3.78;0.86;0.54;0.91
cenario11_min16_mx8_res30_q10_ord1;O2;-10.0;1.4;-14.98;1.51;-0.09;0.89
cenario11_min16_mx8_res30_q10_ord1;O2;-9.0;1.39;-13.47;1.51;-0.09;0.89
cenario11_min16_mx8_res30_q10_ord1;O2;-8.0;1.37;-11.97;1.51;-0.11;0.89
cenario11_min16_mx8_res30_q10_ord1;O2;-7.0;1.35;-10.46;1.51;-0.11;0.89
cenario11_min16_mx8_res30_q10_ord1;O2;-6.0;1.32;-8.95;1.51;-0.11;0.89
cenario11_min16_mx8_res30_q10_ord1;O2;-5.0;1.29;-7.44;1.5;-0.08;0.89
cenario11_min16_mx8_res30_q10_ord1;O2;-4.0;1.23;-5.94;1.48;0.02;0.89
cenario11_min16_mx8_res30_q10_ord1;O2;-3.0;1.16;-4.48;1.41;0.26;0.9
cenario11_min16_mx8_res30_q10_ord1;O2;-2.0;1.06;-3.12;1.25;0.62;0.92
cenario11_min16_mx8_res30_q10_ord1;O2;-1.0;0.97;-1.97;1.08;0.9;0.94
cenario11_min16_mx8_res30_q10_ord1;O2;1.0;0.87;-0.13;0.85;0.98;0.95
cenario11_min16_mx8_res30_q10_ord1;O2;2.0;0.85;0.69;0.8;0.91;0.95
cenario11_min16_mx8_res30_q10_ord1;O2;3.0;0.83;1.48;0.77;0.84;0.95
cenario11_min16_mx8_res30_q10_ord1;O2;4.0;0.81;2.24;0.75;0.76;0.95
cenario11_min16_mx8_res30_q10_ord1;O2;5.0;0.79;2.97;0.73;0.67;0.94
cenario11_min16_mx8_res30_q10_ord1;O2;6.0;0.78;3.69;0.71;0.56;0.94
cenario11_min16_mx8_res30_q10_ord1;O2;7.0;0.77;4.39;0.69;0.46;0.93
cenario11_min16_mx8_res30_q10_ord1;O2;8.0;0.76;5.08;0.68;0.38;0.92
cenario11_min16_mx8_res30_q10_ord1;O2;9.0;0.75;5.76;0.67;0.31;0.92
cenario11_min16_mx8_res30_q10_ord1;O2;10.0;0.74;6.43;0.67;0.28;0.91
cenario12_min16_mx8_res30_q10_ord2;O2;-10.0;1.73;-18.3;1.86;-0.25;0.86
cenario12_min16_mx8_res30_q10_ord2;O2;-9.0;1.72;-16.44;1.86;-0.26;0.86
cenario12_min16_mx8_res30_q10_ord2;O2;-8.0;1.7;-14.59;1.86;-0.27;0.86
cenario12_min16_mx8_res30_q10_ord2;O2;-7.0;1.68;-12.73;1.86;-0.29;0.86
cenario12_min16_mx8_res30_q10_ord2;O2;-6.0;1.64;-10.87;1.86;-0.29;0.85
cenario12_min16_mx8_res30_q10_ord2;O2;-5.0;1.6;-9.01;1.85;-0.26;0.85
cenario12_min16_mx8_res30_q10_ord2;O2;-4.0;1.54;-7.16;1.83;-0.16;0.85
cenario12_min16_mx8_res30_q10_ord2;O2;-3.0;1.45;-5.35;1.76;0.08;0.86
cenario12_min16_mx8_res30_q10_ord2;O2;-2.0;1.33;-3.65;1.57;0.51;0.87
cenario12_min16_mx8_res30_q10_ord2;O2;-1.0;1.21;-2.21;1.34;0.87;0.88
cenario12_min16_mx8_res30_q10_ord2;O2;1.0;1.08;0.08;1.05;0.97;0.9
cenario12_min16_mx8_res30_q10_ord2;O2;2.0;1.04;1.08;0.97;0.85;0.9
cenario12_min16_mx8_res30_q10_ord2;O2;3.0;1.01;2.02;0.91;0.72;0.91
cenario12_min16_mx8_res30_q10_ord2;O2;4.0;0.98;2.91;0.88;0.61;0.91
cenario12_min16_mx8_res30_q10_ord2;O2;5.0;0.96;3.78;0.86;0.53;0.91
cenario12_min16_mx8_res30_q10_ord2;O2;6.0;0.94;4.63;0.85;0.46;0.91
cenario12_min16_mx8_res30_q10_ord2;O2;7.0;0.93;5.48;0.84;0.41;0.91
cenario12_min16_mx8_res30_q10_ord2;O2;8.0;0.91;6.32;0.84;0.37;0.91
cenario12_min16_mx8_res30_q10_ord2;O2;9.0;0.91;7.15;0.83;0.33;0.9
cenario12_min16_mx8_res30_q10_ord2;O2;10.0;0.9;7.98;0.83;0.32;0.9
cenario13_min16_mx8_res50_q5_ord1;O2;-5.0;1.27;-7.36;1.49;-0.09;0.89
cenario13_min16_mx8_res50_q5_ord1;O2;-4.5;1.25;-6.61;1.48;-0.06;0.89
cenario13_min16_mx8_res50_q5_ord1;O2;-4.0;1.22;-5.87;1.47;0.0;0.89
cenario13_min16_mx8_res50_q5_ord1;O2;-3.5;1.18;-5.14;1.44;0.1;0.9
cenario13_min16_mx8_res50_q5_ord1;O2;-3.0;1.14;-4.43;1.4;0.24;0.9
cenario13_min16_mx8_res50_q5_ord1;O2;-2.5;1.1;-3.75;1.33;0.42;0.91
cenario13_min16_mx8_res50_q5_ord1;O2;-2.0;1.05;-3.1;1.24;0.63;0.92
cenario13_min16_mx8_res50_q5_ord1;O2;-1.5;1.01;-2.51;1.13;0.81;0.93
cenario13_min16_mx8_res50_q5_ord1;O2;-1.0;0.97;-1.97;1.04;0.93;0.93
cenario13_min16_mx8_res50_q5_ord1;O2;-0.5;0.93;-1.47;0.97;0.98;0.94
cenario13_min16_mx8_res50_q5_ord1;O2;0.5;0.89;-0.56;0.87;0.99;0.95
cenario13_min16_mx8_res50_q5_ord1;O2;1.0;0.87;-0.13;0.84;0.97;0.95
cenario13_min16_mx8_res50_q5_ord1;O2;1.5;0.85;0.28;0.81;0.94;0.95
cenario13_min16_mx8_res50_q5_ord1;O2;2.0;0.84;0.68;0.8;0.91;0.95
cenario13_min16_mx8_res50_q5_ord1;O2;2.5;0.83;1.08;0.78;0.87;0.95
cenario13_min16_mx8_res50_q5_ord1;O2;3.0;0.82;1.46;0.77;0.84;0.95
cenario13_min16_mx8_res50_q5_ord1;O2;3.5;0.81;1.84;0.76;0.8;0.95
cenario13_min16_mx8_res50_q5_ord1;O2;4.0;0.8;2.22;0.74;0.76;0.95
cenario13_min16_mx8_res50_q5_ord1;O2;4.5;0.8;2.59;0.73;0.71;0.95
cenario13_min16_mx8_res50_q5_ord1;O2;5.0;0.79;2.95;0.73;0.69;0.94
cenario14_min16_mx8_res50_q5_ord2;O2;-5.0;1.6;-9.01;1.84;-0.22;0.85
cenario14_min16_mx8_res50_q5_ord2;O2;-4.5;1.57;-8.08;1.84;-0.2;0.85
cenario14_min16_mx8_res50_q5_ord2;O2;-4.0;1.54;-7.16;1.83;-0.16;0.85
cenario14_min16_mx8_res50_q5_ord2;O2;-3.5;1.5;-6.25;1.81;-0.09;0.85
cenario14_min16_mx8_res50_q5_ord2;O2;-3.0;1.45;-5.35;1.77;0.03;0.85
cenario14_min16_mx8_res50_q5_ord2;O2;-2.5;1.39;-4.48;1.7;0.22;0.86
cenario14_min16_mx8_res50_q5_ord2;O2;-2.0;1.32;-3.65;1.59;0.47;0.87
cenario14_min16_mx8_res50_q5_ord2;O2;-1.5;1.26;-2.89;1.44;0.73;0.88
cenario14_min16_mx8_res50_q5_ord2;O2;-1.0;1.21;-2.21;1.31;0.9;0.88
cenario14_min16_mx8_res50_q5_ord2;O2;-0.5;1.16;-1.58;1.21;0.98;0.89
cenario14_min16_mx8_res50_q5_ord2;O2;0.5;1.1;-0.45;1.08;0.99;0.9
cenario14_min16_mx8_res50_q5_ord2;O2;1.0;1.08;0.08;1.03;0.96;0.9
cenario14_min16_mx8_res50_q5_ord2;O2;1.5;1.06;0.59;1.0;0.91;0.9
cenario14_min16_mx8_res50_q5_ord2;O2;2.0;1.04;1.08;0.96;0.85;0.9
cenario14_min16_mx8_res50_q5_ord2;O2;2.5;1.02;1.55;0.94;0.79;0.91
cenario14_min16_mx8_res50_q5_ord2;O2;3.0;1.0;2.01;0.91;0.73;0.91
cenario14_min16_mx8_res50_q5_ord2;O2;3.5;0.99;2.47;0.9;0.67;0.91
