Cenário;Canal;q;h(q);tau(q);alpha;f(alpha);R2
cenario45_min32_mx10_res50_q5_ord1;O2;0.5;0.79;-0.6;0.78;0.99;0.97
cenario45_min32_mx10_res50_q5_ord1;O2;1.0;0.78;-0.22;0.75;0.97;0.97
cenario45_min32_mx10_res50_q5_ord1;O2;1.5;0.76;0.15;0.73;0.95;0.97
cenario45_min32_mx10_res50_q5_ord1;O2;2.0;0.75;0.51;0.71;0.91;0.97
cenario45_min32_mx10_res50_q5_ord1;O2;2.5;0.74;0.86;0.69;0.88;0.97
cenario45_min32_mx10_res50_q5_ord1;O2;3.0;0.73;1.2;0.68;0.83;0.97
cenario45_min32_mx10_res50_q5_ord1;O2;3.5;0.72;1.54;0.66;0.79;0.97
cenario45_min32_mx10_res50_q5_ord1;O2;4.0;0.72;1.86;0.65;0.74;0.97
cenario45_min32_mx10_res50_q5_ord1;O2;4.5;0.71;2.19;0.64;0.68;0.97
cenario45_min32_mx10_res50_q5_ord1;O2;5.0;0.7;2.5;0.63;0.65;0.97
cenario46_min32_mx10_res50_q5_ord2;O2;-5.0;1.35;-7.77;1.59;-0.19;0.85
cenario46_min32_mx10_res50_q5_ord2;O2;-4.5;1.33;-6.97;1.58;-0.16;0.85
cenario46_min32_mx10_res50_q5_ord2;O2;-4.0;1.3;-6.18;1.57;-0.09;0.85
cenario46_min32_mx10_res50_q5_ord2;O2;-3.5;1.26;-5.4;1.54;0.01;0.85
cenario46_min32_mx10_res50_q5_ord2;O2;-3.0;1.21;-4.64;1.49;0.16;0.86
cenario46_min32_mx10_res50_q5_ord2;O2;-2.5;1.16;-3.91;1.42;0.35;0.87
cenario46_min32_mx10_res50_q5_ord2;O2;-2.0;1.11;-3.22;1.32;0.58;0.88
cenario46_min32_mx10_res50_q5_ord2;O2;-1.5;1.06;-2.59;1.2;0.79;0.9
cenario46_min32_mx10_res50_q5_ord2;O2;-1.0;1.02;-2.02;1.1;0.92;0.91
cenario46_min32_mx10_res50_q5_ord2;O2;-0.5;0.99;-1.49;1.02;0.98;0.92
cenario46_min32_mx10_res50_q5_ord2;O2;0.5;0.94;-0.53;0.92;0.99;0.92
cenario46_min32_mx10_res50_q5_ord2;O2;1.0;0.92;-0.08;0.89;0.97;0.93
cenario46_min32_mx10_res50_q5_ord2;O2;1.5;0.91;0.36;0.86;0.93;0.93
cenario46_min32_mx10_res50_q5_ord2;O2;2.0;0.89;0.79;0.84;0.89;0.93
cenario46_min32_mx10_res50_q5_ord2;O2;2.5;0.88;1.2;0.82;0.85;0.93
cenario46_min32_mx10_res50_q5_ord2;O2;3.0;0.87;1.61;0.8;0.8;0.93
cenario46_min32_mx10_res50_q5_ord2;O2;3.5;0.86;2.0;0.79;0.76;0.94
cenario46_min32_mx10_res50_q5_ord2;O2;4.0;0.85;2.4;0.78;0.71;0.94
cenario46_min32_mx10_res50_q5_ord2;O2;4.5;0.84;2.78;0.77;0.66;0.93
cenario46_min32_mx10_res50_q5_ord2;O2;5.0;0.83;3.16;0.76;0.64;0.93
cenario47_min32_mx10_res50_q10_ord1;O2;-10.0;1.24;-13.38;1.36;-0.19;0.9
cenario47_min32_mx10_res50_q10_ord1;O2;-9.0;1.22;-12.02;1.36;-0.2;0.9
cenario47_min32_mx10_res50_q10_ord1;O2;-8.0;1.21;-10.66;1.36;-0.21;0.9
cenario47_min32_mx10_res50_q10_ord1;O2;-7.0;1.19;-9.3;1.36;-0.2;0.9
cenario47_min32_mx10_res50_q10_ord1;O2;-6.0;1.16;-7.95;1.35;-0.17;0.9
cenario47_min32_mx10_res50_q10_ord1;O2;-5.0;1.12;-6.6;1.34;-0.1;0.9
cenario47_min32_mx10_res50_q10_ord1;O2;-4.0;1.07;-5.27;1.3;0.07;0.9
cenario47_min32_mx10_res50_q10_ord1;O2;-3.0;1.0;-4.0;1.22;0.35;0.91
cenario47_min32_mx10_res50_q10_ord1;O2;-2.0;0.92;-2.84;1.07;0.7;0.94
cenario47_min32_mx10_res50_q10_ord1;O2;-1.0;0.86;-1.86;0.93;0.93;0.95
cenario47_min32_mx10_res50_q10_ord1;O2;1.0;0.78;-0.22;0.76;0.98;0.97
cenario47_min32_mx10_res50_q10_ord1;O2;2.0;0.75;0.51;0.71;0.91;0.97
cenario47_min32_mx10_res50_q10_ord1;O2;3.0;0.73;1.2;0.68;0.84;0.97
cenario47_min32_mx10_res50_q10_ord1;O2;4.0;0.72;1.86;0.65;0.74;0.97
cenario47_min32_mx10_res50_q10_ord1;O2;5.0;0.7;2.5;0.62;0.62;0.97
cenario47_min32_mx10_res50_q10_ord1;O2;6.0;0.69;3.11;0.6;0.5;0.96
cenario47_min32_mx10_res50_q10_ord1;O2;7.0;0.67;3.71;0.58;0.39;0.96
cenario47_min32_mx10_res50_q10_ord1;O2;8.0;0.66;4.28;0.57;0.29;0.95
cenario47_min32_mx10_res50_q10_ord1;O2;9.0;0.65;4.85;0.56;0.22;0.95
cenario47_min32_mx10_res50_q10_ord1;O2;10.0;0.64;5.41;0.56;0.18;0.95
cenario48_min32_mx10_res50_q10_ord2;O2;-10.0;1.48;-15.78;1.6;-0.24;0.85
cenario48_min32_mx10_res50_q10_ord2;O2;-9.0;1.46;-14.18;1.6;-0.25;0.85
cenario48_min32_mx10_res50_q10_ord2;O2;-8.0;1.45;-12.58;1.6;-0.26;0.85
cenario48_min32_mx10_res50_q10_ord2;O2;-7.0;1.42;-10.97;1.61;-0.27;0.85
cenario48_min32_mx10_res50_q10_ord2;O2;-6.0;1.39;-9.37;1.6;-0.25;0.85
cenario48_min32_mx10_res50_q10_ord2;O2;-5.0;1.35;-7.77;1.59;-0.2;0.85
cenario48_min32_mx10_res50_q10_ord2;O2;-4.0;1.3;-6.18;1.56;-0.07;0.85
cenario48_min32_mx10_res50_q10_ord2;O2;-3.0;1.21;-4.64;1.48;0.2;0.86
cenario48_min32_mx10_res50_q10_ord2;O2;-2.0;1.11;-3.22;1.31;0.6;0.88
cenario48_min32_mx10_res50_q10_ord2;O2;-1.0;1.02;-2.02;1.12;0.9;0.91
cenario48_min32_mx10_res50_q10_ord2;O2;1.0;0.92;-0.08;0.9;0.98;0.93
cenario48_min32_mx10_res50_q10_ord2;O2;2.0;0.89;0.79;0.84;0.9;0.93
cenario48_min32_mx10_res50_q10_ord2;O2;3.0;0.87;1.61;0.8;0.81;0.93
cenario48_min32_mx10_res50_q10_ord2;O2;4.0;0.85;2.4;0.78;0.71;0.94
cenario48_min32_mx10_res50_q10_ord2;O2;5.0;0.83;3.16;0.76;0.62;0.93
cenario48_min32_mx10_res50_q10_ord2;O2;6.0;0.82;3.91;0.74;0.54;0.93
cenario48_min32_mx10_res50_q10_ord2;O2;7.0;0.81;4.64;0.73;0.46;0.93
cenario48_min32_mx10_res50_q10_ord2;O2;8.0;0.8;5.37;0.72;0.39;0.92
cenario48_min32_mx10_res50_q10_ord2;O2;9.0;0.79;6.08;0.71;0.34;0.92
cenario48_min32_mx10_res50_q10_ord2;O2;10.0;0.78;6.79;0.71;0.31;0.92
cenario49_min64_mx4_res30_q5_ord1;O2;-5.0;0.84;-5.2;0.96;0.4;0.94
cenario49_min64_mx4_res30_q5_ord1;O2;-4.5;0.83;-4.72;0.95;0.44;0.95
cenario49_min64_mx4_res30_q5_ord1;O2;-4.0;0.81;-4.25;0.93;0.53;0.95
cenario49_min64_mx4_res30_q5_ord1;O2;-3.5;0.8;-3.79;0.91;0.62;0.95
cenario49_min64_mx4_res30_q5_ord1;O2;-3.0;0.78;-3.34;0.88;0.72;0.96
cenario49_min64_mx4_res30_q5_ord1;O2;-2.5;0.77;-2.91;0.84;0.8;0.96
cenario49_min64_mx4_res30_q5_ord1;O2;-2.0;0.75;-2.5;0.81;0.88;0.97
cenario49_min64_mx4_res30_q5_ord1;O2;-1.5;0.74;-2.1;0.78;0.94;0.97
cenario49_min64_mx4_res30_q5_ord1;O2;-1.0;0.72;-1.72;0.75;0.97;0.98
cenario49_min64_mx4_res30_q5_ord1;O2;-0.5;0.71;-1.35;0.72;0.99;0.98
cenario49_min64_mx4_res30_q5_ord1;O2;0.5;0.69;-0.66;0.68;1.0;0.99
cenario49_min64_mx4_res30_q5_ord1;O2;1.0;0.68;-0.32;0.66;0.98;0.99
cenario49_min64_mx4_res30_q5_ord1;O2;1.5;0.67;0.0;0.64;0.96;0.99
cenario49_min64_mx4_res30_q5_ord1;O2;2.0;0.66;0.32;0.63;0.93;0.99
cenario49_min64_mx4_res30_q5_ord1;O2;2.5;0.65;0.63;0.61;0.9;0.99
cenario49_min64_mx4_res30_q5_ord1;O2;3.0;0.65;0.94;0.6;0.86;0.99
cenario49_min64_mx4_res30_q5_ord1;O2;3.5;0.64;1.23;0.58;0.8;0.99
cenario49_min64_mx4_res30_q5_ord1;O2;4.0;0.63;1.52;0.56;0.74;0.99
cenario49_min64_mx4_res30_q5_ord1;O2;4.5;0.62;1.79;0.55;0.66;0.99
cenario49_min64_mx4_res30_q5_ord1;O2;5.0;0.61;2.06;0.54;0.62;0.98
cenario50_min64_mx4_res30_q5_ord2;O2;-5.0;0.97;-5.83;1.13;0.2;0.91
cenario50_min64_mx4_res30_q5_ord2;O2;-4.5;0.95;-5.27;1.12;0.24;0.92
cenario50_min64_mx4_res30_q5_ord2;O2;-4.0;0.93;-4.71;1.09;0.34;0.92
cenario50_min64_mx4_res30_q5_ord2;O2;-3.5;0.91;-4.17;1.06;0.45;0.92
cenario50_min64_mx4_res30_q5_ord2;O2;-3.0;0.88;-3.65;1.03;0.57;0.93
cenario50_min64_mx4_res30_q5_ord2;O2;-2.5;0.86;-3.15;0.98;0.7;0.94
cenario50_min64_mx4_res30_q5_ord2;O2;-2.0;0.84;-2.67;0.93;0.82;0.94
cenario50_min64_mx4_res30_q5_ord2;O2;-1.5;0.81;-2.22;0.88;0.91;0.95
cenario50_min64_mx4_res30_q5_ord2;O2;-1.0;0.79;-1.79;0.83;0.96;0.96
cenario50_min64_mx4_res30_q5_ord2;O2;-0.5;0.78;-1.39;0.8;0.99;0.96
cenario50_min64_mx4_res30_q5_ord2;O2;0.5;0.75;-0.62;0.74;0.99;0.97
cenario50_min64_mx4_res30_q5_ord2;O2;1.0;0.74;-0.26;0.72;0.98;0.97
cenario50_min64_mx4_res30_q5_ord2;O2;1.5;0.73;0.09;0.7;0.95;0.97
cenario50_min64_mx4_res30_q5_ord2;O2;2.0;0.72;0.44;0.68;0.92;0.97
cenario50_min64_mx4_res30_q5_ord2;O2;2.5;0.71;0.77;0.66;0.89;0.97
cenario50_min64_mx4_res30_q5_ord2;O2;3.0;0.7;1.1;0.65;0.84;0.97
cenario50_min64_mx4_res30_q5_ord2;O2;3.5;0.69;1.42;0.63;0.79;0.97
cenario50_min64_mx4_res30_q5_ord2;O2;4.0;0.68;1.73;0.62;0.74;0.97
cenario50_min64_mx4_res30_q5_ord2;O2;4.5;0.68;2.04;0.6;0.68;0.97
cenario50_min64_mx4_res30_q5_ord2;O2;5.0;0.67;2.34;0.6;0.65;0.97
cenario51_min64_mx4_res30_q10_ord1;O2;-10.0;0.92;-10.2;1.01;0.08;0.93
cenario51_min64_mx4_res30_q10_ord1;O2;-9.0;0.91;-9.19;1.01;0.1;0.93
cenario51_min64_mx4_res30_q10_ord1;O2;-8.0;0.9;-8.18;1.01;0.13;0.94
cenario51_min64_mx4_res30_q10_ord1;O2;-7.0;0.88;-7.18;1.0;0.18;0.94
cenario51_min64_mx4_res30_q10_ord1;O2;-6.0;0.86;-6.18;0.99;0.25;0.94
cenario51_min64_mx4_res30_q10_ord1;O2;-5.0;0.84;-5.2;0.97;0.37;0.94
cenario51_min64_mx4_res30_q10_ord1;O2;-4.0;0.81;-4.25;0.93;0.54;0.95
cenario51_min64_mx4_res30_q10_ord1;O2;-3.0;0.78;-3.34;0.88;0.72;0.96
cenario51_min64_mx4_res30_q10_ord1;O2;-2.0;0.75;-2.5;0.81;0.88;0.97
cenario51_min64_mx4_res30_q10_ord1;O2;-1.0;0.72;-1.72;0.75;0.97;0.98
cenario51_min64_mx4_res30_q10_ord1;O2;1.0;0.68;-0.32;0.66;0.98;0.99
cenario51_min64_mx4_res30_q10_ord1;O2;2.0;0.66;0.32;0.63;0.93;0.99
cenario51_min64_mx4_res30_q10_ord1;O2;3.0;0.65;0.94;0.6;0.85;0.99
cenario51_min64_mx4_res30_q10_ord1;O2;4.0;0.63;1.52;0.56;0.73;0.99
cenario51_min64_mx4_res30_q10_ord1;O2;5.0;0.61;2.06;0.53;0.58;0.98
cenario51_min64_mx4_res30_q10_ord1;O2;6.0;0.6;2.57;0.5;0.42;0.98
cenario51_min64_mx4_res30_q10_ord1;O2;7.0;0.58;3.06;0.48;0.29;0.98
cenario51_min64_mx4_res30_q10_ord1;O2;8.0;0.57;3.53;0.46;0.19;0.97
cenario51_min64_mx4_res30_q10_ord1;O2;9.0;0.55;3.99;0.46;0.12;0.97
cenario51_min64_mx4_res30_q10_ord1;O2;10.0;0.54;4.44;0.45;0.1;0.97
cenario52_min64_mx4_res30_q10_ord2;O2;-10.0;1.06;-11.62;1.17;-0.04;0.91
cenario52_min64_mx4_res30_q10_ord2;O2;-9.0;1.05;-10.46;1.17;-0.03;0.91
cenario52_min64_mx4_res30_q10_ord2;O2;-8.0;1.04;-9.29;1.16;-0.01;0.91
cenario52_min64_mx4_res30_q10_ord2;O2;-7.0;1.02;-8.13;1.16;0.02;0.91
cenario52_min64_mx4_res30_q10_ord2;O2;-6.0;1.0;-6.97;1.15;0.08;0.91
cenario52_min64_mx4_res30_q10_ord2;O2;-5.0;0.97;-5.83;1.13;0.18;0.91
cenario52_min64_mx4_res30_q10_ord2;O2;-4.0;0.93;-4.71;1.09;0.35;0.92
cenario52_min64_mx4_res30_q10_ord2;O2;-3.0;0.88;-3.65;1.02;0.59;0.93
cenario52_min64_mx4_res30_q10_ord2;O2;-2.0;0.84;-2.67;0.93;0.82;0.94
cenario52_min64_mx4_res30_q10_ord2;O2;-1.0;0.79;-1.79;0.84;0.95;0.96
cenario52_min64_mx4_res30_q10_ord2;O2;1.0;0.74;-0.26;0.72;0.98;0.97
cenario52_min64_mx4_res30_q10_ord2;O2;2.0;0.72;0.44;0.68;0.92;0.97
cenario52_min64_mx4_res30_q10_ord2;O2;3.0;0.7;1.1;0.65;0.84;0.97
cenario52_min64_mx4_res30_q10_ord2;O2;4.0;0.68;1.73;0.62;0.74;0.97
cenario52_min64_mx4_res30_q10_ord2;O2;5.0;0.67;2.34;0.59;0.62;0.97
cenario52_min64_mx4_res30_q10_ord2;O2;6.0;0.65;2.92;0.57;0.5;0.96
cenario52_min64_mx4_res30_q10_ord2;O2;7.0;0.64;3.48;0.55;0.39;0.96
cenario52_min64_mx4_res30_q10_ord2;O2;8.0;0.63;4.02;0.54;0.3;0.96
cenario52_min64_mx4_res30_q10_ord2;O2;9.0;0.62;4.56;0.53;0.23;0.95
cenario52_min64_mx4_res30_q10_ord2;O2;10.0;0.61;5.09;0.53;0.2;0.95
cenario53_min64_mx4_res50_q5_ord1;O2;-5.0;0.83;-5.17;0.95;0.42;0.95
cenario53_min64_mx4_res50_q5_ord1;O2;-4.5;0.82;-4.7;0.94;0.46;0.95
cenario53_min64_mx4_res50_q5_ord1;O2;-4.0;0.81;-4.23;0.92;0.55;0.96
cenario53_min64_mx4_res50_q5_ord1;O2;-3.5;0.79;-3.77;0.9;0.63;0.96
cenario53_min64_mx4_res50_q5_ord1;O2;-3.0;0.78;-3.33;0.87;0.72;0.96
cenario53_min64_mx4_res50_q5_ord1;O2;-2.5;0.76;-2.9;0.84;0.81;0.97
cenario53_min64_mx4_res50_q5_ord1;O2;-2.0;0.75;-2.49;0.81;0.88;0.97
cenario53_min64_mx4_res50_q5_ord1;O2;-1.5;0.73;-2.1;0.77;0.94;0.98
cenario53_min64_mx4_res50_q5_ord1;O2;-1.0;0.72;-1.72;0.74;0.97;0.98
cenario53_min64_mx4_res50_q5_ord1;O2;-0.5;0.71;-1.35;0.72;0.99;0.98
cenario53_min64_mx4_res50_q5_ord1;O2;0.5;0.68;-0.66;0.67;1.0;0.99
cenario53_min64_mx4_res50_q5_ord1;O2;1.0;0.67;-0.33;0.66;0.98;0.99
cenario53_min64_mx4_res50_q5_ord1;O2;1.5;0.66;-0.0;0.64;0.96;0.99
cenario53_min64_mx4_res50_q5_ord1;O2;2.0;0.66;0.31;0.62;0.93;0.99
cenario53_min64_mx4_res50_q5_ord1;O2;2.5;0.65;0.62;0.61;0.9;0.99
cenario53_min64_mx4_res50_q5_ord1;O2;3.0;0.64;0.92;0.59;0.85;0.99
cenario53_min64_mx4_res50_q5_ord1;O2;3.5;0.63;1.21;0.57;0.8;0.99
cenario53_min64_mx4_res50_q5_ord1;O2;4.0;0.62;1.49;0.56;0.73;0.99
cenario53_min64_mx4_res50_q5_ord1;O2;4.5;0.61;1.77;0.54;0.66;0.99
cenario53_min64_mx4_res50_q5_ord1;O2;5.0;0.61;2.03;0.53;0.62;0.99
cenario54_min64_mx4_res50_q5_ord2;O2;-5.0;0.95;-5.73;1.1;0.24;0.92
cenario54_min64_mx4_res50_q5_ord2;O2;-4.5;0.93;-5.18;1.09;0.28;0.92
cenario54_min64_mx4_res50_q5_ord2;O2;-4.0;0.91;-4.64;1.07;0.38;0.92
cenario54_min64_mx4_res50_q5_ord2;O2;-3.5;0.89;-4.11;1.04;0.49;0.93
cenario54_min64_mx4_res50_q5_ord2;O2;-3.0;0.87;-3.61;1.0;0.61;0.93
cenario54_min64_mx4_res50_q5_ord2;O2;-2.5;0.85;-3.12;0.95;0.73;0.94
cenario54_min64_mx4_res50_q5_ord2;O2;-2.0;0.83;-2.65;0.91;0.84;0.95
cenario54_min64_mx4_res50_q5_ord2;O2;-1.5;0.81;-2.21;0.86;0.91;0.95
cenario54_min64_mx4_res50_q5_ord2;O2;-1.0;0.79;-1.79;0.82;0.97;0.96
cenario54_min64_mx4_res50_q5_ord2;O2;-0.5;0.77;-1.39;0.79;0.99;0.96
cenario54_min64_mx4_res50_q5_ord2;O2;0.5;0.75;-0.63;0.74;0.99;0.97
cenario54_min64_mx4_res50_q5_ord2;O2;1.0;0.74;-0.26;0.72;0.98;0.97
cenario54_min64_mx4_res50_q5_ord2;O2;1.5;0.73;0.09;0.7;0.96;0.97
cenario54_min64_mx4_res50_q5_ord2;O2;2.0;0.72;0.44;0.68;0.93;0.97
cenario54_min64_mx4_res50_q5_ord2;O2;2.5;0.71;0.77;0.67;0.9;0.97
cenario54_min64_mx4_res50_q5_ord2;O2;3.0;0.7;1.1;0.65;0.86;0.97
cenario54_min64_mx4_res50_q5_ord2;O2;3.5;0.69;1.43;0.64;0.82;0.97
cenario54_min64_mx4_res50_q5_ord2;O2;4.0;0.69;1.75;0.63;0.77;0.97
cenario54_min64_mx4_res50_q5_ord2;O2;4.5;0.68;2.06;0.62;0.72;0.97
cenario54_min64_mx4_res50_q5_ord2;O2;5.0;0.67;2.36;0.61;0.7;0.97
cenario55_min64_mx4_res50_q10_ord1;O2;-10.0;0.91;-10.13;1.01;0.06;0.94
cenario55_min64_mx4_res50_q10_ord1;O2;-9.0;0.9;-9.12;1.0;0.08;0.94
cenario55_min64_mx4_res50_q10_ord1;O2;-8.0;0.89;-8.12;1.0;0.13;0.94
cenario55_min64_mx4_res50_q10_ord1;O2;-7.0;0.87;-7.12;0.99;0.19;0.95
cenario55_min64_mx4_res50_q10_ord1;O2;-6.0;0.86;-6.14;0.98;0.28;0.95
cenario55_min64_mx4_res50_q10_ord1;O2;-5.0;0.83;-5.17;0.95;0.4;0.95
cenario55_min64_mx4_res50_q10_ord1;O2;-4.0;0.81;-4.23;0.92;0.55;0.96
cenario55_min64_mx4_res50_q10_ord1;O2;-3.0;0.78;-3.33;0.87;0.73;0.96
cenario55_min64_mx4_res50_q10_ord1;O2;-2.0;0.75;-2.49;0.81;0.88;0.97
cenario55_min64_mx4_res50_q10_ord1;O2;-1.0;0.72;-1.72;0.75;0.97;0.98
cenario55_min64_mx4_res50_q10_ord1;O2;1.0;0.67;-0.33;0.66;0.98;0.99
cenario55_min64_mx4_res50_q10_ord1;O2;2.0;0.66;0.31;0.62;0.93;0.99
cenario55_min64_mx4_res50_q10_ord1;O2;3.0;0.64;0.92;0.59;0.85;0.99
cenario55_min64_mx4_res50_q10_ord1;O2;4.0;0.62;1.49;0.56;0.73;0.99
cenario55_min64_mx4_res50_q10_ord1;O2;5.0;0.61;2.03;0.52;0.58;0.99
cenario55_min64_mx4_res50_q10_ord1;O2;6.0;0.59;2.54;0.49;0.41;0.98
cenario55_min64_mx4_res50_q10_ord1;O2;7.0;0.57;3.02;0.47;0.26;0.98
cenario55_min64_mx4_res50_q10_ord1;O2;8.0;0.56;3.47;0.45;0.14;0.98
cenario55_min64_mx4_res50_q10_ord1;O2;9.0;0.55;3.92;0.44;0.06;0.98
cenario55_min64_mx4_res50_q10_ord1;O2;10.0;0.54;4.36;0.44;0.03;0.97
cenario56_min64_mx4_res50_q10_ord2;O2;-10.0;1.04;-11.4;1.15;-0.05;0.91
cenario56_min64_mx4_res50_q10_ord2;O2;-9.0;1.03;-10.26;1.14;-0.04;0.91
cenario56_min64_mx4_res50_q10_ord2;O2;-8.0;1.01;-9.12;1.14;-0.01;0.91
cenario56_min64_mx4_res50_q10_ord2;O2;-7.0;1.0;-7.98;1.14;0.03;0.91
cenario56_min64_mx4_res50_q10_ord2;O2;-6.0;0.97;-6.85;1.12;0.1;0.91
cenario56_min64_mx4_res50_q10_ord2;O2;-5.0;0.95;-5.73;1.1;0.22;0.92
cenario56_min64_mx4_res50_q10_ord2;O2;-4.0;0.91;-4.64;1.06;0.39;0.92
cenario56_min64_mx4_res50_q10_ord2;O2;-3.0;0.87;-3.61;0.99;0.62;0.93
cenario56_min64_mx4_res50_q10_ord2;O2;-2.0;0.83;-2.65;0.91;0.83;0.95
cenario56_min64_mx4_res50_q10_ord2;O2;-1.0;0.79;-1.79;0.83;0.96;0.96
cenario56_min64_mx4_res50_q10_ord2;O2;1.0;0.74;-0.26;0.72;0.98;0.97
cenario56_min64_mx4_res50_q10_ord2;O2;2.0;0.72;0.44;0.68;0.93;0.97
cenario56_min64_mx4_res50_q10_ord2;O2;3.0;0.7;1.1;0.66;0.86;0.97
cenario56_min64_mx4_res50_q10_ord2;O2;4.0;0.69;1.75;0.63;0.77;0.97
cenario56_min64_mx4_res50_q10_ord2;O2;5.0;0.67;2.36;0.61;0.67;0.97
cenario56_min64_mx4_res50_q10_ord2;O2;6.0;0.66;2.96;0.59;0.57;0.97
cenario56_min64_mx4_res50_q10_ord2;O2;7.0;0.65;3.54;0.57;0.47;0.96
cenario56_min64_mx4_res50_q10_ord2;O2;8.0;0.64;4.1;0.56;0.39;0.96
cenario56_min64_mx4_res50_q10_ord2;O2;9.0;0.63;4.66;0.55;0.32;0.95
cenario56_min64_mx4_res50_q10_ord2;O2;10.0;0.62;5.21;0.55;0.3;0.95
cenario57_min64_mx8_res30_q5_ord1;O2;-5.0;0.9;-5.48;1.03;0.33;0.94
cenario57_min64_mx8_res30_q5_ord1;O2;-4.5;0.88;-4.96;1.02;0.37;0.94
cenario57_min64_mx8_res30_q5_ord1;O2;-4.0;0.86;-4.46;1.0;0.45;0.95
cenario57_min64_mx8_res30_q5_ord1;O2;-3.5;0.85;-3.96;0.98;0.55;0.95
cenario57_min64_mx8_res30_q5_ord1;O2;-3.0;0.83;-3.48;0.94;0.65;0.96
cenario57_min64_mx8_res30_q5_ord1;O2;-2.5;0.81;-3.02;0.91;0.75;0.96
cenario57_min64_mx8_res30_q5_ord1;O2;-2.0;0.79;-2.58;0.87;0.84;0.97
cenario57_min64_mx8_res30_q5_ord1;O2;-1.5;0.77;-2.15;0.82;0.92;0.97
cenario57_min64_mx8_res30_q5_ord1;O2;-1.0;0.75;-1.75;0.79;0.97;0.98
cenario57_min64_mx8_res30_q5_ord1;O2;-0.5;0.74;-1.37;0.75;0.99;0.98
cenario57_min64_mx8_res30_q5_ord1;O2;0.5;0.71;-0.65;0.7;0.99;0.98
cenario57_min64_mx8_res30_q5_ord1;O2;1.0;0.7;-0.3;0.68;0.98;0.99
cenario57_min64_mx8_res30_q5_ord1;O2;1.5;0.69;0.03;0.66;0.96;0.99
cenario57_min64_mx8_res30_q5_ord1;O2;2.0;0.68;0.36;0.64;0.93;0.99
cenario57_min64_mx8_res30_q5_ord1;O2;2.5;0.67;0.67;0.63;0.89;0.99
cenario57_min64_mx8_res30_q5_ord1;O2;3.0;0.66;0.98;0.61;0.85;0.99
cenario57_min64_mx8_res30_q5_ord1;O2;3.5;0.65;1.29;0.6;0.81;0.99
cenario57_min64_mx8_res30_q5_ord1;O2;4.0;0.65;1.58;0.58;0.75;0.99
cenario57_min64_mx8_res30_q5_ord1;O2;4.5;0.64;1.87;0.57;0.7;0.98
cenario57_min64_mx8_res30_q5_ord1;O2;5.0;0.63;2.15;0.56;0.66;0.98
cenario58_min64_mx8_res30_q5_ord2;O2;-5.0;1.04;-6.19;1.22;0.09;0.89
cenario58_min64_mx8_res30_q5_ord2;O2;-4.5;1.02;-5.58;1.21;0.13;0.89
cenario58_min64_mx8_res30_q5_ord2;O2;-4.0;0.99;-4.98;1.19;0.21;0.9
cenario58_min64_mx8_res30_q5_ord2;O2;-3.5;0.97;-4.39;1.16;0.32;0.9
cenario58_min64_mx8_res30_q5_ord2;O2;-3.0;0.94;-3.82;1.12;0.45;0.91
cenario58_min64_mx8_res30_q5_ord2;O2;-2.5;0.91;-3.27;1.06;0.62;0.92
cenario58_min64_mx8_res30_q5_ord2;O2;-2.0;0.88;-2.76;0.99;0.77;0.93
cenario58_min64_mx8_res30_q5_ord2;O2;-1.5;0.85;-2.28;0.93;0.89;0.94
cenario58_min64_mx8_res30_q5_ord2;O2;-1.0;0.83;-1.83;0.87;0.96;0.95
cenario58_min64_mx8_res30_q5_ord2;O2;-0.5;0.81;-1.41;0.83;0.99;0.96
cenario58_min64_mx8_res30_q5_ord2;O2;0.5;0.78;-0.61;0.77;0.99;0.96
cenario58_min64_mx8_res30_q5_ord2;O2;1.0;0.77;-0.23;0.75;0.98;0.96
cenario58_min64_mx8_res30_q5_ord2;O2;1.5;0.76;0.14;0.73;0.95;0.97
cenario58_min64_mx8_res30_q5_ord2;O2;2.0;0.75;0.5;0.71;0.93;0.97
cenario58_min64_mx8_res30_q5_ord2;O2;2.5;0.74;0.85;0.7;0.89;0.97
cenario58_min64_mx8_res30_q5_ord2;O2;3.0;0.73;1.2;0.68;0.86;0.97
cenario58_min64_mx8_res30_q5_ord2;O2;3.5;0.72;1.53;0.67;0.81;0.97
cenario58_min64_mx8_res30_q5_ord2;O2;4.0;0.72;1.87;0.66;0.77;0.97
cenario58_min64_mx8_res30_q5_ord2;O2;4.5;0.71;2.19;0.65;0.71;0.97
cenario58_min64_mx8_res30_q5_ord2;O2;5.0;0.7;2.51;0.64;0.69;0.97
cenario59_min64_mx8_res30_q10_ord1;O2;-10.0;0.98;-10.82;1.08;0.02;0.94
cenario59_min64_mx8_res30_q10_ord1;O2;-9.0;0.97;-9.74;1.08;0.04;0.94
cenario59_min64_mx8_res30_q10_ord1;O2;-8.0;0.96;-8.66;1.07;0.07;0.94
cenario59_min64_mx8_res30_q10_ord1;O2;-7.0;0.94;-7.59;1.07;0.12;0.94
cenario59_min64_mx8_res30_q10_ord1;O2;-6.0;0.92;-6.53;1.06;0.19;0.94
cenario59_min64_mx8_res30_q10_ord1;O2;-5.0;0.9;-5.48;1.03;0.31;0.94
cenario59_min64_mx8_res30_q10_ord1;O2;-4.0;0.86;-4.46;1.0;0.46;0.95
cenario59_min64_mx8_res30_q10_ord1;O2;-3.0;0.83;-3.48;0.94;0.66;0.96
