Cenário;Canal;q;h(q);tau(q);alpha;f(alpha);R2
cenario59_min64_mx8_res30_q10_ord1;T4;-9.0;0.99;-9.94;1.11;-0.08;0.94
cenario59_min64_mx8_res30_q10_ord1;T4;-8.0;0.98;-8.82;1.11;-0.05;0.94
cenario59_min64_mx8_res30_q10_ord1;T4;-7.0;0.96;-7.72;1.1;0.01;0.94
cenario59_min64_mx8_res30_q10_ord1;T4;-6.0;0.94;-6.62;1.09;0.1;0.94
cenario59_min64_mx8_res30_q10_ord1;T4;-5.0;0.91;-5.54;1.06;0.23;0.95
cenario59_min64_mx8_res30_q10_ord1;T4;-4.0;0.87;-4.5;1.02;0.42;0.95
cenario59_min64_mx8_res30_q10_ord1;T4;-3.0;0.84;-3.51;0.95;0.65;0.96
cenario59_min64_mx8_res30_q10_ord1;T4;-2.0;0.8;-2.59;0.87;0.85;0.97
cenario59_min64_mx8_res30_q10_ord1;T4;-1.0;0.77;-1.77;0.8;0.96;0.98
cenario59_min64_mx8_res30_q10_ord1;T4;1.0;0.74;-0.26;0.72;0.98;0.99
cenario59_min64_mx8_res30_q10_ord1;T4;2.0;0.72;0.43;0.63;0.83;0.99
cenario59_min64_mx8_res30_q10_ord1;T4;3.0;0.67;1.0;0.5;0.48;0.98
cenario59_min64_mx8_res30_q10_ord1;T4;4.0;0.61;1.42;0.4;0.16;0.98
cenario59_min64_mx8_res30_q10_ord1;T4;5.0;0.56;1.8;0.37;0.05;0.97
cenario59_min64_mx8_res30_q10_ord1;T4;6.0;0.53;2.17;0.37;0.05;0.96
cenario59_min64_mx8_res30_q10_ord1;T4;7.0;0.5;2.53;0.37;0.06;0.96
cenario59_min64_mx8_res30_q10_ord1;T4;8.0;0.49;2.91;0.37;0.06;0.95
cenario59_min64_mx8_res30_q10_ord1;T4;9.0;0.48;3.28;0.37;0.07;0.95
cenario59_min64_mx8_res30_q10_ord1;T4;10.0;0.46;3.65;0.37;0.07;0.95
cenario60_min64_mx8_res30_q10_ord2;T4;-10.0;1.09;-11.87;1.2;-0.14;0.92
cenario60_min64_mx8_res30_q10_ord2;T4;-9.0;1.07;-10.66;1.2;-0.13;0.92
cenario60_min64_mx8_res30_q10_ord2;T4;-8.0;1.06;-9.47;1.19;-0.09;0.92
cenario60_min64_mx8_res30_q10_ord2;T4;-7.0;1.04;-8.27;1.19;-0.03;0.92
cenario60_min64_mx8_res30_q10_ord2;T4;-6.0;1.02;-7.09;1.17;0.07;0.92
cenario60_min64_mx8_res30_q10_ord2;T4;-5.0;0.99;-5.93;1.14;0.22;0.92
cenario60_min64_mx8_res30_q10_ord2;T4;-4.0;0.95;-4.81;1.1;0.41;0.93
cenario60_min64_mx8_res30_q10_ord2;T4;-3.0;0.91;-3.73;1.03;0.63;0.94
cenario60_min64_mx8_res30_q10_ord2;T4;-2.0;0.87;-2.74;0.95;0.84;0.95
cenario60_min64_mx8_res30_q10_ord2;T4;-1.0;0.83;-1.83;0.87;0.96;0.96
cenario60_min64_mx8_res30_q10_ord2;T4;1.0;0.79;-0.21;0.76;0.97;0.97
cenario60_min64_mx8_res30_q10_ord2;T4;2.0;0.76;0.52;0.67;0.81;0.97
cenario60_min64_mx8_res30_q10_ord2;T4;3.0;0.71;1.12;0.52;0.44;0.96
cenario60_min64_mx8_res30_q10_ord2;T4;4.0;0.64;1.56;0.42;0.1;0.93
cenario60_min64_mx8_res30_q10_ord2;T4;5.0;0.59;1.95;0.38;-0.03;0.91
cenario60_min64_mx8_res30_q10_ord2;T4;6.0;0.56;2.33;0.38;-0.03;0.9
cenario60_min64_mx8_res30_q10_ord2;T4;7.0;0.53;2.72;0.39;-0.0;0.89
cenario60_min64_mx8_res30_q10_ord2;T4;8.0;0.51;3.11;0.39;0.02;0.88
cenario60_min64_mx8_res30_q10_ord2;T4;9.0;0.5;3.5;0.39;0.04;0.87
cenario60_min64_mx8_res30_q10_ord2;T4;10.0;0.49;3.89;0.39;0.04;0.87
cenario61_min64_mx8_res50_q5_ord1;T4;-5.0;0.9;-5.52;1.06;0.24;0.95
cenario61_min64_mx8_res50_q5_ord1;T4;-4.5;0.89;-4.99;1.04;0.29;0.95
cenario61_min64_mx8_res50_q5_ord1;T4;-4.0;0.87;-4.47;1.02;0.4;0.95
cenario61_min64_mx8_res50_q5_ord1;T4;-3.5;0.85;-3.97;0.99;0.52;0.96
cenario61_min64_mx8_res50_q5_ord1;T4;-3.0;0.83;-3.49;0.95;0.64;0.96
cenario61_min64_mx8_res50_q5_ord1;T4;-2.5;0.81;-3.02;0.9;0.76;0.97
cenario61_min64_mx8_res50_q5_ord1;T4;-2.0;0.79;-2.58;0.86;0.86;0.97
cenario61_min64_mx8_res50_q5_ord1;T4;-1.5;0.77;-2.16;0.82;0.93;0.98
cenario61_min64_mx8_res50_q5_ord1;T4;-1.0;0.76;-1.76;0.79;0.97;0.98
cenario61_min64_mx8_res50_q5_ord1;T4;-0.5;0.75;-1.38;0.76;0.99;0.99
cenario61_min64_mx8_res50_q5_ord1;T4;0.5;0.74;-0.63;0.73;1.0;0.99
cenario61_min64_mx8_res50_q5_ord1;T4;1.0;0.73;-0.27;0.72;0.99;0.99
cenario61_min64_mx8_res50_q5_ord1;T4;1.5;0.72;0.08;0.69;0.95;0.99
cenario61_min64_mx8_res50_q5_ord1;T4;2.0;0.71;0.42;0.64;0.86;0.99
cenario61_min64_mx8_res50_q5_ord1;T4;2.5;0.69;0.73;0.56;0.68;0.99
cenario61_min64_mx8_res50_q5_ord1;T4;3.0;0.66;0.98;0.48;0.45;0.98
cenario61_min64_mx8_res50_q5_ord1;T4;3.5;0.63;1.2;0.41;0.24;0.98
cenario61_min64_mx8_res50_q5_ord1;T4;4.0;0.6;1.4;0.38;0.12;0.98
cenario61_min64_mx8_res50_q5_ord1;T4;4.5;0.57;1.58;0.37;0.07;0.97
cenario61_min64_mx8_res50_q5_ord1;T4;5.0;0.55;1.76;0.36;0.05;0.97
cenario62_min64_mx8_res50_q5_ord2;T4;-5.0;0.99;-5.93;1.14;0.23;0.92
cenario62_min64_mx8_res50_q5_ord2;T4;-4.5;0.97;-5.36;1.13;0.28;0.93
cenario62_min64_mx8_res50_q5_ord2;T4;-4.0;0.95;-4.8;1.1;0.38;0.93
cenario62_min64_mx8_res50_q5_ord2;T4;-3.5;0.93;-4.26;1.07;0.5;0.93
cenario62_min64_mx8_res50_q5_ord2;T4;-3.0;0.91;-3.73;1.04;0.62;0.94
cenario62_min64_mx8_res50_q5_ord2;T4;-2.5;0.89;-3.22;0.99;0.73;0.95
cenario62_min64_mx8_res50_q5_ord2;T4;-2.0;0.87;-2.73;0.95;0.84;0.95
cenario62_min64_mx8_res50_q5_ord2;T4;-1.5;0.85;-2.27;0.9;0.92;0.96
cenario62_min64_mx8_res50_q5_ord2;T4;-1.0;0.83;-1.83;0.86;0.97;0.97
cenario62_min64_mx8_res50_q5_ord2;T4;-0.5;0.82;-1.41;0.83;0.99;0.97
cenario62_min64_mx8_res50_q5_ord2;T4;0.5;0.8;-0.6;0.79;1.0;0.98
cenario62_min64_mx8_res50_q5_ord2;T4;1.0;0.79;-0.21;0.76;0.98;0.98
cenario62_min64_mx8_res50_q5_ord2;T4;1.5;0.77;0.16;0.73;0.94;0.98
cenario62_min64_mx8_res50_q5_ord2;T4;2.0;0.76;0.52;0.68;0.83;0.97
cenario62_min64_mx8_res50_q5_ord2;T4;2.5;0.73;0.84;0.59;0.64;0.97
cenario62_min64_mx8_res50_q5_ord2;T4;3.0;0.7;1.11;0.5;0.39;0.96
cenario62_min64_mx8_res50_q5_ord2;T4;3.5;0.67;1.34;0.42;0.15;0.95
cenario62_min64_mx8_res50_q5_ord2;T4;4.0;0.63;1.53;0.38;-0.01;0.94
cenario62_min64_mx8_res50_q5_ord2;T4;4.5;0.6;1.72;0.36;-0.09;0.93
cenario62_min64_mx8_res50_q5_ord2;T4;5.0;0.58;1.89;0.36;-0.11;0.92
cenario63_min64_mx8_res50_q10_ord1;T4;-10.0;1.0;-11.03;1.12;-0.13;0.94
cenario63_min64_mx8_res50_q10_ord1;T4;-9.0;0.99;-9.92;1.11;-0.11;0.94
cenario63_min64_mx8_res50_q10_ord1;T4;-8.0;0.98;-8.8;1.11;-0.08;0.94
cenario63_min64_mx8_res50_q10_ord1;T4;-7.0;0.96;-7.7;1.1;-0.02;0.94
cenario63_min64_mx8_res50_q10_ord1;T4;-6.0;0.93;-6.6;1.09;0.07;0.94
cenario63_min64_mx8_res50_q10_ord1;T4;-5.0;0.9;-5.52;1.06;0.21;0.95
cenario63_min64_mx8_res50_q10_ord1;T4;-4.0;0.87;-4.47;1.02;0.41;0.95
cenario63_min64_mx8_res50_q10_ord1;T4;-3.0;0.83;-3.49;0.95;0.65;0.96
cenario63_min64_mx8_res50_q10_ord1;T4;-2.0;0.79;-2.58;0.86;0.86;0.97
cenario63_min64_mx8_res50_q10_ord1;T4;-1.0;0.76;-1.76;0.8;0.97;0.98
cenario63_min64_mx8_res50_q10_ord1;T4;1.0;0.73;-0.27;0.71;0.98;0.99
cenario63_min64_mx8_res50_q10_ord1;T4;2.0;0.71;0.42;0.63;0.83;0.99
cenario63_min64_mx8_res50_q10_ord1;T4;3.0;0.66;0.98;0.49;0.48;0.98
cenario63_min64_mx8_res50_q10_ord1;T4;4.0;0.6;1.4;0.39;0.16;0.98
cenario63_min64_mx8_res50_q10_ord1;T4;5.0;0.55;1.76;0.36;0.06;0.97
cenario63_min64_mx8_res50_q10_ord1;T4;6.0;0.52;2.13;0.36;0.06;0.96
cenario63_min64_mx8_res50_q10_ord1;T4;7.0;0.5;2.49;0.37;0.07;0.96
cenario63_min64_mx8_res50_q10_ord1;T4;8.0;0.48;2.86;0.37;0.08;0.95
cenario63_min64_mx8_res50_q10_ord1;T4;9.0;0.47;3.23;0.37;0.08;0.95
cenario63_min64_mx8_res50_q10_ord1;T4;10.0;0.46;3.59;0.37;0.08;0.95
cenario64_min64_mx8_res50_q10_ord2;T4;-10.0;1.09;-11.89;1.21;-0.19;0.92
cenario64_min64_mx8_res50_q10_ord2;T4;-9.0;1.08;-10.68;1.21;-0.17;0.92
cenario64_min64_mx8_res50_q10_ord2;T4;-8.0;1.06;-9.48;1.2;-0.13;0.92
cenario64_min64_mx8_res50_q10_ord2;T4;-7.0;1.04;-8.28;1.19;-0.05;0.92
cenario64_min64_mx8_res50_q10_ord2;T4;-6.0;1.02;-7.1;1.17;0.05;0.92
cenario64_min64_mx8_res50_q10_ord2;T4;-5.0;0.99;-5.93;1.15;0.2;0.92
cenario64_min64_mx8_res50_q10_ord2;T4;-4.0;0.95;-4.8;1.1;0.4;0.93
cenario64_min64_mx8_res50_q10_ord2;T4;-3.0;0.91;-3.73;1.03;0.63;0.94
cenario64_min64_mx8_res50_q10_ord2;T4;-2.0;0.87;-2.73;0.95;0.84;0.95
cenario64_min64_mx8_res50_q10_ord2;T4;-1.0;0.83;-1.83;0.87;0.96;0.97
cenario64_min64_mx8_res50_q10_ord2;T4;1.0;0.79;-0.21;0.76;0.97;0.98
cenario64_min64_mx8_res50_q10_ord2;T4;2.0;0.76;0.52;0.66;0.81;0.97
cenario64_min64_mx8_res50_q10_ord2;T4;3.0;0.7;1.11;0.51;0.42;0.96
cenario64_min64_mx8_res50_q10_ord2;T4;4.0;0.63;1.53;0.39;0.04;0.94
cenario64_min64_mx8_res50_q10_ord2;T4;5.0;0.58;1.89;0.36;-0.1;0.92
cenario64_min64_mx8_res50_q10_ord2;T4;6.0;0.54;2.25;0.36;-0.1;0.91
cenario64_min64_mx8_res50_q10_ord2;T4;7.0;0.52;2.61;0.36;-0.08;0.9
cenario64_min64_mx8_res50_q10_ord2;T4;8.0;0.5;2.97;0.37;-0.05;0.89
cenario64_min64_mx8_res50_q10_ord2;T4;9.0;0.48;3.34;0.37;-0.04;0.89
cenario64_min64_mx8_res50_q10_ord2;T4;10.0;0.47;3.71;0.37;-0.03;0.88
cenario65_min64_mx10_res30_q5_ord1;T4;-5.0;0.92;-5.58;1.06;0.28;0.95
cenario65_min64_mx10_res30_q5_ord1;T4;-4.5;0.9;-5.05;1.05;0.33;0.95
cenario65_min64_mx10_res30_q5_ord1;T4;-4.0;0.88;-4.53;1.03;0.42;0.95
cenario65_min64_mx10_res30_q5_ord1;T4;-3.5;0.86;-4.03;1.0;0.53;0.96
cenario65_min64_mx10_res30_q5_ord1;T4;-3.0;0.84;-3.53;0.96;0.64;0.96
cenario65_min64_mx10_res30_q5_ord1;T4;-2.5;0.82;-3.06;0.92;0.75;0.97
cenario65_min64_mx10_res30_q5_ord1;T4;-2.0;0.81;-2.61;0.88;0.85;0.97
cenario65_min64_mx10_res30_q5_ord1;T4;-1.5;0.79;-2.18;0.84;0.93;0.98
cenario65_min64_mx10_res30_q5_ord1;T4;-1.0;0.77;-1.77;0.8;0.97;0.98
cenario65_min64_mx10_res30_q5_ord1;T4;-0.5;0.76;-1.38;0.77;0.99;0.99
cenario65_min64_mx10_res30_q5_ord1;T4;0.5;0.75;-0.63;0.74;1.0;0.99
cenario65_min64_mx10_res30_q5_ord1;T4;1.0;0.74;-0.26;0.73;0.99;0.99
cenario65_min64_mx10_res30_q5_ord1;T4;1.5;0.73;0.1;0.7;0.95;0.99
cenario65_min64_mx10_res30_q5_ord1;T4;2.0;0.72;0.44;0.65;0.86;0.99
cenario65_min64_mx10_res30_q5_ord1;T4;2.5;0.7;0.75;0.57;0.68;0.99
cenario65_min64_mx10_res30_q5_ord1;T4;3.0;0.67;1.02;0.49;0.44;0.98
cenario65_min64_mx10_res30_q5_ord1;T4;3.5;0.64;1.24;0.42;0.23;0.98
cenario65_min64_mx10_res30_q5_ord1;T4;4.0;0.61;1.44;0.39;0.11;0.97
cenario65_min64_mx10_res30_q5_ord1;T4;4.5;0.58;1.63;0.37;0.05;0.97
cenario65_min64_mx10_res30_q5_ord1;T4;5.0;0.56;1.81;0.37;0.04;0.97
cenario66_min64_mx10_res30_q5_ord2;T4;-5.0;1.01;-6.05;1.16;0.25;0.92
cenario66_min64_mx10_res30_q5_ord2;T4;-4.5;0.99;-5.47;1.15;0.3;0.93
cenario66_min64_mx10_res30_q5_ord2;T4;-4.0;0.98;-4.9;1.13;0.4;0.93
cenario66_min64_mx10_res30_q5_ord2;T4;-3.5;0.96;-4.35;1.1;0.5;0.93
cenario66_min64_mx10_res30_q5_ord2;T4;-3.0;0.94;-3.81;1.06;0.61;0.94
cenario66_min64_mx10_res30_q5_ord2;T4;-2.5;0.91;-3.28;1.02;0.73;0.95
cenario66_min64_mx10_res30_q5_ord2;T4;-2.0;0.89;-2.78;0.98;0.83;0.95
cenario66_min64_mx10_res30_q5_ord2;T4;-1.5;0.87;-2.31;0.93;0.91;0.96
cenario66_min64_mx10_res30_q5_ord2;T4;-1.0;0.85;-1.85;0.89;0.97;0.97
cenario66_min64_mx10_res30_q5_ord2;T4;-0.5;0.84;-1.42;0.85;0.99;0.97
cenario66_min64_mx10_res30_q5_ord2;T4;0.5;0.81;-0.59;0.8;1.0;0.97
cenario66_min64_mx10_res30_q5_ord2;T4;1.0;0.8;-0.2;0.78;0.98;0.98
cenario66_min64_mx10_res30_q5_ord2;T4;1.5;0.79;0.19;0.75;0.94;0.98
cenario66_min64_mx10_res30_q5_ord2;T4;2.0;0.78;0.55;0.7;0.85;0.97
cenario66_min64_mx10_res30_q5_ord2;T4;2.5;0.76;0.89;0.63;0.69;0.97
cenario66_min64_mx10_res30_q5_ord2;T4;3.0;0.73;1.19;0.55;0.47;0.96
cenario66_min64_mx10_res30_q5_ord2;T4;3.5;0.7;1.44;0.48;0.25;0.95
cenario66_min64_mx10_res30_q5_ord2;T4;4.0;0.67;1.67;0.44;0.1;0.94
cenario66_min64_mx10_res30_q5_ord2;T4;4.5;0.64;1.88;0.42;0.02;0.93
cenario66_min64_mx10_res30_q5_ord2;T4;5.0;0.62;2.09;0.42;-0.01;0.92
cenario67_min64_mx10_res30_q10_ord1;T4;-10.0;1.01;-11.12;1.12;-0.1;0.94
cenario67_min64_mx10_res30_q10_ord1;T4;-9.0;1.0;-10.0;1.12;-0.08;0.94
cenario67_min64_mx10_res30_q10_ord1;T4;-8.0;0.99;-8.88;1.12;-0.05;0.94
cenario67_min64_mx10_res30_q10_ord1;T4;-7.0;0.97;-7.77;1.11;0.01;0.94
cenario67_min64_mx10_res30_q10_ord1;T4;-6.0;0.94;-6.67;1.09;0.11;0.95
cenario67_min64_mx10_res30_q10_ord1;T4;-5.0;0.92;-5.58;1.07;0.25;0.95
cenario67_min64_mx10_res30_q10_ord1;T4;-4.0;0.88;-4.53;1.02;0.43;0.95
cenario67_min64_mx10_res30_q10_ord1;T4;-3.0;0.84;-3.53;0.96;0.65;0.96
cenario67_min64_mx10_res30_q10_ord1;T4;-2.0;0.81;-2.61;0.88;0.85;0.97
cenario67_min64_mx10_res30_q10_ord1;T4;-1.0;0.77;-1.77;0.81;0.96;0.98
cenario67_min64_mx10_res30_q10_ord1;T4;1.0;0.74;-0.26;0.72;0.98;0.99
cenario67_min64_mx10_res30_q10_ord1;T4;2.0;0.72;0.44;0.64;0.83;0.99
cenario67_min64_mx10_res30_q10_ord1;T4;3.0;0.67;1.02;0.5;0.47;0.98
cenario67_min64_mx10_res30_q10_ord1;T4;4.0;0.61;1.44;0.4;0.15;0.97
cenario67_min64_mx10_res30_q10_ord1;T4;5.0;0.56;1.81;0.37;0.05;0.97
cenario67_min64_mx10_res30_q10_ord1;T4;6.0;0.53;2.18;0.37;0.05;0.96
cenario67_min64_mx10_res30_q10_ord1;T4;7.0;0.51;2.55;0.37;0.06;0.96
cenario67_min64_mx10_res30_q10_ord1;T4;8.0;0.49;2.93;0.37;0.07;0.96
cenario67_min64_mx10_res30_q10_ord1;T4;9.0;0.48;3.3;0.37;0.07;0.95
cenario67_min64_mx10_res30_q10_ord1;T4;10.0;0.47;3.68;0.37;0.07;0.95
cenario68_min64_mx10_res30_q10_ord2;T4;-10.0;1.11;-12.1;1.22;-0.15;0.92
cenario68_min64_mx10_res30_q10_ord2;T4;-9.0;1.1;-10.88;1.22;-0.13;0.92
cenario68_min64_mx10_res30_q10_ord2;T4;-8.0;1.08;-9.65;1.22;-0.09;0.92
cenario68_min64_mx10_res30_q10_ord2;T4;-7.0;1.06;-8.44;1.21;-0.02;0.92
cenario68_min64_mx10_res30_q10_ord2;T4;-6.0;1.04;-7.24;1.19;0.08;0.92
cenario68_min64_mx10_res30_q10_ord2;T4;-5.0;1.01;-6.05;1.17;0.22;0.92
cenario68_min64_mx10_res30_q10_ord2;T4;-4.0;0.98;-4.9;1.12;0.41;0.93
cenario68_min64_mx10_res30_q10_ord2;T4;-3.0;0.94;-3.81;1.06;0.62;0.94
cenario68_min64_mx10_res30_q10_ord2;T4;-2.0;0.89;-2.78;0.98;0.83;0.95
cenario68_min64_mx10_res30_q10_ord2;T4;-1.0;0.85;-1.85;0.9;0.96;0.97
cenario68_min64_mx10_res30_q10_ord2;T4;1.0;0.8;-0.2;0.78;0.97;0.98
cenario68_min64_mx10_res30_q10_ord2;T4;2.0;0.78;0.55;0.69;0.83;0.97
cenario68_min64_mx10_res30_q10_ord2;T4;3.0;0.73;1.19;0.56;0.49;0.96
cenario68_min64_mx10_res30_q10_ord2;T4;4.0;0.67;1.67;0.45;0.14;0.94
cenario68_min64_mx10_res30_q10_ord2;T4;5.0;0.62;2.09;0.42;-0.0;0.92
cenario68_min64_mx10_res30_q10_ord2;T4;6.0;0.58;2.51;0.42;-0.01;0.91
cenario68_min64_mx10_res30_q10_ord2;T4;7.0;0.56;2.92;0.42;0.01;0.9
cenario68_min64_mx10_res30_q10_ord2;T4;8.0;0.54;3.34;0.42;0.03;0.89
cenario68_min64_mx10_res30_q10_ord2;T4;9.0;0.53;3.77;0.42;0.04;0.88
cenario68_min64_mx10_res30_q10_ord2;T4;10.0;0.52;4.19;0.42;0.05;0.88
cenario69_min64_mx10_res50_q5_ord1;T4;-5.0;0.92;-5.61;1.09;0.19;0.95
cenario69_min64_mx10_res50_q5_ord1;T4;-4.5;0.9;-5.07;1.07;0.24;0.95
cenario69_min64_mx10_res50_q5_ord1;T4;-4.0;0.89;-4.54;1.05;0.35;0.95
cenario69_min64_mx10_res50_q5_ord1;T4;-3.5;0.86;-4.02;1.01;0.48;0.96
cenario69_min64_mx10_res50_q5_ord1;T4;-3.0;0.84;-3.53;0.97;0.61;0.96
cenario69_min64_mx10_res50_q5_ord1;T4;-2.5;0.82;-3.05;0.93;0.74;0.97
cenario69_min64_mx10_res50_q5_ord1;T4;-2.0;0.8;-2.6;0.88;0.85;0.97
cenario69_min64_mx10_res50_q5_ord1;T4;-1.5;0.78;-2.17;0.83;0.92;0.98
cenario69_min64_mx10_res50_q5_ord1;T4;-1.0;0.77;-1.77;0.8;0.97;0.98
cenario69_min64_mx10_res50_q5_ord1;T4;-0.5;0.76;-1.38;0.77;0.99;0.99
cenario69_min64_mx10_res50_q5_ord1;T4;0.5;0.74;-0.63;0.73;1.0;0.99
cenario69_min64_mx10_res50_q5_ord1;T4;1.0;0.73;-0.27;0.72;0.98;0.99
cenario69_min64_mx10_res50_q5_ord1;T4;1.5;0.72;0.09;0.69;0.95;0.99
cenario69_min64_mx10_res50_q5_ord1;T4;2.0;0.71;0.42;0.63;0.84;0.99
cenario69_min64_mx10_res50_q5_ord1;T4;2.5;0.69;0.72;0.55;0.65;0.99
cenario69_min64_mx10_res50_q5_ord1;T4;3.0;0.66;0.97;0.46;0.4;0.98
cenario69_min64_mx10_res50_q5_ord1;T4;3.5;0.62;1.17;0.39;0.2;0.98
cenario69_min64_mx10_res50_q5_ord1;T4;4.0;0.59;1.36;0.36;0.1;0.97
cenario69_min64_mx10_res50_q5_ord1;T4;4.5;0.56;1.54;0.35;0.06;0.97
cenario69_min64_mx10_res50_q5_ord1;T4;5.0;0.54;1.71;0.35;0.05;0.96
cenario70_min64_mx10_res50_q5_ord2;T4;-5.0;1.01;-6.05;1.17;0.19;0.93
cenario70_min64_mx10_res50_q5_ord2;T4;-4.5;0.99;-5.46;1.16;0.24;0.93
cenario70_min64_mx10_res50_q5_ord2;T4;-4.0;0.97;-4.89;1.13;0.35;0.93
cenario70_min64_mx10_res50_q5_ord2;T4;-3.5;0.95;-4.33;1.1;0.47;0.94
cenario70_min64_mx10_res50_q5_ord2;T4;-3.0;0.93;-3.79;1.06;0.6;0.94
cenario70_min64_mx10_res50_q5_ord2;T4;-2.5;0.91;-3.27;1.02;0.72;0.95
cenario70_min64_mx10_res50_q5_ord2;T4;-2.0;0.89;-2.77;0.97;0.83;0.95
cenario70_min64_mx10_res50_q5_ord2;T4;-1.5;0.86;-2.3;0.92;0.91;0.96
cenario70_min64_mx10_res50_q5_ord2;T4;-1.0;0.85;-1.85;0.88;0.97;0.97
cenario70_min64_mx10_res50_q5_ord2;T4;-0.5;0.83;-1.42;0.85;0.99;0.97
cenario70_min64_mx10_res50_q5_ord2;T4;0.5;0.81;-0.6;0.8;0.99;0.97
cenario70_min64_mx10_res50_q5_ord2;T4;1.0;0.8;-0.2;0.77;0.98;0.97
cenario70_min64_mx10_res50_q5_ord2;T4;1.5;0.78;0.18;0.74;0.93;0.97
cenario70_min64_mx10_res50_q5_ord2;T4;2.0;0.77;0.54;0.69;0.84;0.97
cenario70_min64_mx10_res50_q5_ord2;T4;2.5;0.75;0.86;0.61;0.67;0.96
cenario70_min64_mx10_res50_q5_ord2;T4;3.0;0.72;1.15;0.53;0.43;0.95
cenario70_min64_mx10_res50_q5_ord2;T4;3.5;0.68;1.39;0.46;0.2;0.94
cenario70_min64_mx10_res50_q5_ord2;T4;4.0;0.65;1.6;0.41;0.04;0.93
cenario70_min64_mx10_res50_q5_ord2;T4;4.5;0.62;1.8;0.39;-0.04;0.92
cenario70_min64_mx10_res50_q5_ord2;T4;5.0;0.6;1.99;0.39;-0.07;0.91
cenario71_min64_mx10_res50_q10_ord1;T4;-10.0;1.03;-11.27;1.14;-0.15;0.94
cenario71_min64_mx10_res50_q10_ord1;T4;-9.0;1.01;-10.13;1.14;-0.15;0.94
cenario71_min64_mx10_res50_q10_ord1;T4;-8.0;1.0;-8.99;1.14;-0.12;0.94
cenario71_min64_mx10_res50_q10_ord1;T4;-7.0;0.98;-7.85;1.13;-0.07;0.94
cenario71_min64_mx10_res50_q10_ord1;T4;-6.0;0.95;-6.72;1.12;0.01;0.94
cenario71_min64_mx10_res50_q10_ord1;T4;-5.0;0.92;-5.61;1.09;0.16;0.95
cenario71_min64_mx10_res50_q10_ord1;T4;-4.0;0.89;-4.54;1.04;0.37;0.95
cenario71_min64_mx10_res50_q10_ord1;T4;-3.0;0.84;-3.53;0.97;0.62;0.96
cenario71_min64_mx10_res50_q10_ord1;T4;-2.0;0.8;-2.6;0.88;0.84;0.97
cenario71_min64_mx10_res50_q10_ord1;T4;-1.0;0.77;-1.77;0.81;0.96;0.98
cenario71_min64_mx10_res50_q10_ord1;T4;1.0;0.73;-0.27;0.71;0.98;0.99
cenario71_min64_mx10_res50_q10_ord1;T4;2.0;0.71;0.42;0.62;0.81;0.99
cenario71_min64_mx10_res50_q10_ord1;T4;3.0;0.66;0.97;0.47;0.44;0.98
cenario71_min64_mx10_res50_q10_ord1;T4;4.0;0.59;1.36;0.37;0.14;0.97
cenario71_min64_mx10_res50_q10_ord1;T4;5.0;0.54;1.71;0.36;0.06;0.96
cenario71_min64_mx10_res50_q10_ord1;T4;6.0;0.51;2.07;0.36;0.08;0.96
cenario71_min64_mx10_res50_q10_ord1;T4;7.0;0.49;2.43;0.36;0.1;0.95
cenario71_min64_mx10_res50_q10_ord1;T4;8.0;0.47;2.79;0.36;0.11;0.95
cenario71_min64_mx10_res50_q10_ord1;T4;9.0;0.46;3.16;0.36;0.11;0.94
cenario71_min64_mx10_res50_q10_ord1;T4;10.0;0.45;3.52;0.36;0.11;0.94
cenario72_min64_mx10_res50_q10_ord2;T4;-10.0;1.12;-12.18;1.24;-0.25;0.92
cenario72_min64_mx10_res50_q10_ord2;T4;-9.0;1.1;-10.94;1.24;-0.23;0.92
cenario72_min64_mx10_res50_q10_ord2;T4;-8.0;1.09;-9.7;1.24;-0.19;0.92
cenario72_min64_mx10_res50_q10_ord2;T4;-7.0;1.07;-8.47;1.23;-0.12;0.92
cenario72_min64_mx10_res50_q10_ord2;T4;-6.0;1.04;-7.25;1.21;-0.01;0.92
cenario72_min64_mx10_res50_q10_ord2;T4;-5.0;1.01;-6.05;1.18;0.15;0.93
cenario72_min64_mx10_res50_q10_ord2;T4;-4.0;0.97;-4.89;1.13;0.37;0.93
cenario72_min64_mx10_res50_q10_ord2;T4;-3.0;0.93;-3.79;1.06;0.61;0.94
cenario72_min64_mx10_res50_q10_ord2;T4;-2.0;0.89;-2.77;0.97;0.83;0.95
cenario72_min64_mx10_res50_q10_ord2;T4;-1.0;0.85;-1.85;0.89;0.96;0.97
cenario72_min64_mx10_res50_q10_ord2;T4;1.0;0.8;-0.2;0.77;0.97;0.97
cenario72_min64_mx10_res50_q10_ord2;T4;2.0;0.77;0.54;0.68;0.82;0.97
cenario72_min64_mx10_res50_q10_ord2;T4;3.0;0.72;1.15;0.53;0.45;0.95
cenario72_min64_mx10_res50_q10_ord2;T4;4.0;0.65;1.6;0.42;0.09;0.93
cenario72_min64_mx10_res50_q10_ord2;T4;5.0;0.6;1.99;0.39;-0.06;0.91
cenario72_min64_mx10_res50_q10_ord2;T4;6.0;0.56;2.38;0.39;-0.06;0.89
cenario72_min64_mx10_res50_q10_ord2;T4;7.0;0.54;2.77;0.39;-0.02;0.88
cenario72_min64_mx10_res50_q10_ord2;T4;8.0;0.52;3.16;0.4;0.01;0.87
