Cenário;Canal;q;h(q);tau(q);alpha;f(alpha);R2
cenario34_min32_mx8_res30_q5_ord2;O2;-0.5;0.95;-1.48;0.98;0.98;0.92
cenario34_min32_mx8_res30_q5_ord2;O2;0.5;0.91;-0.55;0.89;0.99;0.93
cenario34_min32_mx8_res30_q5_ord2;O2;1.0;0.89;-0.11;0.86;0.97;0.93
cenario34_min32_mx8_res30_q5_ord2;O2;1.5;0.88;0.32;0.83;0.93;0.93
cenario34_min32_mx8_res30_q5_ord2;O2;2.0;0.86;0.72;0.8;0.87;0.93
cenario34_min32_mx8_res30_q5_ord2;O2;2.5;0.85;1.11;0.76;0.77;0.92
cenario34_min32_mx8_res30_q5_ord2;O2;3.0;0.83;1.48;0.7;0.63;0.91
cenario34_min32_mx8_res30_q5_ord2;O2;3.5;0.81;1.82;0.65;0.46;0.9
cenario34_min32_mx8_res30_q5_ord2;O2;4.0;0.78;2.13;0.61;0.32;0.89
cenario34_min32_mx8_res30_q5_ord2;O2;4.5;0.76;2.43;0.59;0.22;0.88
cenario34_min32_mx8_res30_q5_ord2;O2;5.0;0.74;2.72;0.58;0.18;0.87
cenario35_min32_mx8_res30_q10_ord1;O2;-10.0;1.22;-13.22;1.34;-0.18;0.89
cenario35_min32_mx8_res30_q10_ord1;O2;-9.0;1.21;-11.88;1.34;-0.18;0.89
cenario35_min32_mx8_res30_q10_ord1;O2;-8.0;1.19;-10.54;1.34;-0.18;0.89
cenario35_min32_mx8_res30_q10_ord1;O2;-7.0;1.17;-9.2;1.34;-0.16;0.89
cenario35_min32_mx8_res30_q10_ord1;O2;-6.0;1.14;-7.87;1.33;-0.13;0.89
cenario35_min32_mx8_res30_q10_ord1;O2;-5.0;1.11;-6.54;1.32;-0.07;0.9
cenario35_min32_mx8_res30_q10_ord1;O2;-4.0;1.06;-5.22;1.29;0.05;0.9
cenario35_min32_mx8_res30_q10_ord1;O2;-3.0;0.98;-3.95;1.21;0.32;0.92
cenario35_min32_mx8_res30_q10_ord1;O2;-2.0;0.9;-2.8;1.06;0.68;0.94
cenario35_min32_mx8_res30_q10_ord1;O2;-1.0;0.84;-1.84;0.91;0.93;0.96
cenario35_min32_mx8_res30_q10_ord1;O2;1.0;0.76;-0.24;0.74;0.98;0.97
cenario35_min32_mx8_res30_q10_ord1;O2;2.0;0.74;0.48;0.66;0.85;0.97
cenario35_min32_mx8_res30_q10_ord1;O2;3.0;0.7;1.09;0.55;0.55;0.96
cenario35_min32_mx8_res30_q10_ord1;O2;4.0;0.64;1.57;0.45;0.24;0.95
cenario35_min32_mx8_res30_q10_ord1;O2;5.0;0.6;2.0;0.42;0.12;0.94
cenario35_min32_mx8_res30_q10_ord1;O2;6.0;0.57;2.42;0.42;0.12;0.93
cenario35_min32_mx8_res30_q10_ord1;O2;7.0;0.55;2.84;0.42;0.13;0.93
cenario35_min32_mx8_res30_q10_ord1;O2;8.0;0.53;3.27;0.43;0.14;0.92
cenario35_min32_mx8_res30_q10_ord1;O2;9.0;0.52;3.69;0.43;0.15;0.92
cenario35_min32_mx8_res30_q10_ord1;O2;10.0;0.51;4.12;0.43;0.15;0.92
cenario36_min32_mx8_res30_q10_ord2;O2;-10.0;1.34;-14.41;1.45;-0.1;0.87
cenario36_min32_mx8_res30_q10_ord2;O2;-9.0;1.33;-12.96;1.45;-0.1;0.87
cenario36_min32_mx8_res30_q10_ord2;O2;-8.0;1.31;-11.51;1.45;-0.09;0.87
cenario36_min32_mx8_res30_q10_ord2;O2;-7.0;1.29;-10.06;1.45;-0.07;0.87
cenario36_min32_mx8_res30_q10_ord2;O2;-6.0;1.27;-8.61;1.44;-0.03;0.87
cenario36_min32_mx8_res30_q10_ord2;O2;-5.0;1.24;-7.18;1.43;0.04;0.87
cenario36_min32_mx8_res30_q10_ord2;O2;-4.0;1.19;-5.76;1.4;0.18;0.87
cenario36_min32_mx8_res30_q10_ord2;O2;-3.0;1.13;-4.39;1.33;0.41;0.88
cenario36_min32_mx8_res30_q10_ord2;O2;-2.0;1.05;-3.11;1.2;0.7;0.9
cenario36_min32_mx8_res30_q10_ord2;O2;-1.0;0.98;-1.98;1.06;0.92;0.91
cenario36_min32_mx8_res30_q10_ord2;O2;1.0;0.89;-0.11;0.87;0.98;0.93
cenario36_min32_mx8_res30_q10_ord2;O2;2.0;0.86;0.72;0.79;0.86;0.93
cenario36_min32_mx8_res30_q10_ord2;O2;3.0;0.83;1.48;0.7;0.63;0.91
cenario36_min32_mx8_res30_q10_ord2;O2;4.0;0.78;2.13;0.62;0.35;0.89
cenario36_min32_mx8_res30_q10_ord2;O2;5.0;0.74;2.72;0.58;0.17;0.87
cenario36_min32_mx8_res30_q10_ord2;O2;6.0;0.72;3.29;0.57;0.11;0.86
cenario36_min32_mx8_res30_q10_ord2;O2;7.0;0.69;3.86;0.56;0.1;0.85
cenario36_min32_mx8_res30_q10_ord2;O2;8.0;0.68;4.42;0.56;0.09;0.84
cenario36_min32_mx8_res30_q10_ord2;O2;9.0;0.66;4.98;0.56;0.09;0.83
cenario36_min32_mx8_res30_q10_ord2;O2;10.0;0.65;5.55;0.56;0.09;0.83
cenario37_min32_mx8_res50_q5_ord1;O2;-5.0;1.09;-6.46;1.29;0.01;0.89
cenario37_min32_mx8_res50_q5_ord1;O2;-4.5;1.07;-5.82;1.28;0.04;0.9
cenario37_min32_mx8_res50_q5_ord1;O2;-4.0;1.04;-5.18;1.27;0.09;0.9
cenario37_min32_mx8_res50_q5_ord1;O2;-3.5;1.01;-4.54;1.25;0.18;0.91
cenario37_min32_mx8_res50_q5_ord1;O2;-3.0;0.98;-3.93;1.21;0.31;0.92
cenario37_min32_mx8_res50_q5_ord1;O2;-2.5;0.94;-3.34;1.14;0.49;0.93
cenario37_min32_mx8_res50_q5_ord1;O2;-2.0;0.89;-2.79;1.05;0.69;0.94
cenario37_min32_mx8_res50_q5_ord1;O2;-1.5;0.86;-2.29;0.96;0.85;0.95
cenario37_min32_mx8_res50_q5_ord1;O2;-1.0;0.83;-1.83;0.88;0.95;0.96
cenario37_min32_mx8_res50_q5_ord1;O2;-0.5;0.81;-1.4;0.83;0.99;0.96
cenario37_min32_mx8_res50_q5_ord1;O2;0.5;0.77;-0.61;0.76;0.99;0.97
cenario37_min32_mx8_res50_q5_ord1;O2;1.0;0.76;-0.24;0.74;0.97;0.97
cenario37_min32_mx8_res50_q5_ord1;O2;1.5;0.75;0.12;0.71;0.94;0.97
cenario37_min32_mx8_res50_q5_ord1;O2;2.0;0.74;0.47;0.68;0.88;0.97
cenario37_min32_mx8_res50_q5_ord1;O2;2.5;0.72;0.8;0.62;0.76;0.97
cenario37_min32_mx8_res50_q5_ord1;O2;3.0;0.7;1.1;0.56;0.59;0.96
cenario37_min32_mx8_res50_q5_ord1;O2;3.5;0.67;1.36;0.5;0.4;0.96
cenario37_min32_mx8_res50_q5_ord1;O2;4.0;0.65;1.6;0.47;0.27;0.95
cenario37_min32_mx8_res50_q5_ord1;O2;4.5;0.63;1.83;0.45;0.19;0.94
cenario37_min32_mx8_res50_q5_ord1;O2;5.0;0.61;2.05;0.44;0.17;0.94
cenario38_min32_mx8_res50_q5_ord2;O2;-5.0;1.27;-7.34;1.49;-0.09;0.86
cenario38_min32_mx8_res50_q5_ord2;O2;-4.5;1.24;-6.6;1.48;-0.06;0.86
cenario38_min32_mx8_res50_q5_ord2;O2;-4.0;1.22;-5.86;1.46;0.02;0.87
cenario38_min32_mx8_res50_q5_ord2;O2;-3.5;1.18;-5.14;1.43;0.13;0.87
cenario38_min32_mx8_res50_q5_ord2;O2;-3.0;1.14;-4.43;1.39;0.27;0.88
cenario38_min32_mx8_res50_q5_ord2;O2;-2.5;1.1;-3.75;1.32;0.46;0.89
cenario38_min32_mx8_res50_q5_ord2;O2;-2.0;1.06;-3.11;1.23;0.65;0.9
cenario38_min32_mx8_res50_q5_ord2;O2;-1.5;1.01;-2.52;1.13;0.82;0.91
cenario38_min32_mx8_res50_q5_ord2;O2;-1.0;0.98;-1.98;1.05;0.93;0.91
cenario38_min32_mx8_res50_q5_ord2;O2;-0.5;0.95;-1.47;0.98;0.98;0.92
cenario38_min32_mx8_res50_q5_ord2;O2;0.5;0.9;-0.55;0.89;0.99;0.93
cenario38_min32_mx8_res50_q5_ord2;O2;1.0;0.89;-0.11;0.86;0.97;0.93
cenario38_min32_mx8_res50_q5_ord2;O2;1.5;0.87;0.31;0.83;0.93;0.93
cenario38_min32_mx8_res50_q5_ord2;O2;2.0;0.86;0.72;0.8;0.87;0.93
cenario38_min32_mx8_res50_q5_ord2;O2;2.5;0.84;1.1;0.75;0.77;0.93
cenario38_min32_mx8_res50_q5_ord2;O2;3.0;0.82;1.47;0.7;0.62;0.92
cenario38_min32_mx8_res50_q5_ord2;O2;3.5;0.8;1.8;0.64;0.45;0.91
cenario38_min32_mx8_res50_q5_ord2;O2;4.0;0.78;2.11;0.6;0.29;0.9
cenario38_min32_mx8_res50_q5_ord2;O2;4.5;0.76;2.4;0.57;0.18;0.89
cenario38_min32_mx8_res50_q5_ord2;O2;5.0;0.74;2.68;0.56;0.13;0.88
cenario39_min32_mx8_res50_q10_ord1;O2;-10.0;1.2;-12.97;1.3;-0.07;0.89
cenario39_min32_mx8_res50_q10_ord1;O2;-9.0;1.19;-11.67;1.3;-0.07;0.89
cenario39_min32_mx8_res50_q10_ord1;O2;-8.0;1.17;-10.37;1.3;-0.07;0.89
cenario39_min32_mx8_res50_q10_ord1;O2;-7.0;1.15;-9.06;1.3;-0.06;0.89
cenario39_min32_mx8_res50_q10_ord1;O2;-6.0;1.13;-7.76;1.3;-0.04;0.89
cenario39_min32_mx8_res50_q10_ord1;O2;-5.0;1.09;-6.46;1.29;0.0;0.89
cenario39_min32_mx8_res50_q10_ord1;O2;-4.0;1.04;-5.18;1.27;0.11;0.9
cenario39_min32_mx8_res50_q10_ord1;O2;-3.0;0.98;-3.93;1.19;0.35;0.92
cenario39_min32_mx8_res50_q10_ord1;O2;-2.0;0.89;-2.79;1.05;0.69;0.94
cenario39_min32_mx8_res50_q10_ord1;O2;-1.0;0.83;-1.83;0.9;0.93;0.96
cenario39_min32_mx8_res50_q10_ord1;O2;1.0;0.76;-0.24;0.74;0.98;0.97
cenario39_min32_mx8_res50_q10_ord1;O2;2.0;0.74;0.47;0.67;0.86;0.97
cenario39_min32_mx8_res50_q10_ord1;O2;3.0;0.7;1.1;0.56;0.6;0.96
cenario39_min32_mx8_res50_q10_ord1;O2;4.0;0.65;1.6;0.48;0.31;0.95
cenario39_min32_mx8_res50_q10_ord1;O2;5.0;0.61;2.05;0.45;0.18;0.94
cenario39_min32_mx8_res50_q10_ord1;O2;6.0;0.58;2.49;0.44;0.17;0.93
cenario39_min32_mx8_res50_q10_ord1;O2;7.0;0.56;2.93;0.44;0.17;0.92
cenario39_min32_mx8_res50_q10_ord1;O2;8.0;0.55;3.38;0.44;0.18;0.92
cenario39_min32_mx8_res50_q10_ord1;O2;9.0;0.54;3.82;0.44;0.17;0.92
cenario39_min32_mx8_res50_q10_ord1;O2;10.0;0.53;4.26;0.44;0.17;0.91
cenario40_min32_mx8_res50_q10_ord2;O2;-10.0;1.39;-14.88;1.51;-0.22;0.86
cenario40_min32_mx8_res50_q10_ord2;O2;-9.0;1.37;-13.37;1.51;-0.22;0.86
cenario40_min32_mx8_res50_q10_ord2;O2;-8.0;1.36;-11.86;1.51;-0.22;0.86
cenario40_min32_mx8_res50_q10_ord2;O2;-7.0;1.34;-10.35;1.51;-0.21;0.86
cenario40_min32_mx8_res50_q10_ord2;O2;-6.0;1.31;-8.84;1.5;-0.18;0.86
cenario40_min32_mx8_res50_q10_ord2;O2;-5.0;1.27;-7.34;1.49;-0.1;0.86
cenario40_min32_mx8_res50_q10_ord2;O2;-4.0;1.22;-5.86;1.46;0.04;0.87
cenario40_min32_mx8_res50_q10_ord2;O2;-3.0;1.14;-4.43;1.37;0.31;0.88
cenario40_min32_mx8_res50_q10_ord2;O2;-2.0;1.06;-3.11;1.23;0.66;0.9
cenario40_min32_mx8_res50_q10_ord2;O2;-1.0;0.98;-1.98;1.07;0.91;0.91
cenario40_min32_mx8_res50_q10_ord2;O2;1.0;0.89;-0.11;0.86;0.98;0.93
cenario40_min32_mx8_res50_q10_ord2;O2;2.0;0.86;0.72;0.79;0.86;0.93
cenario40_min32_mx8_res50_q10_ord2;O2;3.0;0.82;1.47;0.7;0.62;0.92
cenario40_min32_mx8_res50_q10_ord2;O2;4.0;0.78;2.11;0.61;0.32;0.9
cenario40_min32_mx8_res50_q10_ord2;O2;5.0;0.74;2.68;0.56;0.13;0.88
cenario40_min32_mx8_res50_q10_ord2;O2;6.0;0.71;3.24;0.55;0.07;0.87
cenario40_min32_mx8_res50_q10_ord2;O2;7.0;0.68;3.79;0.55;0.07;0.86
cenario40_min32_mx8_res50_q10_ord2;O2;8.0;0.67;4.34;0.55;0.07;0.85
cenario40_min32_mx8_res50_q10_ord2;O2;9.0;0.65;4.89;0.55;0.08;0.85
cenario40_min32_mx8_res50_q10_ord2;O2;10.0;0.64;5.44;0.55;0.08;0.84
cenario41_min32_mx10_res30_q5_ord1;O2;-5.0;1.14;-6.68;1.36;-0.12;0.89
cenario41_min32_mx10_res30_q5_ord1;O2;-4.5;1.11;-6.0;1.35;-0.09;0.9
cenario41_min32_mx10_res30_q5_ord1;O2;-4.0;1.08;-5.33;1.34;-0.02;0.9
cenario41_min32_mx10_res30_q5_ord1;O2;-3.5;1.05;-4.66;1.31;0.08;0.91
cenario41_min32_mx10_res30_q5_ord1;O2;-3.0;1.01;-4.02;1.26;0.23;0.92
cenario41_min32_mx10_res30_q5_ord1;O2;-2.5;0.96;-3.4;1.18;0.44;0.93
cenario41_min32_mx10_res30_q5_ord1;O2;-2.0;0.92;-2.83;1.08;0.67;0.94
cenario41_min32_mx10_res30_q5_ord1;O2;-1.5;0.88;-2.32;0.98;0.84;0.95
cenario41_min32_mx10_res30_q5_ord1;O2;-1.0;0.85;-1.85;0.91;0.94;0.96
cenario41_min32_mx10_res30_q5_ord1;O2;-0.5;0.83;-1.41;0.85;0.99;0.96
cenario41_min32_mx10_res30_q5_ord1;O2;0.5;0.79;-0.61;0.78;0.99;0.97
cenario41_min32_mx10_res30_q5_ord1;O2;1.0;0.78;-0.22;0.75;0.98;0.97
cenario41_min32_mx10_res30_q5_ord1;O2;1.5;0.76;0.15;0.73;0.94;0.97
cenario41_min32_mx10_res30_q5_ord1;O2;2.0;0.75;0.5;0.69;0.88;0.97
cenario41_min32_mx10_res30_q5_ord1;O2;2.5;0.74;0.84;0.64;0.76;0.96
cenario41_min32_mx10_res30_q5_ord1;O2;3.0;0.71;1.14;0.57;0.57;0.96
cenario41_min32_mx10_res30_q5_ord1;O2;3.5;0.69;1.41;0.51;0.38;0.95
cenario41_min32_mx10_res30_q5_ord1;O2;4.0;0.66;1.65;0.48;0.25;0.95
cenario41_min32_mx10_res30_q5_ord1;O2;4.5;0.64;1.88;0.46;0.18;0.95
cenario41_min32_mx10_res30_q5_ord1;O2;5.0;0.62;2.11;0.45;0.16;0.94
cenario42_min32_mx10_res30_q5_ord2;O2;-5.0;1.28;-7.4;1.48;0.01;0.87
cenario42_min32_mx10_res30_q5_ord2;O2;-4.5;1.26;-6.66;1.47;0.04;0.87
cenario42_min32_mx10_res30_q5_ord2;O2;-4.0;1.23;-5.93;1.46;0.11;0.87
cenario42_min32_mx10_res30_q5_ord2;O2;-3.5;1.2;-5.21;1.43;0.2;0.87
cenario42_min32_mx10_res30_q5_ord2;O2;-3.0;1.17;-4.5;1.39;0.33;0.88
cenario42_min32_mx10_res30_q5_ord2;O2;-2.5;1.13;-3.82;1.33;0.49;0.89
cenario42_min32_mx10_res30_q5_ord2;O2;-2.0;1.08;-3.17;1.25;0.67;0.89
cenario42_min32_mx10_res30_q5_ord2;O2;-1.5;1.04;-2.57;1.16;0.82;0.9
cenario42_min32_mx10_res30_q5_ord2;O2;-1.0;1.01;-2.01;1.08;0.93;0.91
cenario42_min32_mx10_res30_q5_ord2;O2;-0.5;0.98;-1.49;1.01;0.98;0.92
cenario42_min32_mx10_res30_q5_ord2;O2;0.5;0.93;-0.54;0.91;0.99;0.93
cenario42_min32_mx10_res30_q5_ord2;O2;1.0;0.91;-0.09;0.88;0.97;0.93
cenario42_min32_mx10_res30_q5_ord2;O2;1.5;0.9;0.35;0.85;0.93;0.93
cenario42_min32_mx10_res30_q5_ord2;O2;2.0;0.88;0.76;0.82;0.87;0.93
cenario42_min32_mx10_res30_q5_ord2;O2;2.5;0.87;1.16;0.77;0.77;0.92
cenario42_min32_mx10_res30_q5_ord2;O2;3.0;0.85;1.54;0.72;0.61;0.92
cenario42_min32_mx10_res30_q5_ord2;O2;3.5;0.82;1.88;0.66;0.43;0.91
cenario42_min32_mx10_res30_q5_ord2;O2;4.0;0.8;2.2;0.62;0.26;0.9
cenario42_min32_mx10_res30_q5_ord2;O2;4.5;0.78;2.5;0.59;0.15;0.89
cenario42_min32_mx10_res30_q5_ord2;O2;5.0;0.76;2.78;0.58;0.1;0.88
cenario43_min32_mx10_res30_q10_ord1;O2;-10.0;1.25;-13.53;1.37;-0.15;0.89
cenario43_min32_mx10_res30_q10_ord1;O2;-9.0;1.24;-12.16;1.37;-0.15;0.89
cenario43_min32_mx10_res30_q10_ord1;O2;-8.0;1.22;-10.79;1.37;-0.17;0.89
cenario43_min32_mx10_res30_q10_ord1;O2;-7.0;1.2;-9.42;1.37;-0.18;0.89
cenario43_min32_mx10_res30_q10_ord1;O2;-6.0;1.17;-8.05;1.37;-0.17;0.89
cenario43_min32_mx10_res30_q10_ord1;O2;-5.0;1.14;-6.68;1.36;-0.12;0.89
cenario43_min32_mx10_res30_q10_ord1;O2;-4.0;1.08;-5.33;1.33;0.0;0.9
cenario43_min32_mx10_res30_q10_ord1;O2;-3.0;1.01;-4.02;1.25;0.28;0.92
cenario43_min32_mx10_res30_q10_ord1;O2;-2.0;0.92;-2.83;1.08;0.66;0.94
cenario43_min32_mx10_res30_q10_ord1;O2;-1.0;0.85;-1.85;0.93;0.92;0.96
cenario43_min32_mx10_res30_q10_ord1;O2;1.0;0.78;-0.22;0.76;0.98;0.97
cenario43_min32_mx10_res30_q10_ord1;O2;2.0;0.75;0.5;0.68;0.86;0.97
cenario43_min32_mx10_res30_q10_ord1;O2;3.0;0.71;1.14;0.58;0.58;0.96
cenario43_min32_mx10_res30_q10_ord1;O2;4.0;0.66;1.65;0.49;0.29;0.95
cenario43_min32_mx10_res30_q10_ord1;O2;5.0;0.62;2.11;0.46;0.16;0.94
cenario43_min32_mx10_res30_q10_ord1;O2;6.0;0.59;2.56;0.45;0.16;0.94
cenario43_min32_mx10_res30_q10_ord1;O2;7.0;0.57;3.02;0.46;0.17;0.93
cenario43_min32_mx10_res30_q10_ord1;O2;8.0;0.56;3.47;0.46;0.17;0.93
cenario43_min32_mx10_res30_q10_ord1;O2;9.0;0.55;3.93;0.46;0.17;0.93
cenario43_min32_mx10_res30_q10_ord1;O2;10.0;0.54;4.39;0.46;0.17;0.93
cenario44_min32_mx10_res30_q10_ord2;O2;-10.0;1.39;-14.88;1.5;-0.1;0.87
cenario44_min32_mx10_res30_q10_ord2;O2;-9.0;1.38;-13.38;1.5;-0.1;0.87
cenario44_min32_mx10_res30_q10_ord2;O2;-8.0;1.36;-11.88;1.5;-0.1;0.87
cenario44_min32_mx10_res30_q10_ord2;O2;-7.0;1.34;-10.39;1.5;-0.09;0.87
cenario44_min32_mx10_res30_q10_ord2;O2;-6.0;1.32;-8.89;1.49;-0.07;0.87
cenario44_min32_mx10_res30_q10_ord2;O2;-5.0;1.28;-7.4;1.48;-0.0;0.87
cenario44_min32_mx10_res30_q10_ord2;O2;-4.0;1.23;-5.93;1.45;0.13;0.87
cenario44_min32_mx10_res30_q10_ord2;O2;-3.0;1.17;-4.5;1.38;0.36;0.88
cenario44_min32_mx10_res30_q10_ord2;O2;-2.0;1.08;-3.17;1.25;0.68;0.89
cenario44_min32_mx10_res30_q10_ord2;O2;-1.0;1.01;-2.01;1.09;0.91;0.91
cenario44_min32_mx10_res30_q10_ord2;O2;1.0;0.91;-0.09;0.89;0.98;0.93
cenario44_min32_mx10_res30_q10_ord2;O2;2.0;0.88;0.76;0.81;0.86;0.93
cenario44_min32_mx10_res30_q10_ord2;O2;3.0;0.85;1.54;0.72;0.61;0.92
cenario44_min32_mx10_res30_q10_ord2;O2;4.0;0.8;2.2;0.62;0.3;0.9
cenario44_min32_mx10_res30_q10_ord2;O2;5.0;0.76;2.78;0.58;0.1;0.88
cenario44_min32_mx10_res30_q10_ord2;O2;6.0;0.73;3.35;0.56;0.03;0.86
cenario44_min32_mx10_res30_q10_ord2;O2;7.0;0.7;3.91;0.56;0.03;0.86
cenario44_min32_mx10_res30_q10_ord2;O2;8.0;0.68;4.48;0.56;0.03;0.85
cenario44_min32_mx10_res30_q10_ord2;O2;9.0;0.67;5.04;0.56;0.03;0.84
cenario44_min32_mx10_res30_q10_ord2;O2;10.0;0.66;5.6;0.56;0.04;0.84
cenario45_min32_mx10_res50_q5_ord1;O2;-5.0;1.13;-6.63;1.35;-0.11;0.9
cenario45_min32_mx10_res50_q5_ord1;O2;-4.5;1.1;-5.95;1.34;-0.08;0.9
cenario45_min32_mx10_res50_q5_ord1;O2;-4.0;1.07;-5.29;1.32;-0.01;0.91
cenario45_min32_mx10_res50_q5_ord1;O2;-3.5;1.04;-4.63;1.3;0.09;0.91
cenario45_min32_mx10_res50_q5_ord1;O2;-3.0;1.0;-3.99;1.25;0.24;0.92
cenario45_min32_mx10_res50_q5_ord1;O2;-2.5;0.95;-3.38;1.17;0.45;0.93
cenario45_min32_mx10_res50_q5_ord1;O2;-2.0;0.91;-2.82;1.07;0.67;0.94
cenario45_min32_mx10_res50_q5_ord1;O2;-1.5;0.87;-2.31;0.98;0.84;0.95
cenario45_min32_mx10_res50_q5_ord1;O2;-1.0;0.84;-1.84;0.9;0.94;0.96
cenario45_min32_mx10_res50_q5_ord1;O2;-0.5;0.82;-1.41;0.84;0.99;0.96
cenario45_min32_mx10_res50_q5_ord1;O2;0.5;0.78;-0.61;0.77;0.99;0.97
cenario45_min32_mx10_res50_q5_ord1;O2;1.0;0.77;-0.23;0.74;0.97;0.97
cenario45_min32_mx10_res50_q5_ord1;O2;1.5;0.76;0.14;0.72;0.94;0.97
cenario45_min32_mx10_res50_q5_ord1;O2;2.0;0.74;0.49;0.68;0.88;0.97
cenario45_min32_mx10_res50_q5_ord1;O2;2.5;0.73;0.82;0.63;0.76;0.97
cenario45_min32_mx10_res50_q5_ord1;O2;3.0;0.71;1.12;0.57;0.58;0.96
cenario45_min32_mx10_res50_q5_ord1;O2;3.5;0.68;1.39;0.51;0.39;0.96
cenario45_min32_mx10_res50_q5_ord1;O2;4.0;0.66;1.63;0.47;0.25;0.95
cenario45_min32_mx10_res50_q5_ord1;O2;4.5;0.63;1.86;0.45;0.18;0.95
cenario45_min32_mx10_res50_q5_ord1;O2;5.0;0.62;2.08;0.45;0.16;0.95
cenario46_min32_mx10_res50_q5_ord2;O2;-5.0;1.3;-7.48;1.51;-0.07;0.86
cenario46_min32_mx10_res50_q5_ord2;O2;-4.5;1.27;-6.72;1.5;-0.04;0.86
cenario46_min32_mx10_res50_q5_ord2;O2;-4.0;1.24;-5.97;1.49;0.02;0.86
cenario46_min32_mx10_res50_q5_ord2;O2;-3.5;1.21;-5.23;1.46;0.11;0.87
cenario46_min32_mx10_res50_q5_ord2;O2;-3.0;1.17;-4.51;1.42;0.25;0.87
cenario46_min32_mx10_res50_q5_ord2;O2;-2.5;1.13;-3.81;1.35;0.43;0.88
cenario46_min32_mx10_res50_q5_ord2;O2;-2.0;1.08;-3.16;1.26;0.63;0.89
cenario46_min32_mx10_res50_q5_ord2;O2;-1.5;1.03;-2.55;1.16;0.81;0.9
cenario46_min32_mx10_res50_q5_ord2;O2;-1.0;1.0;-2.0;1.07;0.93;0.91
cenario46_min32_mx10_res50_q5_ord2;O2;-0.5;0.97;-1.48;1.0;0.98;0.92
cenario46_min32_mx10_res50_q5_ord2;O2;0.5;0.92;-0.54;0.91;0.99;0.93
cenario46_min32_mx10_res50_q5_ord2;O2;1.0;0.9;-0.1;0.87;0.97;0.93
cenario46_min32_mx10_res50_q5_ord2;O2;1.5;0.89;0.33;0.84;0.93;0.93
cenario46_min32_mx10_res50_q5_ord2;O2;2.0;0.87;0.75;0.81;0.87;0.93
cenario46_min32_mx10_res50_q5_ord2;O2;2.5;0.86;1.14;0.76;0.76;0.92
cenario46_min32_mx10_res50_q5_ord2;O2;3.0;0.84;1.51;0.7;0.59;0.91
cenario46_min32_mx10_res50_q5_ord2;O2;3.5;0.81;1.84;0.64;0.4;0.9
cenario46_min32_mx10_res50_q5_ord2;O2;4.0;0.79;2.15;0.6;0.24;0.89
cenario46_min32_mx10_res50_q5_ord2;O2;4.5;0.76;2.44;0.57;0.14;0.88
cenario46_min32_mx10_res50_q5_ord2;O2;5.0;0.74;2.72;0.56;0.1;0.87
cenario47_min32_mx10_res50_q10_ord1;O2;-10.0;1.24;-13.42;1.36;-0.17;0.89
cenario47_min32_mx10_res50_q10_ord1;O2;-9.0;1.23;-12.06;1.36;-0.17;0.89
cenario47_min32_mx10_res50_q10_ord1;O2;-8.0;1.21;-10.7;1.36;-0.18;0.89
cenario47_min32_mx10_res50_q10_ord1;O2;-7.0;1.19;-9.34;1.36;-0.18;0.89
cenario47_min32_mx10_res50_q10_ord1;O2;-6.0;1.16;-7.98;1.36;-0.16;0.89
cenario47_min32_mx10_res50_q10_ord1;O2;-5.0;1.13;-6.63;1.35;-0.11;0.9
cenario47_min32_mx10_res50_q10_ord1;O2;-4.0;1.07;-5.29;1.32;0.01;0.91
cenario47_min32_mx10_res50_q10_ord1;O2;-3.0;1.0;-3.99;1.23;0.29;0.92
cenario47_min32_mx10_res50_q10_ord1;O2;-2.0;0.91;-2.82;1.07;0.67;0.94
cenario47_min32_mx10_res50_q10_ord1;O2;-1.0;0.84;-1.84;0.92;0.92;0.96
cenario47_min32_mx10_res50_q10_ord1;O2;1.0;0.77;-0.23;0.75;0.98;0.97
cenario47_min32_mx10_res50_q10_ord1;O2;2.0;0.74;0.49;0.68;0.86;0.97
cenario47_min32_mx10_res50_q10_ord1;O2;3.0;0.71;1.12;0.57;0.59;0.96
cenario47_min32_mx10_res50_q10_ord1;O2;4.0;0.66;1.63;0.48;0.29;0.95
cenario47_min32_mx10_res50_q10_ord1;O2;5.0;0.62;2.08;0.45;0.17;0.95
cenario47_min32_mx10_res50_q10_ord1;O2;6.0;0.59;2.53;0.45;0.16;0.94
cenario47_min32_mx10_res50_q10_ord1;O2;7.0;0.57;2.98;0.45;0.17;0.94
cenario47_min32_mx10_res50_q10_ord1;O2;8.0;0.55;3.43;0.45;0.17;0.94
cenario47_min32_mx10_res50_q10_ord1;O2;9.0;0.54;3.88;0.45;0.17;0.93
cenario47_min32_mx10_res50_q10_ord1;O2;10.0;0.53;4.33;0.45;0.17;0.93
cenario48_min32_mx10_res50_q10_ord2;O2;-10.0;1.41;-15.1;1.53;-0.16;0.85
cenario48_min32_mx10_res50_q10_ord2;O2;-9.0;1.4;-13.57;1.53;-0.16;0.85
cenario48_min32_mx10_res50_q10_ord2;O2;-8.0;1.38;-12.05;1.53;-0.16;0.85
cenario48_min32_mx10_res50_q10_ord2;O2;-7.0;1.36;-10.52;1.53;-0.16;0.85
cenario48_min32_mx10_res50_q10_ord2;O2;-6.0;1.33;-9.0;1.52;-0.13;0.85
cenario48_min32_mx10_res50_q10_ord2;O2;-5.0;1.3;-7.48;1.51;-0.08;0.86
