Cenário;Canal;scmin;scmax_real;scres_real;Ordem;R2_Medio;Hurst_q2;Largura_Espectro_DeltaAlpha
cenario35_min32_mx8_res30_q10_ord1;O2;32;17850;30;1;0.92;0.74;0.92
cenario36_min32_mx8_res30_q10_ord2;O2;32;17850;30;2;0.88;0.86;0.89
cenario37_min32_mx8_res50_q5_ord1;O2;32;17850;50;1;0.94;0.74;0.85
cenario38_min32_mx8_res50_q5_ord2;O2;32;17850;50;2;0.9;0.86;0.92
cenario39_min32_mx8_res50_q10_ord1;O2;32;17850;50;1;0.92;0.74;0.86
cenario40_min32_mx8_res50_q10_ord2;O2;32;17850;50;2;0.88;0.86;0.96
cenario41_min32_mx10_res30_q5_ord1;O2;32;14280;30;1;0.94;0.75;0.91
cenario42_min32_mx10_res30_q5_ord2;O2;32;14280;30;2;0.9;0.88;0.9
cenario43_min32_mx10_res30_q10_ord1;O2;32;14280;30;1;0.92;0.75;0.92
cenario44_min32_mx10_res30_q10_ord2;O2;32;14280;30;2;0.88;0.88;0.94
cenario45_min32_mx10_res50_q5_ord1;O2;32;14280;50;1;0.94;0.74;0.9
cenario46_min32_mx10_res50_q5_ord2;O2;32;14280;50;2;0.9;0.87;0.95
cenario47_min32_mx10_res50_q10_ord1;O2;32;14280;50;1;0.93;0.74;0.91
cenario48_min32_mx10_res50_q10_ord2;O2;32;14280;50;2;0.87;0.87;0.97
cenario49_min64_mx4_res30_q5_ord1;O2;64;35700;30;1;0.97;0.66;0.63
cenario50_min64_mx4_res30_q5_ord2;O2;64;35700;30;2;0.95;0.71;0.69
cenario51_min64_mx4_res30_q10_ord1;O2;64;35700;30;1;0.96;0.66;0.68
cenario52_min64_mx4_res30_q10_ord2;O2;64;35700;30;2;0.92;0.71;0.75
cenario53_min64_mx4_res50_q5_ord1;O2;64;35700;50;1;0.97;0.65;0.66
cenario54_min64_mx4_res50_q5_ord2;O2;64;35700;50;2;0.95;0.7;0.66
cenario55_min64_mx4_res50_q10_ord1;O2;64;35700;50;1;0.96;0.65;0.71
cenario56_min64_mx4_res50_q10_ord2;O2;64;35700;50;2;0.92;0.7;0.72
cenario57_min64_mx8_res30_q5_ord1;O2;64;17850;30;1;0.97;0.67;0.7
cenario58_min64_mx8_res30_q5_ord2;O2;64;17850;30;2;0.94;0.73;0.76
cenario59_min64_mx8_res30_q10_ord1;O2;64;17850;30;1;0.95;0.67;0.74
cenario60_min64_mx8_res30_q10_ord2;O2;64;17850;30;2;0.92;0.73;0.81
cenario61_min64_mx8_res50_q5_ord1;O2;64;17850;50;1;0.97;0.66;0.71
cenario62_min64_mx8_res50_q5_ord2;O2;64;17850;50;2;0.94;0.73;0.8
cenario63_min64_mx8_res50_q10_ord1;O2;64;17850;50;1;0.95;0.66;0.76
cenario64_min64_mx8_res50_q10_ord2;O2;64;17850;50;2;0.92;0.73;0.85
cenario65_min64_mx10_res30_q5_ord1;O2;64;14280;30;1;0.97;0.68;0.75
cenario66_min64_mx10_res30_q5_ord2;O2;64;14280;30;2;0.94;0.75;0.75
cenario67_min64_mx10_res30_q10_ord1;O2;64;14280;30;1;0.95;0.68;0.79
cenario68_min64_mx10_res30_q10_ord2;O2;64;14280;30;2;0.92;0.75;0.8
cenario69_min64_mx10_res50_q5_ord1;O2;64;14280;50;1;0.97;0.67;0.73
cenario70_min64_mx10_res50_q5_ord2;O2;64;14280;50;2;0.94;0.74;0.76
cenario71_min64_mx10_res50_q10_ord1;O2;64;14280;50;1;0.95;0.67;0.77
cenario72_min64_mx10_res50_q10_ord2;O2;64;14280;50;2;0.91;0.74;0.8
cenario73_min128_mx4_res30_q5_ord1;O2;128;35700;30;1;0.99;0.62;0.52
cenario74_min128_mx4_res30_q5_ord2;O2;128;35700;30;2;0.98;0.64;0.57
cenario75_min128_mx4_res30_q10_ord1;O2;128;35700;30;1;0.98;0.62;0.58
cenario76_min128_mx4_res30_q10_ord2;O2;128;35700;30;2;0.96;0.64;0.64
cenario77_min128_mx4_res50_q5_ord1;O2;128;35700;50;1;0.99;0.63;0.5
cenario78_min128_mx4_res50_q5_ord2;O2;128;35700;50;2;0.98;0.64;0.57
cenario79_min128_mx4_res50_q10_ord1;O2;128;35700;50;1;0.99;0.63;0.57
cenario80_min128_mx4_res50_q10_ord2;O2;128;35700;50;2;0.97;0.64;0.65
cenario81_min128_mx8_res30_q5_ord1;O2;128;17850;30;1;0.99;0.63;0.57
cenario82_min128_mx8_res30_q5_ord2;O2;128;17850;30;2;0.98;0.66;0.61
cenario83_min128_mx8_res30_q10_ord1;O2;128;17850;30;1;0.98;0.63;0.63
cenario84_min128_mx8_res30_q10_ord2;O2;128;17850;30;2;0.96;0.66;0.69
cenario85_min128_mx8_res50_q5_ord1;O2;128;17850;50;1;0.99;0.62;0.56
cenario86_min128_mx8_res50_q5_ord2;O2;128;17850;50;2;0.98;0.65;0.62
cenario87_min128_mx8_res50_q10_ord1;O2;128;17850;50;1;0.98;0.62;0.63
cenario88_min128_mx8_res50_q10_ord2;O2;128;17850;50;2;0.96;0.65;0.7
cenario89_min128_mx10_res30_q5_ord1;O2;128;14280;30;1;0.99;0.62;0.56
cenario90_min128_mx10_res30_q5_ord2;O2;128;14280;30;2;0.98;0.66;0.62
cenario91_min128_mx10_res30_q10_ord1;O2;128;14280;30;1;0.98;0.62;0.61
cenario92_min128_mx10_res30_q10_ord2;O2;128;14280;30;2;0.96;0.66;0.69
cenario93_min128_mx10_res50_q5_ord1;O2;128;14280;50;1;0.99;0.63;0.56
cenario94_min128_mx10_res50_q5_ord2;O2;128;14280;50;2;0.98;0.66;0.61
cenario95_min128_mx10_res50_q10_ord1;O2;128;14280;50;1;0.98;0.63;0.61
cenario96_min128_mx10_res50_q10_ord2;O2;128;14280;50;2;0.96;0.66;0.68
cenario01_min16_mx4_res30_q5_ord1;T4;16;35700;30;1;0.94;0.83;0.9
cenario02_min16_mx4_res30_q5_ord2;T4;16;35700;30;2;0.89;0.98;0.91
cenario03_min16_mx4_res30_q10_ord1;T4;16;35700;30;1;0.92;0.83;0.92
cenario04_min16_mx4_res30_q10_ord2;T4;16;35700;30;2;0.87;0.98;0.95
cenario05_min16_mx4_res50_q5_ord1;T4;16;35700;50;1;0.94;0.83;0.85
cenario06_min16_mx4_res50_q5_ord2;T4;16;35700;50;2;0.88;0.98;0.97
cenario07_min16_mx4_res50_q10_ord1;T4;16;35700;50;1;0.92;0.83;0.87
cenario08_min16_mx4_res50_q10_ord2;T4;16;35700;50;2;0.86;0.98;1.01
cenario09_min16_mx8_res30_q5_ord1;T4;16;17850;30;1;0.94;0.87;0.91
cenario10_min16_mx8_res30_q5_ord2;T4;16;17850;30;2;0.88;1.04;1.03
cenario11_min16_mx8_res30_q10_ord1;T4;16;17850;30;1;0.92;0.87;0.93
cenario12_min16_mx8_res30_q10_ord2;T4;16;17850;30;2;0.86;1.04;1.08
cenario13_min16_mx8_res50_q5_ord1;T4;16;17850;50;1;0.93;0.86;0.93
cenario14_min16_mx8_res50_q5_ord2;T4;16;17850;50;2;0.88;1.03;0.98
cenario15_min16_mx8_res50_q10_ord1;T4;16;17850;50;1;0.91;0.86;0.95
cenario16_min16_mx8_res50_q10_ord2;T4;16;17850;50;2;0.86;1.03;1.01
cenario17_min16_mx10_res30_q5_ord1;T4;16;14280;30;1;0.93;0.88;0.88
cenario18_min16_mx10_res30_q5_ord2;T4;16;14280;30;2;0.88;1.06;1.11
cenario19_min16_mx10_res30_q10_ord1;T4;16;14280;30;1;0.91;0.88;0.91
cenario20_min16_mx10_res30_q10_ord2;T4;16;14280;30;2;0.86;1.06;1.15
cenario21_min16_mx10_res50_q5_ord1;T4;16;14280;50;1;0.93;0.87;0.95
cenario22_min16_mx10_res50_q5_ord2;T4;16;14280;50;2;0.88;1.06;1.04
cenario23_min16_mx10_res50_q10_ord1;T4;16;14280;50;1;0.91;0.87;0.97
cenario24_min16_mx10_res50_q10_ord2;T4;16;14280;50;2;0.86;1.06;1.07
cenario25_min32_mx4_res30_q5_ord1;T4;32;35700;30;1;0.96;0.76;0.75
cenario26_min32_mx4_res30_q5_ord2;T4;32;35700;30;2;0.91;0.85;0.83
cenario27_min32_mx4_res30_q10_ord1;T4;32;35700;30;1;0.94;0.76;0.8
cenario28_min32_mx4_res30_q10_ord2;T4;32;35700;30;2;0.88;0.85;0.88
cenario29_min32_mx4_res50_q5_ord1;T4;32;35700;50;1;0.96;0.76;0.8
cenario30_min32_mx4_res50_q5_ord2;T4;32;35700;50;2;0.92;0.84;0.79
cenario31_min32_mx4_res50_q10_ord1;T4;32;35700;50;1;0.94;0.76;0.85
cenario32_min32_mx4_res50_q10_ord2;T4;32;35700;50;2;0.89;0.84;0.84
cenario33_min32_mx8_res30_q5_ord1;T4;32;17850;30;1;0.95;0.78;0.86
cenario34_min32_mx8_res30_q5_ord2;T4;32;17850;30;2;0.9;0.89;0.84
cenario35_min32_mx8_res30_q10_ord1;T4;32;17850;30;1;0.93;0.78;0.9
cenario36_min32_mx8_res30_q10_ord2;T4;32;17850;30;2;0.87;0.89;0.89
cenario37_min32_mx8_res50_q5_ord1;T4;32;17850;50;1;0.95;0.78;0.84
cenario38_min32_mx8_res50_q5_ord2;T4;32;17850;50;2;0.91;0.88;0.86
cenario39_min32_mx8_res50_q10_ord1;T4;32;17850;50;1;0.93;0.78;0.87
cenario40_min32_mx8_res50_q10_ord2;T4;32;17850;50;2;0.88;0.88;0.9
cenario41_min32_mx10_res30_q5_ord1;T4;32;14280;30;1;0.95;0.79;0.86
cenario42_min32_mx10_res30_q5_ord2;T4;32;14280;30;2;0.9;0.9;0.92
cenario43_min32_mx10_res30_q10_ord1;T4;32;14280;30;1;0.93;0.79;0.89
cenario44_min32_mx10_res30_q10_ord2;T4;32;14280;30;2;0.87;0.9;0.96
cenario45_min32_mx10_res50_q5_ord1;T4;32;14280;50;1;0.95;0.78;0.87
cenario46_min32_mx10_res50_q5_ord2;T4;32;14280;50;2;0.9;0.89;0.91
cenario47_min32_mx10_res50_q10_ord1;T4;32;14280;50;1;0.93;0.78;0.91
cenario48_min32_mx10_res50_q10_ord2;T4;32;14280;50;2;0.87;0.89;0.97
cenario49_min64_mx4_res30_q5_ord1;T4;64;35700;30;1;0.98;0.71;0.65
cenario50_min64_mx4_res30_q5_ord2;T4;64;35700;30;2;0.96;0.75;0.7
cenario51_min64_mx4_res30_q10_ord1;T4;64;35700;30;1;0.97;0.71;0.71
cenario52_min64_mx4_res30_q10_ord2;T4;64;35700;30;2;0.94;0.75;0.77
cenario53_min64_mx4_res50_q5_ord1;T4;64;35700;50;1;0.98;0.7;0.66
cenario54_min64_mx4_res50_q5_ord2;T4;64;35700;50;2;0.96;0.74;0.66
cenario55_min64_mx4_res50_q10_ord1;T4;64;35700;50;1;0.97;0.7;0.72
cenario56_min64_mx4_res50_q10_ord2;T4;64;35700;50;2;0.94;0.74;0.74
cenario57_min64_mx8_res30_q5_ord1;T4;64;17850;30;1;0.97;0.72;0.69
cenario58_min64_mx8_res30_q5_ord2;T4;64;17850;30;2;0.95;0.76;0.76
cenario59_min64_mx8_res30_q10_ord1;T4;64;17850;30;1;0.96;0.72;0.75
cenario60_min64_mx8_res30_q10_ord2;T4;64;17850;30;2;0.92;0.76;0.82
cenario61_min64_mx8_res50_q5_ord1;T4;64;17850;50;1;0.97;0.71;0.69
cenario62_min64_mx8_res50_q5_ord2;T4;64;17850;50;2;0.95;0.76;0.78
cenario63_min64_mx8_res50_q10_ord1;T4;64;17850;50;1;0.96;0.71;0.75
cenario64_min64_mx8_res50_q10_ord2;T4;64;17850;50;2;0.93;0.76;0.85
cenario65_min64_mx10_res30_q5_ord1;T4;64;14280;30;1;0.97;0.72;0.69
cenario66_min64_mx10_res30_q5_ord2;T4;64;14280;30;2;0.95;0.78;0.74
cenario67_min64_mx10_res30_q10_ord1;T4;64;14280;30;1;0.96;0.72;0.75
cenario68_min64_mx10_res30_q10_ord2;T4;64;14280;30;2;0.93;0.78;0.81
cenario69_min64_mx10_res50_q5_ord1;T4;64;14280;50;1;0.97;0.71;0.73
cenario70_min64_mx10_res50_q5_ord2;T4;64;14280;50;2;0.95;0.77;0.79
cenario71_min64_mx10_res50_q10_ord1;T4;64;14280;50;1;0.96;0.71;0.79
cenario72_min64_mx10_res50_q10_ord2;T4;64;14280;50;2;0.92;0.77;0.86
cenario73_min128_mx4_res30_q5_ord1;T4;128;35700;30;1;0.99;0.67;0.57
cenario74_min128_mx4_res30_q5_ord2;T4;128;35700;30;2;0.98;0.69;0.61
cenario75_min128_mx4_res30_q10_ord1;T4;128;35700;30;1;0.98;0.67;0.64
cenario76_min128_mx4_res30_q10_ord2;T4;128;35700;30;2;0.97;0.69;0.68
cenario77_min128_mx4_res50_q5_ord1;T4;128;35700;50;1;0.99;0.67;0.55
cenario78_min128_mx4_res50_q5_ord2;T4;128;35700;50;2;0.98;0.68;0.62
cenario79_min128_mx4_res50_q10_ord1;T4;128;35700;50;1;0.98;0.67;0.63
cenario80_min128_mx4_res50_q10_ord2;T4;128;35700;50;2;0.97;0.68;0.7
cenario81_min128_mx8_res30_q5_ord1;T4;128;17850;30;1;0.99;0.68;0.55
cenario82_min128_mx8_res30_q5_ord2;T4;128;17850;30;2;0.98;0.69;0.67
cenario83_min128_mx8_res30_q10_ord1;T4;128;17850;30;1;0.97;0.68;0.62
cenario84_min128_mx8_res30_q10_ord2;T4;128;17850;30;2;0.97;0.69;0.75
cenario85_min128_mx8_res50_q5_ord1;T4;128;17850;50;1;0.99;0.67;0.57
cenario86_min128_mx8_res50_q5_ord2;T4;128;17850;50;2;0.98;0.69;0.67
cenario87_min128_mx8_res50_q10_ord1;T4;128;17850;50;1;0.98;0.67;0.64
cenario88_min128_mx8_res50_q10_ord2;T4;128;17850;50;2;0.96;0.69;0.75
cenario89_min128_mx10_res30_q5_ord1;T4;128;14280;30;1;0.99;0.67;0.56
cenario90_min128_mx10_res30_q5_ord2;T4;128;14280;30;2;0.98;0.7;0.68
cenario91_min128_mx10_res30_q10_ord1;T4;128;14280;30;1;0.98;0.67;0.64
cenario92_min128_mx10_res30_q10_ord2;T4;128;14280;30;2;0.96;0.7;0.76
cenario93_min128_mx10_res50_q5_ord1;T4;128;14280;50;1;0.99;0.67;0.6
cenario94_min128_mx10_res50_q5_ord2;T4;128;14280;50;2;0.98;0.7;0.69
cenario95_min128_mx10_res50_q10_ord1;T4;128;14280;50;1;0.98;0.67;0.68
cenario96_min128_mx10_res50_q10_ord2;T4;128;14280;50;2;0.97;0.7;0.78
