Cenário;Canal;q;h(q);tau(q);alpha;f(alpha);R2
cenario03_min16_mx4_res30_q10_ord1;P3;10.0;0.6774587928876572;5.7745879288765725;0.5888847160737507;0.11425923186093456;0.8958982006896362
cenario04_min16_mx4_res30_q10_ord2;P3;-10.0;1.60289558527165;-17.0289558527165;1.7127966394002296;-0.09901054128579645;0.8531263844167569
cenario04_min16_mx4_res30_q10_ord2;P3;-9.0;1.5906843570351412;-15.31615921331627;1.713160173865294;-0.10228235147137532;0.8522799839881764
cenario04_min16_mx4_res30_q10_ord2;P3;-8.0;1.575329438123239;-13.602635504985912;1.7137084760722567;-0.10703230359214189;0.8513875196290839
cenario04_min16_mx4_res30_q10_ord2;P3;-7.0;1.5555346087388224;-11.888742261171757;1.7135342089788832;-0.10599720168042559;0.850528142233333
cenario04_min16_mx4_res30_q10_ord2;P3;-6.0;1.5292611811713577;-10.175567087028146;1.7114112127719965;-0.09290018960383328;0.8499043738382526
cenario04_min16_mx4_res30_q10_ord2;P3;-5.0;1.4931839671255527;-8.465919835627764;1.7042836160627273;-0.05549824468587339;0.8500184143907761
cenario04_min16_mx4_res30_q10_ord2;P3;-4.0;1.4417499637256728;-6.766999854902691;1.6833838257027711;0.03346455209160659;0.8521554120603728
cenario04_min16_mx4_res30_q10_ord2;P3;-3.0;1.3663840614074072;-5.099152184222222;1.620970210915497;0.23624155147573056;0.8598367930734264
cenario04_min16_mx4_res30_q10_ord2;P3;-2.0;1.2625297165358484;-3.525059433071697;1.4622444910675232;0.6005704509366505;0.8809051363906644
cenario04_min16_mx4_res30_q10_ord2;P3;-1.0;1.1746632020871752;-2.1746632020871752;1.2945808503854983;0.8800823517016769;0.9081401934152776
cenario04_min16_mx4_res30_q10_ord2;P3;1.0;1.1912369762877277;0.19123697628772773;1.141861729249444;0.9506247529617162;0.946670781777173
cenario04_min16_mx4_res30_q10_ord2;P3;2.0;1.156277262784084;1.312554525568168;1.0303834017689963;0.7482122779698246;0.9346996014670168
cenario04_min16_mx4_res30_q10_ord2;P3;3.0;1.0840012599419069;2.2520037798257206;0.9106002777256896;0.47979705335134826;0.9176442996772938
