Cenário;Canal;q;h(q);tau(q);alpha;f(alpha);R2
cenario05_min16_mx4_res50_q5_ord1;O2;-1.0;0.88;-1.88;0.9;0.98;0.98
cenario05_min16_mx4_res50_q5_ord1;O2;-0.5;0.87;-1.44;0.88;1.0;0.98
cenario05_min16_mx4_res50_q5_ord1;O2;0.5;0.86;-0.57;0.85;1.0;0.98
cenario05_min16_mx4_res50_q5_ord1;O2;1.0;0.85;-0.15;0.83;0.98;0.98
cenario05_min16_mx4_res50_q5_ord1;O2;1.5;0.84;0.26;0.81;0.96;0.98
cenario05_min16_mx4_res50_q5_ord1;O2;2.0;0.83;0.66;0.79;0.93;0.97
cenario05_min16_mx4_res50_q5_ord1;O2;2.5;0.82;1.05;0.78;0.89;0.97
cenario05_min16_mx4_res50_q5_ord1;O2;3.0;0.81;1.44;0.76;0.85;0.97
cenario05_min16_mx4_res50_q5_ord1;O2;3.5;0.8;1.82;0.75;0.8;0.97
cenario05_min16_mx4_res50_q5_ord1;O2;4.0;0.8;2.19;0.73;0.75;0.97
cenario05_min16_mx4_res50_q5_ord1;O2;4.5;0.79;2.55;0.72;0.7;0.97
cenario05_min16_mx4_res50_q5_ord1;O2;5.0;0.78;2.91;0.72;0.67;0.96
cenario06_min16_mx4_res50_q5_ord2;O2;-5.0;1.02;-6.08;1.09;0.62;0.98
cenario06_min16_mx4_res50_q5_ord2;O2;-4.5;1.01;-5.53;1.08;0.66;0.98
cenario06_min16_mx4_res50_q5_ord2;O2;-4.0;1.0;-5.0;1.06;0.74;0.98
cenario06_min16_mx4_res50_q5_ord2;O2;-3.5;0.99;-4.47;1.05;0.81;0.98
cenario06_min16_mx4_res50_q5_ord2;O2;-3.0;0.98;-3.95;1.03;0.87;0.98
cenario06_min16_mx4_res50_q5_ord2;O2;-2.5;0.98;-3.44;1.01;0.91;0.98
cenario06_min16_mx4_res50_q5_ord2;O2;-2.0;0.97;-2.94;1.0;0.95;0.98
cenario06_min16_mx4_res50_q5_ord2;O2;-1.5;0.96;-2.44;0.98;0.97;0.98
cenario06_min16_mx4_res50_q5_ord2;O2;-1.0;0.96;-1.96;0.97;0.99;0.98
cenario06_min16_mx4_res50_q5_ord2;O2;-0.5;0.95;-1.47;0.96;1.0;0.97
cenario06_min16_mx4_res50_q5_ord2;O2;0.5;0.94;-0.53;0.93;1.0;0.97
cenario06_min16_mx4_res50_q5_ord2;O2;1.0;0.93;-0.07;0.92;0.99;0.97
cenario06_min16_mx4_res50_q5_ord2;O2;1.5;0.92;0.39;0.9;0.97;0.97
cenario06_min16_mx4_res50_q5_ord2;O2;2.0;0.92;0.84;0.89;0.95;0.97
cenario06_min16_mx4_res50_q5_ord2;O2;2.5;0.91;1.28;0.88;0.92;0.97
cenario06_min16_mx4_res50_q5_ord2;O2;3.0;0.9;1.71;0.87;0.88;0.96
cenario06_min16_mx4_res50_q5_ord2;O2;3.5;0.9;2.14;0.85;0.84;0.96
cenario06_min16_mx4_res50_q5_ord2;O2;4.0;0.89;2.57;0.84;0.79;0.96
cenario06_min16_mx4_res50_q5_ord2;O2;4.5;0.89;2.98;0.83;0.74;0.96
cenario06_min16_mx4_res50_q5_ord2;O2;5.0;0.88;3.39;0.82;0.71;0.96
cenario07_min16_mx4_res50_q10_ord1;O2;-10.0;1.01;-11.09;1.08;0.25;0.98
cenario07_min16_mx4_res50_q10_ord1;O2;-9.0;1.0;-10.01;1.08;0.28;0.98
cenario07_min16_mx4_res50_q10_ord1;O2;-8.0;0.99;-8.93;1.07;0.33;0.98
cenario07_min16_mx4_res50_q10_ord1;O2;-7.0;0.98;-7.86;1.06;0.41;0.98
cenario07_min16_mx4_res50_q10_ord1;O2;-6.0;0.97;-6.8;1.05;0.5;0.98
cenario07_min16_mx4_res50_q10_ord1;O2;-5.0;0.95;-5.76;1.03;0.61;0.98
cenario07_min16_mx4_res50_q10_ord1;O2;-4.0;0.94;-4.74;1.0;0.73;0.98
cenario07_min16_mx4_res50_q10_ord1;O2;-3.0;0.92;-3.75;0.97;0.85;0.98
cenario07_min16_mx4_res50_q10_ord1;O2;-2.0;0.9;-2.8;0.94;0.93;0.98
cenario07_min16_mx4_res50_q10_ord1;O2;-1.0;0.88;-1.88;0.9;0.98;0.98
cenario07_min16_mx4_res50_q10_ord1;O2;1.0;0.85;-0.15;0.83;0.98;0.98
cenario07_min16_mx4_res50_q10_ord1;O2;2.0;0.83;0.66;0.8;0.93;0.97
cenario07_min16_mx4_res50_q10_ord1;O2;3.0;0.81;1.44;0.76;0.85;0.97
cenario07_min16_mx4_res50_q10_ord1;O2;4.0;0.8;2.19;0.73;0.75;0.97
cenario07_min16_mx4_res50_q10_ord1;O2;5.0;0.78;2.91;0.71;0.65;0.96
cenario07_min16_mx4_res50_q10_ord1;O2;6.0;0.77;3.61;0.69;0.54;0.96
cenario07_min16_mx4_res50_q10_ord1;O2;7.0;0.76;4.29;0.68;0.46;0.96
cenario07_min16_mx4_res50_q10_ord1;O2;8.0;0.75;4.96;0.67;0.39;0.96
cenario07_min16_mx4_res50_q10_ord1;O2;9.0;0.74;5.63;0.66;0.33;0.96
cenario07_min16_mx4_res50_q10_ord1;O2;10.0;0.73;6.29;0.66;0.31;0.96
cenario08_min16_mx4_res50_q10_ord2;O2;-10.0;1.08;-11.8;1.17;0.15;0.97
cenario08_min16_mx4_res50_q10_ord2;O2;-9.0;1.07;-10.64;1.16;0.18;0.97
cenario08_min16_mx4_res50_q10_ord2;O2;-8.0;1.06;-9.48;1.15;0.24;0.97
cenario08_min16_mx4_res50_q10_ord2;O2;-7.0;1.05;-8.33;1.14;0.33;0.97
cenario08_min16_mx4_res50_q10_ord2;O2;-6.0;1.03;-7.19;1.13;0.44;0.97
cenario08_min16_mx4_res50_q10_ord2;O2;-5.0;1.02;-6.08;1.1;0.58;0.98
cenario08_min16_mx4_res50_q10_ord2;O2;-4.0;1.0;-5.0;1.06;0.74;0.98
cenario08_min16_mx4_res50_q10_ord2;O2;-3.0;0.98;-3.95;1.03;0.86;0.98
cenario08_min16_mx4_res50_q10_ord2;O2;-2.0;0.97;-2.94;1.0;0.94;0.98
cenario08_min16_mx4_res50_q10_ord2;O2;-1.0;0.96;-1.96;0.97;0.99;0.98
cenario08_min16_mx4_res50_q10_ord2;O2;1.0;0.93;-0.07;0.92;0.99;0.97
cenario08_min16_mx4_res50_q10_ord2;O2;2.0;0.92;0.84;0.89;0.95;0.97
cenario08_min16_mx4_res50_q10_ord2;O2;3.0;0.9;1.71;0.87;0.88;0.96
cenario08_min16_mx4_res50_q10_ord2;O2;4.0;0.89;2.57;0.84;0.79;0.96
cenario08_min16_mx4_res50_q10_ord2;O2;5.0;0.88;3.39;0.82;0.69;0.96
cenario08_min16_mx4_res50_q10_ord2;O2;6.0;0.87;4.2;0.8;0.58;0.95
cenario08_min16_mx4_res50_q10_ord2;O2;7.0;0.85;4.98;0.78;0.47;0.95
cenario08_min16_mx4_res50_q10_ord2;O2;8.0;0.84;5.76;0.77;0.38;0.95
cenario08_min16_mx4_res50_q10_ord2;O2;9.0;0.84;6.52;0.76;0.31;0.95
cenario08_min16_mx4_res50_q10_ord2;O2;10.0;0.83;7.28;0.76;0.28;0.94
cenario09_min16_mx8_res30_q5_ord1;O2;-5.0;1.0;-6.0;1.08;0.61;0.98
cenario09_min16_mx8_res30_q5_ord1;O2;-4.5;0.99;-5.46;1.07;0.64;0.98
cenario09_min16_mx8_res30_q5_ord1;O2;-4.0;0.98;-4.93;1.06;0.71;0.98
cenario09_min16_mx8_res30_q5_ord1;O2;-3.5;0.97;-4.41;1.04;0.78;0.98
cenario09_min16_mx8_res30_q5_ord1;O2;-3.0;0.96;-3.89;1.02;0.83;0.98
cenario09_min16_mx8_res30_q5_ord1;O2;-2.5;0.96;-3.39;1.0;0.89;0.98
cenario09_min16_mx8_res30_q5_ord1;O2;-2.0;0.95;-2.89;0.98;0.93;0.98
cenario09_min16_mx8_res30_q5_ord1;O2;-1.5;0.94;-2.41;0.96;0.96;0.98
cenario09_min16_mx8_res30_q5_ord1;O2;-1.0;0.93;-1.93;0.95;0.98;0.98
cenario09_min16_mx8_res30_q5_ord1;O2;-0.5;0.92;-1.46;0.93;1.0;0.98
cenario09_min16_mx8_res30_q5_ord1;O2;0.5;0.9;-0.55;0.89;1.0;0.98
cenario09_min16_mx8_res30_q5_ord1;O2;1.0;0.89;-0.11;0.87;0.98;0.98
cenario09_min16_mx8_res30_q5_ord1;O2;1.5;0.88;0.33;0.86;0.96;0.98
cenario09_min16_mx8_res30_q5_ord1;O2;2.0;0.87;0.75;0.84;0.93;0.98
cenario09_min16_mx8_res30_q5_ord1;O2;2.5;0.87;1.17;0.82;0.89;0.98
cenario09_min16_mx8_res30_q5_ord1;O2;3.0;0.86;1.57;0.81;0.85;0.97
cenario09_min16_mx8_res30_q5_ord1;O2;3.5;0.85;1.97;0.79;0.8;0.97
cenario09_min16_mx8_res30_q5_ord1;O2;4.0;0.84;2.37;0.78;0.74;0.97
cenario09_min16_mx8_res30_q5_ord1;O2;4.5;0.83;2.75;0.76;0.68;0.97
cenario09_min16_mx8_res30_q5_ord1;O2;5.0;0.83;3.13;0.75;0.65;0.97
cenario10_min16_mx8_res30_q5_ord2;O2;-5.0;1.06;-6.29;1.12;0.68;0.98
cenario10_min16_mx8_res30_q5_ord2;O2;-4.5;1.05;-5.73;1.11;0.71;0.98
cenario10_min16_mx8_res30_q5_ord2;O2;-4.0;1.04;-5.17;1.1;0.77;0.98
cenario10_min16_mx8_res30_q5_ord2;O2;-3.5;1.04;-4.63;1.09;0.83;0.98
cenario10_min16_mx8_res30_q5_ord2;O2;-3.0;1.03;-4.09;1.07;0.87;0.98
cenario10_min16_mx8_res30_q5_ord2;O2;-2.5;1.02;-3.55;1.06;0.91;0.98
cenario10_min16_mx8_res30_q5_ord2;O2;-2.0;1.02;-3.03;1.04;0.95;0.98
cenario10_min16_mx8_res30_q5_ord2;O2;-1.5;1.01;-2.51;1.03;0.97;0.98
cenario10_min16_mx8_res30_q5_ord2;O2;-1.0;1.0;-2.0;1.01;0.99;0.98
cenario10_min16_mx8_res30_q5_ord2;O2;-0.5;1.0;-1.5;1.0;1.0;0.98
cenario10_min16_mx8_res30_q5_ord2;O2;0.5;0.98;-0.51;0.98;1.0;0.97
cenario10_min16_mx8_res30_q5_ord2;O2;1.0;0.98;-0.02;0.97;0.99;0.97
cenario10_min16_mx8_res30_q5_ord2;O2;1.5;0.97;0.46;0.96;0.98;0.97
cenario10_min16_mx8_res30_q5_ord2;O2;2.0;0.97;0.93;0.95;0.96;0.97
cenario10_min16_mx8_res30_q5_ord2;O2;2.5;0.96;1.4;0.94;0.94;0.97
cenario10_min16_mx8_res30_q5_ord2;O2;3.0;0.96;1.87;0.93;0.91;0.97
cenario10_min16_mx8_res30_q5_ord2;O2;3.5;0.95;2.33;0.92;0.88;0.97
cenario10_min16_mx8_res30_q5_ord2;O2;4.0;0.95;2.79;0.91;0.84;0.96
cenario10_min16_mx8_res30_q5_ord2;O2;4.5;0.94;3.24;0.9;0.8;0.96
cenario10_min16_mx8_res30_q5_ord2;O2;5.0;0.94;3.69;0.89;0.78;0.96
cenario11_min16_mx8_res30_q10_ord1;O2;-10.0;1.06;-11.62;1.14;0.22;0.98
cenario11_min16_mx8_res30_q10_ord1;O2;-9.0;1.05;-10.48;1.14;0.24;0.98
cenario11_min16_mx8_res30_q10_ord1;O2;-8.0;1.04;-9.35;1.13;0.29;0.98
cenario11_min16_mx8_res30_q10_ord1;O2;-7.0;1.03;-8.22;1.12;0.36;0.98
cenario11_min16_mx8_res30_q10_ord1;O2;-6.0;1.02;-7.1;1.11;0.45;0.98
cenario11_min16_mx8_res30_q10_ord1;O2;-5.0;1.0;-6.0;1.09;0.58;0.98
cenario11_min16_mx8_res30_q10_ord1;O2;-4.0;0.98;-4.93;1.05;0.71;0.98
cenario11_min16_mx8_res30_q10_ord1;O2;-3.0;0.96;-3.89;1.02;0.83;0.98
cenario11_min16_mx8_res30_q10_ord1;O2;-2.0;0.95;-2.89;0.98;0.93;0.98
cenario11_min16_mx8_res30_q10_ord1;O2;-1.0;0.93;-1.93;0.95;0.98;0.98
cenario11_min16_mx8_res30_q10_ord1;O2;1.0;0.89;-0.11;0.88;0.98;0.98
cenario11_min16_mx8_res30_q10_ord1;O2;2.0;0.87;0.75;0.84;0.93;0.98
cenario11_min16_mx8_res30_q10_ord1;O2;3.0;0.86;1.57;0.81;0.85;0.97
cenario11_min16_mx8_res30_q10_ord1;O2;4.0;0.84;2.37;0.78;0.74;0.97
cenario11_min16_mx8_res30_q10_ord1;O2;5.0;0.83;3.13;0.75;0.62;0.97
cenario11_min16_mx8_res30_q10_ord1;O2;6.0;0.81;3.86;0.73;0.5;0.96
cenario11_min16_mx8_res30_q10_ord1;O2;7.0;0.8;4.58;0.71;0.4;0.96
cenario11_min16_mx8_res30_q10_ord1;O2;8.0;0.79;5.29;0.7;0.33;0.96
cenario11_min16_mx8_res30_q10_ord1;O2;9.0;0.78;5.99;0.7;0.27;0.96
cenario11_min16_mx8_res30_q10_ord1;O2;10.0;0.77;6.68;0.69;0.25;0.96
cenario12_min16_mx8_res30_q10_ord2;O2;-10.0;1.11;-12.14;1.19;0.23;0.98
cenario12_min16_mx8_res30_q10_ord2;O2;-9.0;1.1;-10.94;1.19;0.26;0.98
cenario12_min16_mx8_res30_q10_ord2;O2;-8.0;1.1;-9.76;1.18;0.33;0.98
cenario12_min16_mx8_res30_q10_ord2;O2;-7.0;1.08;-8.59;1.17;0.42;0.98
cenario12_min16_mx8_res30_q10_ord2;O2;-6.0;1.07;-7.43;1.15;0.53;0.98
cenario12_min16_mx8_res30_q10_ord2;O2;-5.0;1.06;-6.29;1.13;0.65;0.98
cenario12_min16_mx8_res30_q10_ord2;O2;-4.0;1.04;-5.17;1.1;0.77;0.98
cenario12_min16_mx8_res30_q10_ord2;O2;-3.0;1.03;-4.09;1.07;0.87;0.98
cenario12_min16_mx8_res30_q10_ord2;O2;-2.0;1.02;-3.03;1.04;0.95;0.98
cenario12_min16_mx8_res30_q10_ord2;O2;-1.0;1.0;-2.0;1.02;0.99;0.98
cenario12_min16_mx8_res30_q10_ord2;O2;1.0;0.98;-0.02;0.97;0.99;0.97
cenario12_min16_mx8_res30_q10_ord2;O2;2.0;0.97;0.93;0.95;0.96;0.97
cenario12_min16_mx8_res30_q10_ord2;O2;3.0;0.96;1.87;0.93;0.91;0.97
cenario12_min16_mx8_res30_q10_ord2;O2;4.0;0.95;2.79;0.91;0.84;0.96
cenario12_min16_mx8_res30_q10_ord2;O2;5.0;0.94;3.69;0.89;0.76;0.96
cenario12_min16_mx8_res30_q10_ord2;O2;6.0;0.93;4.57;0.87;0.67;0.96
cenario12_min16_mx8_res30_q10_ord2;O2;7.0;0.92;5.43;0.86;0.58;0.96
cenario12_min16_mx8_res30_q10_ord2;O2;8.0;0.91;6.28;0.85;0.5;0.96
cenario12_min16_mx8_res30_q10_ord2;O2;9.0;0.9;7.13;0.84;0.43;0.95
cenario12_min16_mx8_res30_q10_ord2;O2;10.0;0.9;7.96;0.84;0.4;0.95
cenario13_min16_mx8_res50_q5_ord1;O2;-5.0;0.99;-5.97;1.07;0.63;0.98
cenario13_min16_mx8_res50_q5_ord1;O2;-4.5;0.98;-5.43;1.06;0.66;0.98
cenario13_min16_mx8_res50_q5_ord1;O2;-4.0;0.98;-4.91;1.04;0.73;0.98
cenario13_min16_mx8_res50_q5_ord1;O2;-3.5;0.97;-4.39;1.03;0.79;0.98
cenario13_min16_mx8_res50_q5_ord1;O2;-3.0;0.96;-3.88;1.01;0.85;0.98
cenario13_min16_mx8_res50_q5_ord1;O2;-2.5;0.95;-3.38;0.99;0.89;0.98
cenario13_min16_mx8_res50_q5_ord1;O2;-2.0;0.94;-2.89;0.98;0.93;0.98
cenario13_min16_mx8_res50_q5_ord1;O2;-1.5;0.93;-2.4;0.96;0.96;0.98
cenario13_min16_mx8_res50_q5_ord1;O2;-1.0;0.93;-1.93;0.94;0.98;0.98
cenario13_min16_mx8_res50_q5_ord1;O2;-0.5;0.92;-1.46;0.93;1.0;0.98
cenario13_min16_mx8_res50_q5_ord1;O2;0.5;0.9;-0.55;0.89;1.0;0.98
cenario13_min16_mx8_res50_q5_ord1;O2;1.0;0.89;-0.11;0.87;0.98;0.98
cenario13_min16_mx8_res50_q5_ord1;O2;1.5;0.88;0.32;0.86;0.96;0.98
cenario13_min16_mx8_res50_q5_ord1;O2;2.0;0.87;0.74;0.84;0.93;0.98
cenario13_min16_mx8_res50_q5_ord1;O2;2.5;0.86;1.16;0.82;0.9;0.98
cenario13_min16_mx8_res50_q5_ord1;O2;3.0;0.86;1.57;0.81;0.86;0.97
cenario13_min16_mx8_res50_q5_ord1;O2;3.5;0.85;1.97;0.79;0.81;0.97
cenario13_min16_mx8_res50_q5_ord1;O2;4.0;0.84;2.36;0.78;0.76;0.97
cenario13_min16_mx8_res50_q5_ord1;O2;4.5;0.83;2.75;0.77;0.7;0.97
cenario13_min16_mx8_res50_q5_ord1;O2;5.0;0.83;3.13;0.76;0.67;0.97
cenario14_min16_mx8_res50_q5_ord2;O2;-5.0;1.06;-6.3;1.13;0.63;0.98
cenario14_min16_mx8_res50_q5_ord2;O2;-4.5;1.05;-5.73;1.13;0.67;0.98
cenario14_min16_mx8_res50_q5_ord2;O2;-4.0;1.04;-5.18;1.11;0.74;0.98
cenario14_min16_mx8_res50_q5_ord2;O2;-3.5;1.04;-4.63;1.09;0.81;0.98
cenario14_min16_mx8_res50_q5_ord2;O2;-3.0;1.03;-4.08;1.07;0.86;0.98
cenario14_min16_mx8_res50_q5_ord2;O2;-2.5;1.02;-3.55;1.06;0.91;0.98
cenario14_min16_mx8_res50_q5_ord2;O2;-2.0;1.01;-3.03;1.04;0.94;0.98
cenario14_min16_mx8_res50_q5_ord2;O2;-1.5;1.01;-2.51;1.03;0.97;0.98
cenario14_min16_mx8_res50_q5_ord2;O2;-1.0;1.0;-2.0;1.01;0.99;0.98
cenario14_min16_mx8_res50_q5_ord2;O2;-0.5;0.99;-1.5;1.0;1.0;0.98
cenario14_min16_mx8_res50_q5_ord2;O2;0.5;0.98;-0.51;0.98;1.0;0.97
cenario14_min16_mx8_res50_q5_ord2;O2;1.0;0.98;-0.02;0.96;0.99;0.97
cenario14_min16_mx8_res50_q5_ord2;O2;1.5;0.97;0.45;0.95;0.97;0.97
cenario14_min16_mx8_res50_q5_ord2;O2;2.0;0.96;0.93;0.94;0.96;0.97
cenario14_min16_mx8_res50_q5_ord2;O2;2.5;0.96;1.4;0.93;0.93;0.97
cenario14_min16_mx8_res50_q5_ord2;O2;3.0;0.95;1.86;0.92;0.9;0.97
cenario14_min16_mx8_res50_q5_ord2;O2;3.5;0.95;2.32;0.91;0.87;0.97
cenario14_min16_mx8_res50_q5_ord2;O2;4.0;0.94;2.77;0.9;0.83;0.96
