Cenário;Canal;q;h(q);tau(q);alpha;f(alpha);R2
cenario88_min128_mx8_res50_q10_ord2;O2;7.0;0.58;3.07;0.47;0.2;0.97
cenario88_min128_mx8_res50_q10_ord2;O2;8.0;0.57;3.53;0.46;0.12;0.97
cenario88_min128_mx8_res50_q10_ord2;O2;9.0;0.55;3.98;0.45;0.06;0.97
cenario88_min128_mx8_res50_q10_ord2;O2;10.0;0.54;4.42;0.45;0.03;0.96
cenario89_min128_mx10_res30_q5_ord1;O2;-5.0;0.86;-5.31;0.97;0.48;0.98
cenario89_min128_mx10_res30_q5_ord1;O2;-4.5;0.85;-4.83;0.96;0.52;0.98
cenario89_min128_mx10_res30_q5_ord1;O2;-4.0;0.84;-4.35;0.94;0.6;0.98
cenario89_min128_mx10_res30_q5_ord1;O2;-3.5;0.83;-3.89;0.92;0.67;0.98
cenario89_min128_mx10_res30_q5_ord1;O2;-3.0;0.81;-3.43;0.9;0.75;0.98
cenario89_min128_mx10_res30_q5_ord1;O2;-2.5;0.8;-2.99;0.87;0.82;0.98
cenario89_min128_mx10_res30_q5_ord1;O2;-2.0;0.78;-2.56;0.84;0.88;0.99
cenario89_min128_mx10_res30_q5_ord1;O2;-1.5;0.77;-2.15;0.81;0.93;0.99
cenario89_min128_mx10_res30_q5_ord1;O2;-1.0;0.75;-1.75;0.78;0.97;0.99
cenario89_min128_mx10_res30_q5_ord1;O2;-0.5;0.73;-1.37;0.75;0.99;0.99
cenario89_min128_mx10_res30_q5_ord1;O2;0.5;0.7;-0.65;0.68;0.99;0.99
cenario89_min128_mx10_res30_q5_ord1;O2;1.0;0.68;-0.32;0.65;0.97;0.99
cenario89_min128_mx10_res30_q5_ord1;O2;1.5;0.66;-0.01;0.61;0.92;0.99
cenario89_min128_mx10_res30_q5_ord1;O2;2.0;0.65;0.29;0.58;0.87;0.99
cenario89_min128_mx10_res30_q5_ord1;O2;2.5;0.63;0.58;0.55;0.81;0.99
cenario89_min128_mx10_res30_q5_ord1;O2;3.0;0.61;0.84;0.53;0.74;0.99
cenario89_min128_mx10_res30_q5_ord1;O2;3.5;0.6;1.1;0.51;0.67;0.99
cenario89_min128_mx10_res30_q5_ord1;O2;4.0;0.59;1.35;0.49;0.6;0.99
cenario89_min128_mx10_res30_q5_ord1;O2;4.5;0.58;1.59;0.47;0.54;0.98
cenario89_min128_mx10_res30_q5_ord1;O2;5.0;0.56;1.82;0.47;0.51;0.98
cenario90_min128_mx10_res30_q5_ord2;O2;-5.0;0.9;-5.5;1.0;0.48;0.98
cenario90_min128_mx10_res30_q5_ord2;O2;-4.5;0.89;-5.0;0.99;0.52;0.98
cenario90_min128_mx10_res30_q5_ord2;O2;-4.0;0.88;-4.5;0.97;0.61;0.98
cenario90_min128_mx10_res30_q5_ord2;O2;-3.5;0.86;-4.02;0.95;0.69;0.98
cenario90_min128_mx10_res30_q5_ord2;O2;-3.0;0.85;-3.55;0.93;0.77;0.98
cenario90_min128_mx10_res30_q5_ord2;O2;-2.5;0.84;-3.09;0.9;0.84;0.98
cenario90_min128_mx10_res30_q5_ord2;O2;-2.0;0.82;-2.65;0.88;0.89;0.98
cenario90_min128_mx10_res30_q5_ord2;O2;-1.5;0.81;-2.22;0.85;0.94;0.98
cenario90_min128_mx10_res30_q5_ord2;O2;-1.0;0.8;-1.8;0.83;0.97;0.98
cenario90_min128_mx10_res30_q5_ord2;O2;-0.5;0.78;-1.39;0.8;0.99;0.98
cenario90_min128_mx10_res30_q5_ord2;O2;0.5;0.75;-0.62;0.74;0.99;0.98
cenario90_min128_mx10_res30_q5_ord2;O2;1.0;0.74;-0.26;0.71;0.97;0.98
cenario90_min128_mx10_res30_q5_ord2;O2;1.5;0.73;0.09;0.68;0.93;0.98
cenario90_min128_mx10_res30_q5_ord2;O2;2.0;0.71;0.42;0.65;0.88;0.98
cenario90_min128_mx10_res30_q5_ord2;O2;2.5;0.7;0.74;0.62;0.82;0.98
cenario90_min128_mx10_res30_q5_ord2;O2;3.0;0.68;1.04;0.59;0.74;0.98
cenario90_min128_mx10_res30_q5_ord2;O2;3.5;0.67;1.33;0.57;0.65;0.98
cenario90_min128_mx10_res30_q5_ord2;O2;4.0;0.65;1.61;0.54;0.55;0.98
cenario90_min128_mx10_res30_q5_ord2;O2;4.5;0.64;1.87;0.52;0.45;0.98
cenario90_min128_mx10_res30_q5_ord2;O2;5.0;0.63;2.13;0.51;0.4;0.98
cenario91_min128_mx10_res30_q10_ord1;O2;-10.0;0.94;-10.39;1.03;0.05;0.98
cenario91_min128_mx10_res30_q10_ord1;O2;-9.0;0.93;-9.36;1.03;0.07;0.98
cenario91_min128_mx10_res30_q10_ord1;O2;-8.0;0.92;-8.33;1.02;0.13;0.98
cenario91_min128_mx10_res30_q10_ord1;O2;-7.0;0.9;-7.31;1.01;0.2;0.98
cenario91_min128_mx10_res30_q10_ord1;O2;-6.0;0.88;-6.3;1.0;0.31;0.98
cenario91_min128_mx10_res30_q10_ord1;O2;-5.0;0.86;-5.31;0.97;0.45;0.98
cenario91_min128_mx10_res30_q10_ord1;O2;-4.0;0.84;-4.35;0.94;0.6;0.98
cenario91_min128_mx10_res30_q10_ord1;O2;-3.0;0.81;-3.43;0.89;0.75;0.98
cenario91_min128_mx10_res30_q10_ord1;O2;-2.0;0.78;-2.56;0.84;0.88;0.99
cenario91_min128_mx10_res30_q10_ord1;O2;-1.0;0.75;-1.75;0.78;0.97;0.99
cenario91_min128_mx10_res30_q10_ord1;O2;1.0;0.68;-0.32;0.65;0.97;0.99
cenario91_min128_mx10_res30_q10_ord1;O2;2.0;0.65;0.29;0.58;0.87;0.99
cenario91_min128_mx10_res30_q10_ord1;O2;3.0;0.61;0.84;0.53;0.74;0.99
cenario91_min128_mx10_res30_q10_ord1;O2;4.0;0.59;1.35;0.49;0.61;0.99
cenario91_min128_mx10_res30_q10_ord1;O2;5.0;0.56;1.82;0.46;0.48;0.98
cenario91_min128_mx10_res30_q10_ord1;O2;6.0;0.55;2.27;0.44;0.38;0.98
cenario91_min128_mx10_res30_q10_ord1;O2;7.0;0.53;2.71;0.43;0.3;0.98
cenario91_min128_mx10_res30_q10_ord1;O2;8.0;0.52;3.13;0.42;0.23;0.97
cenario91_min128_mx10_res30_q10_ord1;O2;9.0;0.51;3.55;0.41;0.18;0.97
cenario91_min128_mx10_res30_q10_ord1;O2;10.0;0.5;3.96;0.41;0.16;0.96
cenario92_min128_mx10_res30_q10_ord2;O2;-10.0;0.98;-10.84;1.09;-0.09;0.98
cenario92_min128_mx10_res30_q10_ord2;O2;-9.0;0.97;-9.74;1.09;-0.06;0.98
cenario92_min128_mx10_res30_q10_ord2;O2;-8.0;0.96;-8.66;1.08;0.02;0.98
cenario92_min128_mx10_res30_q10_ord2;O2;-7.0;0.94;-7.58;1.06;0.13;0.98
cenario92_min128_mx10_res30_q10_ord2;O2;-6.0;0.92;-6.53;1.04;0.27;0.98
cenario92_min128_mx10_res30_q10_ord2;O2;-5.0;0.9;-5.5;1.01;0.44;0.98
cenario92_min128_mx10_res30_q10_ord2;O2;-4.0;0.88;-4.5;0.97;0.61;0.98
cenario92_min128_mx10_res30_q10_ord2;O2;-3.0;0.85;-3.55;0.93;0.77;0.98
cenario92_min128_mx10_res30_q10_ord2;O2;-2.0;0.82;-2.65;0.88;0.89;0.98
cenario92_min128_mx10_res30_q10_ord2;O2;-1.0;0.8;-1.8;0.82;0.97;0.98
cenario92_min128_mx10_res30_q10_ord2;O2;1.0;0.74;-0.26;0.71;0.97;0.98
cenario92_min128_mx10_res30_q10_ord2;O2;2.0;0.71;0.42;0.65;0.88;0.98
cenario92_min128_mx10_res30_q10_ord2;O2;3.0;0.68;1.04;0.59;0.74;0.98
cenario92_min128_mx10_res30_q10_ord2;O2;4.0;0.65;1.61;0.54;0.56;0.98
cenario92_min128_mx10_res30_q10_ord2;O2;5.0;0.63;2.13;0.5;0.36;0.98
cenario92_min128_mx10_res30_q10_ord2;O2;6.0;0.6;2.61;0.47;0.19;0.97
cenario92_min128_mx10_res30_q10_ord2;O2;7.0;0.58;3.06;0.45;0.06;0.97
cenario92_min128_mx10_res30_q10_ord2;O2;8.0;0.56;3.5;0.43;-0.03;0.97
cenario92_min128_mx10_res30_q10_ord2;O2;9.0;0.55;3.93;0.43;-0.1;0.97
cenario92_min128_mx10_res30_q10_ord2;O2;10.0;0.53;4.35;0.42;-0.12;0.97
cenario93_min128_mx10_res50_q5_ord1;O2;-5.0;0.86;-5.3;0.97;0.44;0.98
cenario93_min128_mx10_res50_q5_ord1;O2;-4.5;0.85;-4.82;0.96;0.48;0.98
cenario93_min128_mx10_res50_q5_ord1;O2;-4.0;0.83;-4.34;0.94;0.56;0.98
cenario93_min128_mx10_res50_q5_ord1;O2;-3.5;0.82;-3.87;0.92;0.65;0.98
cenario93_min128_mx10_res50_q5_ord1;O2;-3.0;0.81;-3.42;0.9;0.73;0.98
cenario93_min128_mx10_res50_q5_ord1;O2;-2.5;0.79;-2.98;0.87;0.81;0.98
cenario93_min128_mx10_res50_q5_ord1;O2;-2.0;0.78;-2.55;0.84;0.87;0.98
cenario93_min128_mx10_res50_q5_ord1;O2;-1.5;0.76;-2.14;0.81;0.93;0.98
cenario93_min128_mx10_res50_q5_ord1;O2;-1.0;0.74;-1.74;0.78;0.97;0.98
cenario93_min128_mx10_res50_q5_ord1;O2;-0.5;0.73;-1.36;0.74;0.99;0.98
cenario93_min128_mx10_res50_q5_ord1;O2;0.5;0.69;-0.65;0.67;0.99;0.99
cenario93_min128_mx10_res50_q5_ord1;O2;1.0;0.67;-0.33;0.64;0.97;0.99
cenario93_min128_mx10_res50_q5_ord1;O2;1.5;0.66;-0.02;0.61;0.93;0.99
cenario93_min128_mx10_res50_q5_ord1;O2;2.0;0.64;0.28;0.58;0.87;0.99
cenario93_min128_mx10_res50_q5_ord1;O2;2.5;0.62;0.56;0.55;0.81;0.99
cenario93_min128_mx10_res50_q5_ord1;O2;3.0;0.61;0.83;0.52;0.74;0.99
cenario93_min128_mx10_res50_q5_ord1;O2;3.5;0.6;1.08;0.5;0.68;0.99
cenario93_min128_mx10_res50_q5_ord1;O2;4.0;0.58;1.33;0.49;0.61;0.99
cenario93_min128_mx10_res50_q5_ord1;O2;4.5;0.57;1.57;0.47;0.55;0.98
cenario93_min128_mx10_res50_q5_ord1;O2;5.0;0.56;1.8;0.46;0.52;0.98
cenario94_min128_mx10_res50_q5_ord2;O2;-5.0;0.9;-5.49;1.01;0.46;0.98
cenario94_min128_mx10_res50_q5_ord2;O2;-4.5;0.89;-4.98;1.0;0.5;0.98
cenario94_min128_mx10_res50_q5_ord2;O2;-4.0;0.87;-4.49;0.97;0.59;0.98
cenario94_min128_mx10_res50_q5_ord2;O2;-3.5;0.86;-4.01;0.95;0.68;0.98
cenario94_min128_mx10_res50_q5_ord2;O2;-3.0;0.85;-3.54;0.93;0.76;0.98
cenario94_min128_mx10_res50_q5_ord2;O2;-2.5;0.83;-3.08;0.9;0.83;0.98
cenario94_min128_mx10_res50_q5_ord2;O2;-2.0;0.82;-2.64;0.87;0.89;0.98
cenario94_min128_mx10_res50_q5_ord2;O2;-1.5;0.81;-2.21;0.85;0.94;0.98
cenario94_min128_mx10_res50_q5_ord2;O2;-1.0;0.79;-1.79;0.82;0.97;0.98
cenario94_min128_mx10_res50_q5_ord2;O2;-0.5;0.78;-1.39;0.79;0.99;0.98
cenario94_min128_mx10_res50_q5_ord2;O2;0.5;0.75;-0.63;0.74;0.99;0.98
cenario94_min128_mx10_res50_q5_ord2;O2;1.0;0.74;-0.26;0.71;0.97;0.98
cenario94_min128_mx10_res50_q5_ord2;O2;1.5;0.72;0.08;0.68;0.93;0.98
cenario94_min128_mx10_res50_q5_ord2;O2;2.0;0.71;0.41;0.65;0.88;0.98
cenario94_min128_mx10_res50_q5_ord2;O2;2.5;0.69;0.73;0.62;0.82;0.98
cenario94_min128_mx10_res50_q5_ord2;O2;3.0;0.68;1.03;0.59;0.75;0.98
cenario94_min128_mx10_res50_q5_ord2;O2;3.5;0.66;1.32;0.57;0.66;0.98
cenario94_min128_mx10_res50_q5_ord2;O2;4.0;0.65;1.6;0.54;0.58;0.98
cenario94_min128_mx10_res50_q5_ord2;O2;4.5;0.64;1.87;0.52;0.49;0.98
cenario94_min128_mx10_res50_q5_ord2;O2;5.0;0.62;2.12;0.51;0.45;0.98
cenario95_min128_mx10_res50_q10_ord1;O2;-10.0;0.94;-10.41;1.04;0.02;0.98
cenario95_min128_mx10_res50_q10_ord1;O2;-9.0;0.93;-9.38;1.04;0.04;0.98
cenario95_min128_mx10_res50_q10_ord1;O2;-8.0;0.92;-8.34;1.03;0.09;0.98
cenario95_min128_mx10_res50_q10_ord1;O2;-7.0;0.9;-7.31;1.02;0.16;0.98
cenario95_min128_mx10_res50_q10_ord1;O2;-6.0;0.88;-6.3;1.01;0.27;0.98
cenario95_min128_mx10_res50_q10_ord1;O2;-5.0;0.86;-5.3;0.98;0.41;0.98
cenario95_min128_mx10_res50_q10_ord1;O2;-4.0;0.83;-4.34;0.94;0.57;0.98
cenario95_min128_mx10_res50_q10_ord1;O2;-3.0;0.81;-3.42;0.89;0.74;0.98
cenario95_min128_mx10_res50_q10_ord1;O2;-2.0;0.78;-2.55;0.84;0.87;0.98
cenario95_min128_mx10_res50_q10_ord1;O2;-1.0;0.74;-1.74;0.77;0.97;0.98
cenario95_min128_mx10_res50_q10_ord1;O2;1.0;0.67;-0.33;0.64;0.97;0.99
cenario95_min128_mx10_res50_q10_ord1;O2;2.0;0.64;0.28;0.58;0.87;0.99
cenario95_min128_mx10_res50_q10_ord1;O2;3.0;0.61;0.83;0.53;0.75;0.99
cenario95_min128_mx10_res50_q10_ord1;O2;4.0;0.58;1.33;0.49;0.62;0.99
cenario95_min128_mx10_res50_q10_ord1;O2;5.0;0.56;1.8;0.46;0.49;0.98
cenario95_min128_mx10_res50_q10_ord1;O2;6.0;0.54;2.25;0.44;0.39;0.98
cenario95_min128_mx10_res50_q10_ord1;O2;7.0;0.53;2.68;0.43;0.3;0.98
cenario95_min128_mx10_res50_q10_ord1;O2;8.0;0.51;3.1;0.42;0.23;0.97
cenario95_min128_mx10_res50_q10_ord1;O2;9.0;0.5;3.51;0.41;0.17;0.97
cenario95_min128_mx10_res50_q10_ord1;O2;10.0;0.49;3.92;0.41;0.15;0.97
cenario96_min128_mx10_res50_q10_ord2;O2;-10.0;0.98;-10.81;1.09;-0.04;0.98
cenario96_min128_mx10_res50_q10_ord2;O2;-9.0;0.97;-9.72;1.08;-0.02;0.98
cenario96_min128_mx10_res50_q10_ord2;O2;-8.0;0.96;-8.64;1.08;0.04;0.98
cenario96_min128_mx10_res50_q10_ord2;O2;-7.0;0.94;-7.57;1.06;0.13;0.98
cenario96_min128_mx10_res50_q10_ord2;O2;-6.0;0.92;-6.52;1.04;0.26;0.98
cenario96_min128_mx10_res50_q10_ord2;O2;-5.0;0.9;-5.49;1.01;0.42;0.98
cenario96_min128_mx10_res50_q10_ord2;O2;-4.0;0.87;-4.49;0.97;0.6;0.98
cenario96_min128_mx10_res50_q10_ord2;O2;-3.0;0.85;-3.54;0.93;0.76;0.98
cenario96_min128_mx10_res50_q10_ord2;O2;-2.0;0.82;-2.64;0.87;0.89;0.98
cenario96_min128_mx10_res50_q10_ord2;O2;-1.0;0.79;-1.79;0.82;0.97;0.98
cenario96_min128_mx10_res50_q10_ord2;O2;1.0;0.74;-0.26;0.71;0.97;0.98
cenario96_min128_mx10_res50_q10_ord2;O2;2.0;0.71;0.41;0.65;0.88;0.98
cenario96_min128_mx10_res50_q10_ord2;O2;3.0;0.68;1.03;0.59;0.75;0.98
cenario96_min128_mx10_res50_q10_ord2;O2;4.0;0.65;1.6;0.55;0.58;0.98
cenario96_min128_mx10_res50_q10_ord2;O2;5.0;0.62;2.12;0.51;0.42;0.98
cenario96_min128_mx10_res50_q10_ord2;O2;6.0;0.6;2.62;0.48;0.27;0.97
cenario96_min128_mx10_res50_q10_ord2;O2;7.0;0.58;3.09;0.46;0.16;0.97
cenario96_min128_mx10_res50_q10_ord2;O2;8.0;0.57;3.54;0.45;0.07;0.97
cenario96_min128_mx10_res50_q10_ord2;O2;9.0;0.55;3.99;0.44;0.01;0.97
cenario96_min128_mx10_res50_q10_ord2;O2;10.0;0.54;4.43;0.44;-0.01;0.96
cenario01_min16_mx4_res30_q5_ord1;Fp2;-5.0;0.93;-5.66;1.02;0.57;0.97
cenario01_min16_mx4_res30_q5_ord1;Fp2;-4.5;0.92;-5.15;1.01;0.61;0.97
cenario01_min16_mx4_res30_q5_ord1;Fp2;-4.0;0.91;-4.65;0.99;0.68;0.97
cenario01_min16_mx4_res30_q5_ord1;Fp2;-3.5;0.9;-4.16;0.97;0.75;0.97
cenario01_min16_mx4_res30_q5_ord1;Fp2;-3.0;0.89;-3.68;0.95;0.82;0.97
cenario01_min16_mx4_res30_q5_ord1;Fp2;-2.5;0.88;-3.21;0.93;0.88;0.97
cenario01_min16_mx4_res30_q5_ord1;Fp2;-2.0;0.87;-2.75;0.91;0.93;0.97
cenario01_min16_mx4_res30_q5_ord1;Fp2;-1.5;0.86;-2.3;0.89;0.96;0.97
cenario01_min16_mx4_res30_q5_ord1;Fp2;-1.0;0.86;-1.86;0.87;0.98;0.97
cenario01_min16_mx4_res30_q5_ord1;Fp2;-0.5;0.85;-1.42;0.86;1.0;0.97
cenario01_min16_mx4_res30_q5_ord1;Fp2;0.5;0.84;-0.58;0.83;1.0;0.97
cenario01_min16_mx4_res30_q5_ord1;Fp2;1.0;0.83;-0.17;0.82;0.99;0.97
cenario01_min16_mx4_res30_q5_ord1;Fp2;1.5;0.82;0.23;0.8;0.97;0.98
cenario01_min16_mx4_res30_q5_ord1;Fp2;2.0;0.82;0.63;0.78;0.93;0.98
cenario01_min16_mx4_res30_q5_ord1;Fp2;2.5;0.81;1.01;0.75;0.86;0.98
cenario01_min16_mx4_res30_q5_ord1;Fp2;3.0;0.79;1.38;0.7;0.73;0.98
cenario01_min16_mx4_res30_q5_ord1;Fp2;3.5;0.78;1.72;0.65;0.56;0.98
cenario01_min16_mx4_res30_q5_ord1;Fp2;4.0;0.76;2.03;0.6;0.39;0.98
cenario01_min16_mx4_res30_q5_ord1;Fp2;4.5;0.74;2.32;0.57;0.24;0.98
cenario01_min16_mx4_res30_q5_ord1;Fp2;5.0;0.72;2.6;0.56;0.18;0.98
cenario02_min16_mx4_res30_q5_ord2;Fp2;-5.0;0.99;-5.97;1.08;0.57;0.96
cenario02_min16_mx4_res30_q5_ord2;Fp2;-4.5;0.98;-5.43;1.07;0.61;0.97
cenario02_min16_mx4_res30_q5_ord2;Fp2;-4.0;0.97;-4.9;1.05;0.69;0.97
cenario02_min16_mx4_res30_q5_ord2;Fp2;-3.5;0.97;-4.38;1.03;0.77;0.97
cenario02_min16_mx4_res30_q5_ord2;Fp2;-3.0;0.96;-3.87;1.01;0.84;0.97
cenario02_min16_mx4_res30_q5_ord2;Fp2;-2.5;0.95;-3.37;0.99;0.89;0.97
cenario02_min16_mx4_res30_q5_ord2;Fp2;-2.0;0.94;-2.88;0.97;0.94;0.97
cenario02_min16_mx4_res30_q5_ord2;Fp2;-1.5;0.93;-2.4;0.95;0.97;0.97
cenario02_min16_mx4_res30_q5_ord2;Fp2;-1.0;0.92;-1.92;0.94;0.99;0.97
cenario02_min16_mx4_res30_q5_ord2;Fp2;-0.5;0.92;-1.46;0.92;1.0;0.97
cenario02_min16_mx4_res30_q5_ord2;Fp2;0.5;0.9;-0.55;0.9;1.0;0.97
cenario02_min16_mx4_res30_q5_ord2;Fp2;1.0;0.9;-0.1;0.89;0.99;0.96
cenario02_min16_mx4_res30_q5_ord2;Fp2;1.5;0.89;0.34;0.87;0.97;0.96
cenario02_min16_mx4_res30_q5_ord2;Fp2;2.0;0.88;0.77;0.84;0.92;0.96
cenario02_min16_mx4_res30_q5_ord2;Fp2;2.5;0.87;1.18;0.8;0.82;0.96
cenario02_min16_mx4_res30_q5_ord2;Fp2;3.0;0.86;1.57;0.74;0.64;0.96
cenario02_min16_mx4_res30_q5_ord2;Fp2;3.5;0.83;1.92;0.67;0.44;0.97
cenario02_min16_mx4_res30_q5_ord2;Fp2;4.0;0.81;2.24;0.62;0.25;0.97
cenario02_min16_mx4_res30_q5_ord2;Fp2;4.5;0.79;2.54;0.59;0.12;0.97
cenario02_min16_mx4_res30_q5_ord2;Fp2;5.0;0.77;2.83;0.58;0.07;0.97
cenario03_min16_mx4_res30_q10_ord1;Fp2;-10.0;1.0;-10.97;1.08;0.17;0.97
cenario03_min16_mx4_res30_q10_ord1;Fp2;-9.0;0.99;-9.89;1.08;0.19;0.97
cenario03_min16_mx4_res30_q10_ord1;Fp2;-8.0;0.98;-8.82;1.07;0.25;0.97
cenario03_min16_mx4_res30_q10_ord1;Fp2;-7.0;0.96;-7.75;1.06;0.32;0.97
cenario03_min16_mx4_res30_q10_ord1;Fp2;-6.0;0.95;-6.69;1.05;0.42;0.97
cenario03_min16_mx4_res30_q10_ord1;Fp2;-5.0;0.93;-5.66;1.02;0.54;0.97
cenario03_min16_mx4_res30_q10_ord1;Fp2;-4.0;0.91;-4.65;0.99;0.69;0.97
cenario03_min16_mx4_res30_q10_ord1;Fp2;-3.0;0.89;-3.68;0.95;0.82;0.97
cenario03_min16_mx4_res30_q10_ord1;Fp2;-2.0;0.87;-2.75;0.91;0.92;0.97
cenario03_min16_mx4_res30_q10_ord1;Fp2;-1.0;0.86;-1.86;0.87;0.98;0.97
cenario03_min16_mx4_res30_q10_ord1;Fp2;1.0;0.83;-0.17;0.82;0.99;0.97
cenario03_min16_mx4_res30_q10_ord1;Fp2;2.0;0.82;0.63;0.77;0.92;0.98
cenario03_min16_mx4_res30_q10_ord1;Fp2;3.0;0.79;1.38;0.7;0.72;0.98
cenario03_min16_mx4_res30_q10_ord1;Fp2;4.0;0.76;2.03;0.61;0.41;0.98
cenario03_min16_mx4_res30_q10_ord1;Fp2;5.0;0.72;2.6;0.55;0.16;0.98
cenario03_min16_mx4_res30_q10_ord1;Fp2;6.0;0.69;3.14;0.53;0.04;0.98
cenario03_min16_mx4_res30_q10_ord1;Fp2;7.0;0.67;3.66;0.52;0.0;0.98
cenario03_min16_mx4_res30_q10_ord1;Fp2;8.0;0.65;4.18;0.52;-0.01;0.98
cenario03_min16_mx4_res30_q10_ord1;Fp2;9.0;0.63;4.7;0.52;-0.02;0.98
cenario03_min16_mx4_res30_q10_ord1;Fp2;10.0;0.62;5.22;0.52;-0.02;0.98
cenario04_min16_mx4_res30_q10_ord2;Fp2;-10.0;1.06;-11.61;1.15;0.15;0.96
cenario04_min16_mx4_res30_q10_ord2;Fp2;-9.0;1.05;-10.47;1.14;0.18;0.96
cenario04_min16_mx4_res30_q10_ord2;Fp2;-8.0;1.04;-9.33;1.14;0.23;0.96
cenario04_min16_mx4_res30_q10_ord2;Fp2;-7.0;1.03;-8.19;1.13;0.31;0.96
cenario04_min16_mx4_res30_q10_ord2;Fp2;-6.0;1.01;-7.07;1.11;0.41;0.96
cenario04_min16_mx4_res30_q10_ord2;Fp2;-5.0;0.99;-5.97;1.09;0.54;0.96
cenario04_min16_mx4_res30_q10_ord2;Fp2;-4.0;0.97;-4.9;1.05;0.69;0.97
cenario04_min16_mx4_res30_q10_ord2;Fp2;-3.0;0.96;-3.87;1.01;0.83;0.97
cenario04_min16_mx4_res30_q10_ord2;Fp2;-2.0;0.94;-2.88;0.97;0.93;0.97
cenario04_min16_mx4_res30_q10_ord2;Fp2;-1.0;0.92;-1.92;0.94;0.98;0.97
cenario04_min16_mx4_res30_q10_ord2;Fp2;1.0;0.9;-0.1;0.88;0.98;0.96
cenario04_min16_mx4_res30_q10_ord2;Fp2;2.0;0.88;0.77;0.83;0.9;0.96
cenario04_min16_mx4_res30_q10_ord2;Fp2;3.0;0.86;1.57;0.74;0.64;0.96
cenario04_min16_mx4_res30_q10_ord2;Fp2;4.0;0.81;2.24;0.63;0.29;0.97
cenario04_min16_mx4_res30_q10_ord2;Fp2;5.0;0.77;2.83;0.58;0.06;0.97
cenario04_min16_mx4_res30_q10_ord2;Fp2;6.0;0.73;3.4;0.56;-0.03;0.97
cenario04_min16_mx4_res30_q10_ord2;Fp2;7.0;0.71;3.95;0.56;-0.06;0.97
cenario04_min16_mx4_res30_q10_ord2;Fp2;8.0;0.69;4.51;0.56;-0.06;0.97
cenario04_min16_mx4_res30_q10_ord2;Fp2;9.0;0.67;5.07;0.56;-0.06;0.97
cenario04_min16_mx4_res30_q10_ord2;Fp2;10.0;0.66;5.62;0.56;-0.06;0.97
cenario05_min16_mx4_res50_q5_ord1;Fp2;-5.0;0.93;-5.66;1.02;0.57;0.97
cenario05_min16_mx4_res50_q5_ord1;Fp2;-4.5;0.92;-5.15;1.01;0.61;0.97
cenario05_min16_mx4_res50_q5_ord1;Fp2;-4.0;0.91;-4.65;0.99;0.68;0.97
cenario05_min16_mx4_res50_q5_ord1;Fp2;-3.5;0.9;-4.16;0.97;0.76;0.97
cenario05_min16_mx4_res50_q5_ord1;Fp2;-3.0;0.89;-3.68;0.95;0.82;0.97
cenario05_min16_mx4_res50_q5_ord1;Fp2;-2.5;0.88;-3.21;0.93;0.88;0.97
cenario05_min16_mx4_res50_q5_ord1;Fp2;-2.0;0.87;-2.75;0.91;0.93;0.97
cenario05_min16_mx4_res50_q5_ord1;Fp2;-1.5;0.86;-2.3;0.89;0.96;0.97
cenario05_min16_mx4_res50_q5_ord1;Fp2;-1.0;0.86;-1.86;0.87;0.98;0.97
cenario05_min16_mx4_res50_q5_ord1;Fp2;-0.5;0.85;-1.42;0.86;1.0;0.97
cenario05_min16_mx4_res50_q5_ord1;Fp2;0.5;0.83;-0.58;0.83;1.0;0.97
cenario05_min16_mx4_res50_q5_ord1;Fp2;1.0;0.83;-0.17;0.82;0.99;0.98
cenario05_min16_mx4_res50_q5_ord1;Fp2;1.5;0.82;0.23;0.8;0.97;0.98
cenario05_min16_mx4_res50_q5_ord1;Fp2;2.0;0.81;0.63;0.78;0.93;0.98
cenario05_min16_mx4_res50_q5_ord1;Fp2;2.5;0.8;1.01;0.74;0.85;0.98
cenario05_min16_mx4_res50_q5_ord1;Fp2;3.0;0.79;1.37;0.7;0.72;0.98
cenario05_min16_mx4_res50_q5_ord1;Fp2;3.5;0.77;1.71;0.65;0.55;0.98
cenario05_min16_mx4_res50_q5_ord1;Fp2;4.0;0.76;2.02;0.6;0.38;0.98
cenario05_min16_mx4_res50_q5_ord1;Fp2;4.5;0.74;2.31;0.57;0.24;0.98
cenario05_min16_mx4_res50_q5_ord1;Fp2;5.0;0.72;2.59;0.55;0.18;0.98
cenario06_min16_mx4_res50_q5_ord2;Fp2;-5.0;0.99;-5.94;1.07;0.6;0.96
cenario06_min16_mx4_res50_q5_ord2;Fp2;-4.5;0.98;-5.4;1.06;0.64;0.97
cenario06_min16_mx4_res50_q5_ord2;Fp2;-4.0;0.97;-4.88;1.04;0.72;0.97
cenario06_min16_mx4_res50_q5_ord2;Fp2;-3.5;0.96;-4.37;1.02;0.79;0.97
cenario06_min16_mx4_res50_q5_ord2;Fp2;-3.0;0.95;-3.86;1.0;0.85;0.97
cenario06_min16_mx4_res50_q5_ord2;Fp2;-2.5;0.95;-3.36;0.98;0.9;0.97
cenario06_min16_mx4_res50_q5_ord2;Fp2;-2.0;0.94;-2.88;0.97;0.94;0.97
cenario06_min16_mx4_res50_q5_ord2;Fp2;-1.5;0.93;-2.4;0.95;0.97;0.97
cenario06_min16_mx4_res50_q5_ord2;Fp2;-1.0;0.92;-1.92;0.94;0.99;0.97
cenario06_min16_mx4_res50_q5_ord2;Fp2;-0.5;0.92;-1.46;0.92;1.0;0.97
