Cenário;Canal;q;h(q);tau(q);alpha;f(alpha);R2
cenario01_min16_mx4_res30_q5_ord1;O2;-5.0;1.01;-6.05;1.12;0.48;0.97
cenario01_min16_mx4_res30_q5_ord1;O2;-4.5;1.0;-5.5;1.11;0.51;0.97
cenario01_min16_mx4_res30_q5_ord1;O2;-4.0;0.99;-4.95;1.09;0.59;0.97
cenario01_min16_mx4_res30_q5_ord1;O2;-3.5;0.97;-4.41;1.07;0.67;0.97
cenario01_min16_mx4_res30_q5_ord1;O2;-3.0;0.96;-3.88;1.04;0.74;0.97
cenario01_min16_mx4_res30_q5_ord1;O2;-2.5;0.94;-3.36;1.02;0.82;0.97
cenario01_min16_mx4_res30_q5_ord1;O2;-2.0;0.93;-2.86;0.99;0.88;0.97
cenario01_min16_mx4_res30_q5_ord1;O2;-1.5;0.91;-2.37;0.96;0.93;0.97
cenario01_min16_mx4_res30_q5_ord1;O2;-1.0;0.9;-1.9;0.93;0.97;0.97
cenario01_min16_mx4_res30_q5_ord1;O2;-0.5;0.88;-1.44;0.9;0.99;0.97
cenario01_min16_mx4_res30_q5_ord1;O2;0.5;0.86;-0.57;0.84;0.99;0.97
cenario01_min16_mx4_res30_q5_ord1;O2;1.0;0.84;-0.16;0.82;0.97;0.96
cenario01_min16_mx4_res30_q5_ord1;O2;1.5;0.83;0.24;0.79;0.94;0.96
cenario01_min16_mx4_res30_q5_ord1;O2;2.0;0.82;0.63;0.76;0.9;0.96
cenario01_min16_mx4_res30_q5_ord1;O2;2.5;0.8;1.01;0.74;0.84;0.96
cenario01_min16_mx4_res30_q5_ord1;O2;3.0;0.79;1.37;0.71;0.76;0.96
cenario01_min16_mx4_res30_q5_ord1;O2;3.5;0.78;1.72;0.68;0.65;0.96
cenario01_min16_mx4_res30_q5_ord1;O2;4.0;0.76;2.05;0.64;0.52;0.96
cenario01_min16_mx4_res30_q5_ord1;O2;4.5;0.75;2.36;0.61;0.4;0.96
cenario01_min16_mx4_res30_q5_ord1;O2;5.0;0.73;2.66;0.6;0.34;0.96
cenario02_min16_mx4_res30_q5_ord2;O2;-5.0;1.07;-6.36;1.17;0.52;0.96
cenario02_min16_mx4_res30_q5_ord2;O2;-4.5;1.06;-5.77;1.16;0.56;0.96
cenario02_min16_mx4_res30_q5_ord2;O2;-4.0;1.05;-5.2;1.14;0.64;0.96
cenario02_min16_mx4_res30_q5_ord2;O2;-3.5;1.04;-4.63;1.12;0.72;0.96
cenario02_min16_mx4_res30_q5_ord2;O2;-3.0;1.03;-4.08;1.1;0.79;0.96
cenario02_min16_mx4_res30_q5_ord2;O2;-2.5;1.01;-3.54;1.07;0.85;0.96
cenario02_min16_mx4_res30_q5_ord2;O2;-2.0;1.0;-3.01;1.05;0.91;0.96
cenario02_min16_mx4_res30_q5_ord2;O2;-1.5;0.99;-2.49;1.03;0.95;0.96
cenario02_min16_mx4_res30_q5_ord2;O2;-1.0;0.98;-1.98;1.0;0.98;0.96
cenario02_min16_mx4_res30_q5_ord2;O2;-0.5;0.97;-1.48;0.98;0.99;0.95
cenario02_min16_mx4_res30_q5_ord2;O2;0.5;0.95;-0.53;0.93;0.99;0.95
cenario02_min16_mx4_res30_q5_ord2;O2;1.0;0.93;-0.07;0.91;0.98;0.95
cenario02_min16_mx4_res30_q5_ord2;O2;1.5;0.92;0.38;0.89;0.95;0.95
cenario02_min16_mx4_res30_q5_ord2;O2;2.0;0.91;0.82;0.86;0.89;0.95
cenario02_min16_mx4_res30_q5_ord2;O2;2.5;0.9;1.24;0.81;0.79;0.95
cenario02_min16_mx4_res30_q5_ord2;O2;3.0;0.88;1.63;0.76;0.64;0.95
cenario02_min16_mx4_res30_q5_ord2;O2;3.5;0.86;2.0;0.7;0.47;0.95
cenario02_min16_mx4_res30_q5_ord2;O2;4.0;0.83;2.34;0.66;0.31;0.95
cenario02_min16_mx4_res30_q5_ord2;O2;4.5;0.81;2.66;0.63;0.17;0.95
cenario02_min16_mx4_res30_q5_ord2;O2;5.0;0.79;2.97;0.62;0.11;0.96
cenario03_min16_mx4_res30_q10_ord1;O2;-10.0;1.08;-11.84;1.17;0.11;0.97
cenario03_min16_mx4_res30_q10_ord1;O2;-9.0;1.07;-10.67;1.17;0.13;0.97
cenario03_min16_mx4_res30_q10_ord1;O2;-8.0;1.06;-9.5;1.17;0.18;0.97
cenario03_min16_mx4_res30_q10_ord1;O2;-7.0;1.05;-8.34;1.16;0.24;0.97
cenario03_min16_mx4_res30_q10_ord1;O2;-6.0;1.03;-7.19;1.14;0.33;0.97
cenario03_min16_mx4_res30_q10_ord1;O2;-5.0;1.01;-6.05;1.12;0.45;0.97
cenario03_min16_mx4_res30_q10_ord1;O2;-4.0;0.99;-4.95;1.09;0.59;0.97
cenario03_min16_mx4_res30_q10_ord1;O2;-3.0;0.96;-3.88;1.04;0.75;0.97
cenario03_min16_mx4_res30_q10_ord1;O2;-2.0;0.93;-2.86;0.99;0.88;0.97
cenario03_min16_mx4_res30_q10_ord1;O2;-1.0;0.9;-1.9;0.93;0.97;0.97
cenario03_min16_mx4_res30_q10_ord1;O2;1.0;0.84;-0.16;0.82;0.98;0.96
cenario03_min16_mx4_res30_q10_ord1;O2;2.0;0.82;0.63;0.76;0.9;0.96
cenario03_min16_mx4_res30_q10_ord1;O2;3.0;0.79;1.37;0.71;0.75;0.96
cenario03_min16_mx4_res30_q10_ord1;O2;4.0;0.76;2.05;0.64;0.53;0.96
cenario03_min16_mx4_res30_q10_ord1;O2;5.0;0.73;2.66;0.59;0.31;0.96
cenario03_min16_mx4_res30_q10_ord1;O2;6.0;0.71;3.23;0.57;0.16;0.97
cenario03_min16_mx4_res30_q10_ord1;O2;7.0;0.68;3.79;0.55;0.09;0.97
cenario03_min16_mx4_res30_q10_ord1;O2;8.0;0.67;4.34;0.55;0.05;0.97
cenario03_min16_mx4_res30_q10_ord1;O2;9.0;0.65;4.89;0.55;0.03;0.97
cenario03_min16_mx4_res30_q10_ord1;O2;10.0;0.64;5.44;0.55;0.02;0.97
cenario04_min16_mx4_res30_q10_ord2;O2;-10.0;1.15;-12.46;1.24;0.06;0.97
cenario04_min16_mx4_res30_q10_ord2;O2;-9.0;1.14;-11.22;1.24;0.08;0.97
cenario04_min16_mx4_res30_q10_ord2;O2;-8.0;1.12;-9.98;1.23;0.14;0.96
cenario04_min16_mx4_res30_q10_ord2;O2;-7.0;1.11;-8.76;1.22;0.22;0.96
cenario04_min16_mx4_res30_q10_ord2;O2;-6.0;1.09;-7.55;1.2;0.34;0.96
cenario04_min16_mx4_res30_q10_ord2;O2;-5.0;1.07;-6.36;1.17;0.49;0.96
cenario04_min16_mx4_res30_q10_ord2;O2;-4.0;1.05;-5.2;1.14;0.64;0.96
cenario04_min16_mx4_res30_q10_ord2;O2;-3.0;1.03;-4.08;1.1;0.79;0.96
cenario04_min16_mx4_res30_q10_ord2;O2;-2.0;1.0;-3.01;1.05;0.91;0.96
cenario04_min16_mx4_res30_q10_ord2;O2;-1.0;0.98;-1.98;1.0;0.98;0.96
cenario04_min16_mx4_res30_q10_ord2;O2;1.0;0.93;-0.07;0.91;0.98;0.95
cenario04_min16_mx4_res30_q10_ord2;O2;2.0;0.91;0.82;0.85;0.88;0.95
cenario04_min16_mx4_res30_q10_ord2;O2;3.0;0.88;1.63;0.76;0.64;0.95
cenario04_min16_mx4_res30_q10_ord2;O2;4.0;0.83;2.34;0.67;0.33;0.95
cenario04_min16_mx4_res30_q10_ord2;O2;5.0;0.79;2.97;0.61;0.09;0.96
cenario04_min16_mx4_res30_q10_ord2;O2;6.0;0.76;3.56;0.59;-0.04;0.96
cenario04_min16_mx4_res30_q10_ord2;O2;7.0;0.73;4.14;0.58;-0.1;0.96
cenario04_min16_mx4_res30_q10_ord2;O2;8.0;0.71;4.71;0.57;-0.13;0.96
cenario04_min16_mx4_res30_q10_ord2;O2;9.0;0.7;5.29;0.57;-0.14;0.96
cenario04_min16_mx4_res30_q10_ord2;O2;10.0;0.69;5.86;0.57;-0.14;0.95
cenario05_min16_mx4_res50_q5_ord1;O2;-5.0;1.01;-6.06;1.13;0.43;0.97
cenario05_min16_mx4_res50_q5_ord1;O2;-4.5;1.0;-5.5;1.12;0.47;0.97
cenario05_min16_mx4_res50_q5_ord1;O2;-4.0;0.99;-4.94;1.1;0.56;0.97
cenario05_min16_mx4_res50_q5_ord1;O2;-3.5;0.97;-4.4;1.07;0.65;0.97
cenario05_min16_mx4_res50_q5_ord1;O2;-3.0;0.96;-3.87;1.05;0.73;0.97
cenario05_min16_mx4_res50_q5_ord1;O2;-2.5;0.94;-3.35;1.02;0.81;0.97
cenario05_min16_mx4_res50_q5_ord1;O2;-2.0;0.93;-2.85;0.99;0.88;0.97
cenario05_min16_mx4_res50_q5_ord1;O2;-1.5;0.91;-2.37;0.96;0.93;0.97
cenario05_min16_mx4_res50_q5_ord1;O2;-1.0;0.9;-1.9;0.93;0.97;0.97
cenario05_min16_mx4_res50_q5_ord1;O2;-0.5;0.88;-1.44;0.9;0.99;0.97
cenario05_min16_mx4_res50_q5_ord1;O2;0.5;0.85;-0.57;0.84;0.99;0.97
cenario05_min16_mx4_res50_q5_ord1;O2;1.0;0.84;-0.16;0.81;0.97;0.96
cenario05_min16_mx4_res50_q5_ord1;O2;1.5;0.83;0.24;0.79;0.94;0.96
cenario05_min16_mx4_res50_q5_ord1;O2;2.0;0.81;0.62;0.76;0.9;0.96
cenario05_min16_mx4_res50_q5_ord1;O2;2.5;0.8;1.0;0.74;0.84;0.96
cenario05_min16_mx4_res50_q5_ord1;O2;3.0;0.79;1.36;0.71;0.76;0.96
cenario05_min16_mx4_res50_q5_ord1;O2;3.5;0.77;1.71;0.68;0.66;0.96
cenario05_min16_mx4_res50_q5_ord1;O2;4.0;0.76;2.04;0.65;0.55;0.96
cenario05_min16_mx4_res50_q5_ord1;O2;4.5;0.75;2.35;0.62;0.44;0.96
cenario05_min16_mx4_res50_q5_ord1;O2;5.0;0.73;2.66;0.61;0.38;0.96
cenario06_min16_mx4_res50_q5_ord2;O2;-5.0;1.07;-6.34;1.16;0.52;0.96
cenario06_min16_mx4_res50_q5_ord2;O2;-4.5;1.06;-5.76;1.15;0.56;0.96
cenario06_min16_mx4_res50_q5_ord2;O2;-4.0;1.05;-5.19;1.14;0.64;0.96
cenario06_min16_mx4_res50_q5_ord2;O2;-3.5;1.04;-4.62;1.12;0.72;0.96
cenario06_min16_mx4_res50_q5_ord2;O2;-3.0;1.02;-4.07;1.09;0.79;0.96
cenario06_min16_mx4_res50_q5_ord2;O2;-2.5;1.01;-3.53;1.07;0.85;0.96
cenario06_min16_mx4_res50_q5_ord2;O2;-2.0;1.0;-3.0;1.05;0.91;0.96
cenario06_min16_mx4_res50_q5_ord2;O2;-1.5;0.99;-2.48;1.02;0.95;0.96
cenario06_min16_mx4_res50_q5_ord2;O2;-1.0;0.98;-1.98;1.0;0.98;0.96
cenario06_min16_mx4_res50_q5_ord2;O2;-0.5;0.96;-1.48;0.98;0.99;0.95
cenario06_min16_mx4_res50_q5_ord2;O2;0.5;0.94;-0.53;0.93;0.99;0.95
cenario06_min16_mx4_res50_q5_ord2;O2;1.0;0.93;-0.07;0.91;0.98;0.95
cenario06_min16_mx4_res50_q5_ord2;O2;1.5;0.92;0.38;0.88;0.95;0.95
cenario06_min16_mx4_res50_q5_ord2;O2;2.0;0.91;0.81;0.85;0.89;0.95
cenario06_min16_mx4_res50_q5_ord2;O2;2.5;0.89;1.23;0.81;0.79;0.95
cenario06_min16_mx4_res50_q5_ord2;O2;3.0;0.87;1.62;0.75;0.63;0.95
cenario06_min16_mx4_res50_q5_ord2;O2;3.5;0.85;1.98;0.69;0.44;0.95
cenario06_min16_mx4_res50_q5_ord2;O2;4.0;0.83;2.31;0.65;0.27;0.95
cenario06_min16_mx4_res50_q5_ord2;O2;4.5;0.81;2.62;0.61;0.13;0.95
cenario06_min16_mx4_res50_q5_ord2;O2;5.0;0.78;2.92;0.6;0.07;0.96
cenario07_min16_mx4_res50_q10_ord1;O2;-10.0;1.09;-11.91;1.18;0.07;0.97
cenario07_min16_mx4_res50_q10_ord1;O2;-9.0;1.08;-10.73;1.18;0.09;0.97
cenario07_min16_mx4_res50_q10_ord1;O2;-8.0;1.07;-9.55;1.18;0.12;0.97
cenario07_min16_mx4_res50_q10_ord1;O2;-7.0;1.05;-8.37;1.17;0.18;0.97
cenario07_min16_mx4_res50_q10_ord1;O2;-6.0;1.03;-7.21;1.16;0.27;0.97
cenario07_min16_mx4_res50_q10_ord1;O2;-5.0;1.01;-6.06;1.13;0.4;0.97
cenario07_min16_mx4_res50_q10_ord1;O2;-4.0;0.99;-4.94;1.09;0.56;0.97
cenario07_min16_mx4_res50_q10_ord1;O2;-3.0;0.96;-3.87;1.05;0.74;0.97
cenario07_min16_mx4_res50_q10_ord1;O2;-2.0;0.93;-2.85;0.99;0.88;0.97
cenario07_min16_mx4_res50_q10_ord1;O2;-1.0;0.9;-1.9;0.93;0.97;0.97
cenario07_min16_mx4_res50_q10_ord1;O2;1.0;0.84;-0.16;0.81;0.97;0.96
cenario07_min16_mx4_res50_q10_ord1;O2;2.0;0.81;0.62;0.76;0.9;0.96
cenario07_min16_mx4_res50_q10_ord1;O2;3.0;0.79;1.36;0.71;0.76;0.96
cenario07_min16_mx4_res50_q10_ord1;O2;4.0;0.76;2.04;0.65;0.56;0.96
cenario07_min16_mx4_res50_q10_ord1;O2;5.0;0.73;2.66;0.6;0.35;0.96
cenario07_min16_mx4_res50_q10_ord1;O2;6.0;0.71;3.24;0.58;0.21;0.97
cenario07_min16_mx4_res50_q10_ord1;O2;7.0;0.69;3.81;0.56;0.13;0.97
cenario07_min16_mx4_res50_q10_ord1;O2;8.0;0.67;4.37;0.56;0.09;0.97
cenario07_min16_mx4_res50_q10_ord1;O2;9.0;0.66;4.92;0.55;0.06;0.97
cenario07_min16_mx4_res50_q10_ord1;O2;10.0;0.65;5.47;0.55;0.05;0.97
cenario08_min16_mx4_res50_q10_ord2;O2;-10.0;1.14;-12.42;1.24;0.06;0.96
cenario08_min16_mx4_res50_q10_ord2;O2;-9.0;1.13;-11.18;1.23;0.08;0.96
cenario08_min16_mx4_res50_q10_ord2;O2;-8.0;1.12;-9.95;1.23;0.15;0.96
cenario08_min16_mx4_res50_q10_ord2;O2;-7.0;1.1;-8.73;1.21;0.23;0.96
cenario08_min16_mx4_res50_q10_ord2;O2;-6.0;1.09;-7.52;1.2;0.35;0.96
cenario08_min16_mx4_res50_q10_ord2;O2;-5.0;1.07;-6.34;1.17;0.49;0.96
cenario08_min16_mx4_res50_q10_ord2;O2;-4.0;1.05;-5.19;1.13;0.65;0.96
cenario08_min16_mx4_res50_q10_ord2;O2;-3.0;1.02;-4.07;1.09;0.79;0.96
cenario08_min16_mx4_res50_q10_ord2;O2;-2.0;1.0;-3.0;1.05;0.91;0.96
cenario08_min16_mx4_res50_q10_ord2;O2;-1.0;0.98;-1.98;1.0;0.98;0.96
cenario08_min16_mx4_res50_q10_ord2;O2;1.0;0.93;-0.07;0.91;0.98;0.95
cenario08_min16_mx4_res50_q10_ord2;O2;2.0;0.91;0.81;0.84;0.88;0.95
cenario08_min16_mx4_res50_q10_ord2;O2;3.0;0.87;1.62;0.75;0.63;0.95
cenario08_min16_mx4_res50_q10_ord2;O2;4.0;0.83;2.31;0.65;0.3;0.95
cenario08_min16_mx4_res50_q10_ord2;O2;5.0;0.78;2.92;0.6;0.05;0.96
cenario08_min16_mx4_res50_q10_ord2;O2;6.0;0.75;3.5;0.57;-0.07;0.96
cenario08_min16_mx4_res50_q10_ord2;O2;7.0;0.72;4.07;0.56;-0.12;0.96
cenario08_min16_mx4_res50_q10_ord2;O2;8.0;0.7;4.63;0.56;-0.14;0.96
cenario08_min16_mx4_res50_q10_ord2;O2;9.0;0.69;5.19;0.56;-0.15;0.96
cenario08_min16_mx4_res50_q10_ord2;O2;10.0;0.68;5.75;0.56;-0.15;0.96
cenario09_min16_mx8_res30_q5_ord1;O2;-5.0;1.07;-6.33;1.19;0.36;0.97
cenario09_min16_mx8_res30_q5_ord1;O2;-4.5;1.05;-5.74;1.18;0.41;0.97
cenario09_min16_mx8_res30_q5_ord1;O2;-4.0;1.04;-5.15;1.16;0.51;0.97
cenario09_min16_mx8_res30_q5_ord1;O2;-3.5;1.02;-4.58;1.13;0.61;0.97
cenario09_min16_mx8_res30_q5_ord1;O2;-3.0;1.01;-4.02;1.1;0.7;0.97
cenario09_min16_mx8_res30_q5_ord1;O2;-2.5;0.99;-3.47;1.07;0.79;0.97
cenario09_min16_mx8_res30_q5_ord1;O2;-2.0;0.97;-2.94;1.04;0.86;0.97
cenario09_min16_mx8_res30_q5_ord1;O2;-1.5;0.95;-2.43;1.01;0.92;0.97
cenario09_min16_mx8_res30_q5_ord1;O2;-1.0;0.94;-1.94;0.97;0.97;0.97
cenario09_min16_mx8_res30_q5_ord1;O2;-0.5;0.92;-1.46;0.94;0.99;0.97
cenario09_min16_mx8_res30_q5_ord1;O2;0.5;0.89;-0.56;0.87;0.99;0.96
cenario09_min16_mx8_res30_q5_ord1;O2;1.0;0.87;-0.13;0.84;0.97;0.96
cenario09_min16_mx8_res30_q5_ord1;O2;1.5;0.86;0.29;0.82;0.93;0.96
cenario09_min16_mx8_res30_q5_ord1;O2;2.0;0.84;0.69;0.79;0.89;0.96
cenario09_min16_mx8_res30_q5_ord1;O2;2.5;0.83;1.08;0.76;0.82;0.96
cenario09_min16_mx8_res30_q5_ord1;O2;3.0;0.82;1.45;0.73;0.74;0.95
cenario09_min16_mx8_res30_q5_ord1;O2;3.5;0.8;1.81;0.7;0.64;0.95
cenario09_min16_mx8_res30_q5_ord1;O2;4.0;0.79;2.15;0.66;0.51;0.95
cenario09_min16_mx8_res30_q5_ord1;O2;4.5;0.77;2.47;0.63;0.38;0.95
cenario09_min16_mx8_res30_q5_ord1;O2;5.0;0.76;2.78;0.62;0.32;0.95
cenario10_min16_mx8_res30_q5_ord2;O2;-5.0;1.13;-6.65;1.23;0.51;0.96
cenario10_min16_mx8_res30_q5_ord2;O2;-4.5;1.12;-6.03;1.22;0.55;0.96
cenario10_min16_mx8_res30_q5_ord2;O2;-4.0;1.11;-5.43;1.2;0.63;0.96
cenario10_min16_mx8_res30_q5_ord2;O2;-3.5;1.1;-4.83;1.18;0.7;0.96
cenario10_min16_mx8_res30_q5_ord2;O2;-3.0;1.08;-4.25;1.16;0.78;0.96
cenario10_min16_mx8_res30_q5_ord2;O2;-2.5;1.07;-3.68;1.13;0.84;0.96
cenario10_min16_mx8_res30_q5_ord2;O2;-2.0;1.06;-3.12;1.11;0.9;0.96
cenario10_min16_mx8_res30_q5_ord2;O2;-1.5;1.05;-2.57;1.08;0.94;0.96
cenario10_min16_mx8_res30_q5_ord2;O2;-1.0;1.03;-2.03;1.06;0.98;0.96
cenario10_min16_mx8_res30_q5_ord2;O2;-0.5;1.02;-1.51;1.03;0.99;0.96
cenario10_min16_mx8_res30_q5_ord2;O2;0.5;1.0;-0.5;0.99;0.99;0.95
cenario10_min16_mx8_res30_q5_ord2;O2;1.0;0.99;-0.01;0.96;0.98;0.95
cenario10_min16_mx8_res30_q5_ord2;O2;1.5;0.98;0.46;0.94;0.94;0.95
cenario10_min16_mx8_res30_q5_ord2;O2;2.0;0.96;0.92;0.9;0.88;0.95
cenario10_min16_mx8_res30_q5_ord2;O2;2.5;0.95;1.36;0.84;0.75;0.95
cenario10_min16_mx8_res30_q5_ord2;O2;3.0;0.92;1.77;0.78;0.56;0.95
cenario10_min16_mx8_res30_q5_ord2;O2;3.5;0.9;2.14;0.72;0.37;0.95
cenario10_min16_mx8_res30_q5_ord2;O2;4.0;0.87;2.48;0.67;0.2;0.96
cenario10_min16_mx8_res30_q5_ord2;O2;4.5;0.85;2.81;0.64;0.08;0.96
cenario10_min16_mx8_res30_q5_ord2;O2;5.0;0.82;3.12;0.63;0.02;0.96
cenario11_min16_mx8_res30_q10_ord1;O2;-10.0;1.15;-12.53;1.25;0.0;0.97
cenario11_min16_mx8_res30_q10_ord1;O2;-9.0;1.14;-11.28;1.25;0.01;0.97
cenario11_min16_mx8_res30_q10_ord1;O2;-8.0;1.13;-10.03;1.25;0.05;0.97
cenario11_min16_mx8_res30_q10_ord1;O2;-7.0;1.11;-8.79;1.24;0.1;0.97
cenario11_min16_mx8_res30_q10_ord1;O2;-6.0;1.09;-7.55;1.23;0.19;0.97
cenario11_min16_mx8_res30_q10_ord1;O2;-5.0;1.07;-6.33;1.2;0.33;0.97
cenario11_min16_mx8_res30_q10_ord1;O2;-4.0;1.04;-5.15;1.16;0.52;0.97
cenario11_min16_mx8_res30_q10_ord1;O2;-3.0;1.01;-4.02;1.1;0.71;0.97
cenario11_min16_mx8_res30_q10_ord1;O2;-2.0;0.97;-2.94;1.04;0.87;0.97
cenario11_min16_mx8_res30_q10_ord1;O2;-1.0;0.94;-1.94;0.97;0.97;0.97
cenario11_min16_mx8_res30_q10_ord1;O2;1.0;0.87;-0.13;0.85;0.97;0.96
cenario11_min16_mx8_res30_q10_ord1;O2;2.0;0.84;0.69;0.79;0.89;0.96
cenario11_min16_mx8_res30_q10_ord1;O2;3.0;0.82;1.45;0.73;0.74;0.95
cenario11_min16_mx8_res30_q10_ord1;O2;4.0;0.79;2.15;0.67;0.52;0.95
cenario11_min16_mx8_res30_q10_ord1;O2;5.0;0.76;2.78;0.61;0.28;0.95
cenario11_min16_mx8_res30_q10_ord1;O2;6.0;0.73;3.37;0.58;0.12;0.95
cenario11_min16_mx8_res30_q10_ord1;O2;7.0;0.71;3.94;0.57;0.04;0.95
cenario11_min16_mx8_res30_q10_ord1;O2;8.0;0.69;4.51;0.56;0.0;0.95
cenario11_min16_mx8_res30_q10_ord1;O2;9.0;0.67;5.07;0.56;-0.01;0.95
cenario11_min16_mx8_res30_q10_ord1;O2;10.0;0.66;5.63;0.56;-0.01;0.95
cenario12_min16_mx8_res30_q10_ord2;O2;-10.0;1.2;-13.03;1.29;0.09;0.97
cenario12_min16_mx8_res30_q10_ord2;O2;-9.0;1.19;-11.74;1.29;0.11;0.97
cenario12_min16_mx8_res30_q10_ord2;O2;-8.0;1.18;-10.45;1.29;0.16;0.97
cenario12_min16_mx8_res30_q10_ord2;O2;-7.0;1.17;-9.17;1.28;0.24;0.97
cenario12_min16_mx8_res30_q10_ord2;O2;-6.0;1.15;-7.9;1.26;0.34;0.97
cenario12_min16_mx8_res30_q10_ord2;O2;-5.0;1.13;-6.65;1.23;0.48;0.96
cenario12_min16_mx8_res30_q10_ord2;O2;-4.0;1.11;-5.43;1.2;0.63;0.96
cenario12_min16_mx8_res30_q10_ord2;O2;-3.0;1.08;-4.25;1.16;0.78;0.96
cenario12_min16_mx8_res30_q10_ord2;O2;-2.0;1.06;-3.12;1.11;0.9;0.96
cenario12_min16_mx8_res30_q10_ord2;O2;-1.0;1.03;-2.03;1.06;0.98;0.96
cenario12_min16_mx8_res30_q10_ord2;O2;1.0;0.99;-0.01;0.96;0.97;0.95
cenario12_min16_mx8_res30_q10_ord2;O2;2.0;0.96;0.92;0.89;0.86;0.95
cenario12_min16_mx8_res30_q10_ord2;O2;3.0;0.92;1.77;0.78;0.57;0.95
cenario12_min16_mx8_res30_q10_ord2;O2;4.0;0.87;2.48;0.68;0.23;0.96
cenario12_min16_mx8_res30_q10_ord2;O2;5.0;0.82;3.12;0.63;0.0;0.96
cenario12_min16_mx8_res30_q10_ord2;O2;6.0;0.79;3.73;0.6;-0.11;0.96
cenario12_min16_mx8_res30_q10_ord2;O2;7.0;0.76;4.33;0.6;-0.16;0.96
cenario12_min16_mx8_res30_q10_ord2;O2;8.0;0.74;4.93;0.59;-0.17;0.96
cenario12_min16_mx8_res30_q10_ord2;O2;9.0;0.72;5.52;0.59;-0.17;0.96
cenario12_min16_mx8_res30_q10_ord2;O2;10.0;0.71;6.11;0.59;-0.17;0.96
cenario13_min16_mx8_res50_q5_ord1;O2;-5.0;1.07;-6.35;1.2;0.34;0.97
cenario13_min16_mx8_res50_q5_ord1;O2;-4.5;1.06;-5.75;1.19;0.38;0.97
cenario13_min16_mx8_res50_q5_ord1;O2;-4.0;1.04;-5.16;1.17;0.48;0.97
cenario13_min16_mx8_res50_q5_ord1;O2;-3.5;1.02;-4.58;1.14;0.58;0.97
cenario13_min16_mx8_res50_q5_ord1;O2;-3.0;1.01;-4.02;1.11;0.69;0.97
cenario13_min16_mx8_res50_q5_ord1;O2;-2.5;0.99;-3.47;1.08;0.78;0.97
cenario13_min16_mx8_res50_q5_ord1;O2;-2.0;0.97;-2.94;1.04;0.86;0.97
cenario13_min16_mx8_res50_q5_ord1;O2;-1.5;0.95;-2.43;1.01;0.92;0.97
cenario13_min16_mx8_res50_q5_ord1;O2;-1.0;0.94;-1.94;0.97;0.97;0.97
cenario13_min16_mx8_res50_q5_ord1;O2;-0.5;0.92;-1.46;0.94;0.99;0.97
cenario13_min16_mx8_res50_q5_ord1;O2;0.5;0.89;-0.56;0.87;0.99;0.96
cenario13_min16_mx8_res50_q5_ord1;O2;1.0;0.87;-0.13;0.84;0.97;0.96
cenario13_min16_mx8_res50_q5_ord1;O2;1.5;0.86;0.29;0.81;0.93;0.96
cenario13_min16_mx8_res50_q5_ord1;O2;2.0;0.84;0.68;0.78;0.88;0.96
cenario13_min16_mx8_res50_q5_ord1;O2;2.5;0.83;1.07;0.75;0.81;0.96
cenario13_min16_mx8_res50_q5_ord1;O2;3.0;0.81;1.43;0.71;0.71;0.96
cenario13_min16_mx8_res50_q5_ord1;O2;3.5;0.79;1.78;0.67;0.57;0.96
cenario13_min16_mx8_res50_q5_ord1;O2;4.0;0.78;2.11;0.63;0.42;0.96
cenario13_min16_mx8_res50_q5_ord1;O2;4.5;0.76;2.41;0.6;0.29;0.96
cenario13_min16_mx8_res50_q5_ord1;O2;5.0;0.74;2.71;0.59;0.22;0.96
cenario14_min16_mx8_res50_q5_ord2;O2;-5.0;1.13;-6.65;1.24;0.47;0.97
cenario14_min16_mx8_res50_q5_ord2;O2;-4.5;1.12;-6.03;1.23;0.51;0.96
cenario14_min16_mx8_res50_q5_ord2;O2;-4.0;1.11;-5.42;1.2;0.6;0.96
cenario14_min16_mx8_res50_q5_ord2;O2;-3.5;1.09;-4.83;1.18;0.69;0.96
cenario14_min16_mx8_res50_q5_ord2;O2;-3.0;1.08;-4.24;1.16;0.77;0.96
cenario14_min16_mx8_res50_q5_ord2;O2;-2.5;1.07;-3.67;1.13;0.84;0.96
cenario14_min16_mx8_res50_q5_ord2;O2;-2.0;1.06;-3.11;1.11;0.9;0.96
cenario14_min16_mx8_res50_q5_ord2;O2;-1.5;1.04;-2.56;1.08;0.94;0.96
cenario14_min16_mx8_res50_q5_ord2;O2;-1.0;1.03;-2.03;1.05;0.98;0.96
cenario14_min16_mx8_res50_q5_ord2;O2;-0.5;1.02;-1.51;1.03;0.99;0.96
cenario14_min16_mx8_res50_q5_ord2;O2;0.5;1.0;-0.5;0.98;0.99;0.95
cenario14_min16_mx8_res50_q5_ord2;O2;1.0;0.98;-0.02;0.96;0.98;0.95
cenario14_min16_mx8_res50_q5_ord2;O2;1.5;0.97;0.46;0.94;0.95;0.95
cenario14_min16_mx8_res50_q5_ord2;O2;2.0;0.96;0.92;0.9;0.89;0.95
cenario14_min16_mx8_res50_q5_ord2;O2;2.5;0.94;1.36;0.86;0.78;0.95
cenario14_min16_mx8_res50_q5_ord2;O2;3.0;0.93;1.78;0.8;0.62;0.95
cenario14_min16_mx8_res50_q5_ord2;O2;3.5;0.9;2.16;0.74;0.42;0.95
cenario14_min16_mx8_res50_q5_ord2;O2;4.0;0.88;2.51;0.69;0.23;0.95
